tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size      269, 2883105 req, miss ratio 0.5842, byte miss ratio 0.5842
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size      808, 2883105 req, miss ratio 0.4065, byte miss ratio 0.4065
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size     2696, 2883105 req, miss ratio 0.2499, byte miss ratio 0.2499
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size     8088, 2883105 req, miss ratio 0.2171, byte miss ratio 0.2171
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size    26961, 2883105 req, miss ratio 0.1653, byte miss ratio 0.1653
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size    53922, 2883105 req, miss ratio 0.1324, byte miss ratio 0.1324
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size   107844, 2883105 req, miss ratio 0.1009, byte miss ratio 0.1009
tencentBlock.ns11877 S3FIFO-0.1000-1.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size      269, 2883105 req, miss ratio 0.5832, byte miss ratio 0.5832
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size      808, 2883105 req, miss ratio 0.4443, byte miss ratio 0.4443
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size     2696, 2883105 req, miss ratio 0.2481, byte miss ratio 0.2481
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size     8088, 2883105 req, miss ratio 0.2175, byte miss ratio 0.2175
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size    26961, 2883105 req, miss ratio 0.1536, byte miss ratio 0.1536
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size    53922, 2883105 req, miss ratio 0.1240, byte miss ratio 0.1240
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size   107844, 2883105 req, miss ratio 0.0997, byte miss ratio 0.0997
tencentBlock.ns11877 S3FIFO-0.4000-1.9000 cache size   215689, 2883105 req, miss ratio 0.0937, byte miss ratio 0.0937
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size      269, 2883105 req, miss ratio 0.5827, byte miss ratio 0.5827
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size      808, 2883105 req, miss ratio 0.4381, byte miss ratio 0.4381
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size     2696, 2883105 req, miss ratio 0.2478, byte miss ratio 0.2478
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size     8088, 2883105 req, miss ratio 0.2173, byte miss ratio 0.2173
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size    26961, 2883105 req, miss ratio 0.1549, byte miss ratio 0.1549
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size    53922, 2883105 req, miss ratio 0.1241, byte miss ratio 0.1241
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size   107844, 2883105 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns11877 S3FIFO-0.3500-1.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size      269, 2883105 req, miss ratio 0.5856, byte miss ratio 0.5856
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size      808, 2883105 req, miss ratio 0.4625, byte miss ratio 0.4625
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size     2696, 2883105 req, miss ratio 0.2582, byte miss ratio 0.2582
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size     8088, 2883105 req, miss ratio 0.2188, byte miss ratio 0.2188
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size    26961, 2883105 req, miss ratio 0.1548, byte miss ratio 0.1548
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size    53922, 2883105 req, miss ratio 0.1240, byte miss ratio 0.1240
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size   107844, 2883105 req, miss ratio 0.1020, byte miss ratio 0.1020
tencentBlock.ns11877 S3FIFO-0.6000-0.9000 cache size   215689, 2883105 req, miss ratio 0.0941, byte miss ratio 0.0941
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size      269, 2883105 req, miss ratio 0.5890, byte miss ratio 0.5890
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size      808, 2883105 req, miss ratio 0.4160, byte miss ratio 0.4160
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size     2696, 2883105 req, miss ratio 0.2485, byte miss ratio 0.2485
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size     8088, 2883105 req, miss ratio 0.2146, byte miss ratio 0.2146
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size    26961, 2883105 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size    53922, 2883105 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size   107844, 2883105 req, miss ratio 0.0995, byte miss ratio 0.0995
tencentBlock.ns11877 S3FIFO-0.2000-0.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size      269, 2883105 req, miss ratio 0.5866, byte miss ratio 0.5866
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size      808, 2883105 req, miss ratio 0.4291, byte miss ratio 0.4291
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size     2696, 2883105 req, miss ratio 0.2479, byte miss ratio 0.2479
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size     8088, 2883105 req, miss ratio 0.2153, byte miss ratio 0.2153
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size    26961, 2883105 req, miss ratio 0.1591, byte miss ratio 0.1591
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size    53922, 2883105 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size   107844, 2883105 req, miss ratio 0.0995, byte miss ratio 0.0995
tencentBlock.ns11877 S3FIFO-0.3000-0.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size      269, 2883105 req, miss ratio 0.5855, byte miss ratio 0.5855
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size      808, 2883105 req, miss ratio 0.4098, byte miss ratio 0.4098
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size     2696, 2883105 req, miss ratio 0.2533, byte miss ratio 0.2533
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size     8088, 2883105 req, miss ratio 0.2226, byte miss ratio 0.2226
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size    26961, 2883105 req, miss ratio 0.1702, byte miss ratio 0.1702
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size    53922, 2883105 req, miss ratio 0.1398, byte miss ratio 0.1398
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size   107844, 2883105 req, miss ratio 0.1075, byte miss ratio 0.1075
tencentBlock.ns11877 S3FIFO-0.0250-1.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size      269, 2883105 req, miss ratio 0.6561, byte miss ratio 0.6561
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size      808, 2883105 req, miss ratio 0.5126, byte miss ratio 0.5126
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size     2696, 2883105 req, miss ratio 0.3314, byte miss ratio 0.3314
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size     8088, 2883105 req, miss ratio 0.2411, byte miss ratio 0.2411
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size    26961, 2883105 req, miss ratio 0.1608, byte miss ratio 0.1608
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size    53922, 2883105 req, miss ratio 0.1259, byte miss ratio 0.1259
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size   107844, 2883105 req, miss ratio 0.1081, byte miss ratio 0.1081
tencentBlock.ns11877 S3FIFO-0.9900-1.9000 cache size   215689, 2883105 req, miss ratio 0.0966, byte miss ratio 0.0966
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size      269, 2883105 req, miss ratio 0.5842, byte miss ratio 0.5842
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size      808, 2883105 req, miss ratio 0.4113, byte miss ratio 0.4113
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size     2696, 2883105 req, miss ratio 0.2485, byte miss ratio 0.2485
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size     8088, 2883105 req, miss ratio 0.2167, byte miss ratio 0.2167
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size    26961, 2883105 req, miss ratio 0.1630, byte miss ratio 0.1630
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size    53922, 2883105 req, miss ratio 0.1282, byte miss ratio 0.1282
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size   107844, 2883105 req, miss ratio 0.1000, byte miss ratio 0.1000
tencentBlock.ns11877 S3FIFO-0.1500-1.9000 cache size   215689, 2883105 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns11877 S3FIFO-0.2000-1.9000 cache size      269, 2883105 req, miss ratio 0.5840, byte miss ratio 0.5840
tencentBlock.ns11877 S3FIFO-0.2000-1.9000 cache size      808, 2883105 req, miss ratio 0.4178, byte miss ratio 0.4178
tencentBlock.ns11877 S3FIFO-0.2000-1.9000 cache size     2696, 2883105 req, miss ratio 0.2478, byte miss ratio 0.2478
tencentBlock.ns11877 S3FIFO-0.2000-1.9000 cache size     8088, 2883105 req, miss ratio 0.2168, byte miss ratio 0.2168
tencentBlock.ns11877 S3FIFO-0.2000-1.9000 cache size    26961, 2883105 req, miss ratio 0.1612, byte miss ratio 0.1612
