cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size      269, 1098587 req, miss ratio 0.7409, byte miss ratio 0.7409
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size      809, 1098587 req, miss ratio 0.6264, byte miss ratio 0.6264
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size     2699, 1098587 req, miss ratio 0.5241, byte miss ratio 0.5241
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size     8097, 1098587 req, miss ratio 0.4564, byte miss ratio 0.4564
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size    26993, 1098587 req, miss ratio 0.3835, byte miss ratio 0.3835
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size    53986, 1098587 req, miss ratio 0.3323, byte miss ratio 0.3323
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size   107972, 1098587 req, miss ratio 0.2886, byte miss ratio 0.2886
cdn1_colo28.ns649 S3FIFO-0.6000-1.9000 cache size   215944, 1098587 req, miss ratio 0.2485, byte miss ratio 0.2485
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size      269, 1098587 req, miss ratio 0.8165, byte miss ratio 0.8165
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size      809, 1098587 req, miss ratio 0.7219, byte miss ratio 0.7219
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size     2699, 1098587 req, miss ratio 0.6061, byte miss ratio 0.6061
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size     8097, 1098587 req, miss ratio 0.5168, byte miss ratio 0.5168
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size    26993, 1098587 req, miss ratio 0.4259, byte miss ratio 0.4259
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size    53986, 1098587 req, miss ratio 0.3683, byte miss ratio 0.3683
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size   107972, 1098587 req, miss ratio 0.3111, byte miss ratio 0.3111
cdn1_colo28.ns649 S3FIFO-0.9900-0.9000 cache size   215944, 1098587 req, miss ratio 0.2574, byte miss ratio 0.2574
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size      269, 1098587 req, miss ratio 0.7581, byte miss ratio 0.7581
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size      809, 1098587 req, miss ratio 0.6476, byte miss ratio 0.6476
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size     2699, 1098587 req, miss ratio 0.5371, byte miss ratio 0.5371
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size     8097, 1098587 req, miss ratio 0.4659, byte miss ratio 0.4659
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size    26993, 1098587 req, miss ratio 0.3919, byte miss ratio 0.3919
cdn1_colo28.ns649 S3FIFO-0.7000-1.9000 cache size    53986, 1098587 req, miss ratio 0.3392, byte miss ratio 0.3392
