io_traces.ns405 S3FIFO-0.9000-0.9000 cache size      232, 6200000 req, miss ratio 0.7148, byte miss ratio 0.7148
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size      698, 6200000 req, miss ratio 0.6662, byte miss ratio 0.6662
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size     2328, 6200000 req, miss ratio 0.6241, byte miss ratio 0.6241
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size     6985, 6200000 req, miss ratio 0.6026, byte miss ratio 0.6026
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size    23284, 6200000 req, miss ratio 0.3656, byte miss ratio 0.3656
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size    46569, 6200000 req, miss ratio 0.1698, byte miss ratio 0.1698
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size    93138, 6200000 req, miss ratio 0.0616, byte miss ratio 0.0616
io_traces.ns405 S3FIFO-0.9000-0.9000 cache size   186277, 6200000 req, miss ratio 0.0429, byte miss ratio 0.0429
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size      232, 6200000 req, miss ratio 0.6583, byte miss ratio 0.6583
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size      698, 6200000 req, miss ratio 0.6273, byte miss ratio 0.6273
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size     2328, 6200000 req, miss ratio 0.6005, byte miss ratio 0.6005
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size     6985, 6200000 req, miss ratio 0.5712, byte miss ratio 0.5712
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size    23284, 6200000 req, miss ratio 0.3588, byte miss ratio 0.3588
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size    46569, 6200000 req, miss ratio 0.1567, byte miss ratio 0.1567
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size    93138, 6200000 req, miss ratio 0.0480, byte miss ratio 0.0480
io_traces.ns405 S3FIFO-0.5500-0.9000 cache size   186277, 6200000 req, miss ratio 0.0377, byte miss ratio 0.0377
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size      232, 6200000 req, miss ratio 0.6558, byte miss ratio 0.6558
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size      698, 6200000 req, miss ratio 0.6368, byte miss ratio 0.6368
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size     2328, 6200000 req, miss ratio 0.5969, byte miss ratio 0.5969
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size     6985, 6200000 req, miss ratio 0.5228, byte miss ratio 0.5228
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size    23284, 6200000 req, miss ratio 0.3493, byte miss ratio 0.3493
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size    46569, 6200000 req, miss ratio 0.1201, byte miss ratio 0.1201
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size    93138, 6200000 req, miss ratio 0.0421, byte miss ratio 0.0421
io_traces.ns405 S3FIFO-0.0100-1.9000 cache size   186277, 6200000 req, miss ratio 0.0377, byte miss ratio 0.0377
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size      232, 6200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size      698, 6200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size     2328, 6200000 req, miss ratio 0.6031, byte miss ratio 0.6031
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size     6985, 6200000 req, miss ratio 0.5327, byte miss ratio 0.5327
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size    23284, 6200000 req, miss ratio 0.3485, byte miss ratio 0.3485
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size    46569, 6200000 req, miss ratio 0.1221, byte miss ratio 0.1221
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size    93138, 6200000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns405 S3FIFO-0.0010-0.9000 cache size   186277, 6200000 req, miss ratio 0.0377, byte miss ratio 0.0377
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size      232, 6200000 req, miss ratio 0.6696, byte miss ratio 0.6696
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size      698, 6200000 req, miss ratio 0.6283, byte miss ratio 0.6283
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size     2328, 6200000 req, miss ratio 0.6072, byte miss ratio 0.6072
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size     6985, 6200000 req, miss ratio 0.5967, byte miss ratio 0.5967
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size    23284, 6200000 req, miss ratio 0.3588, byte miss ratio 0.3588
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size    46569, 6200000 req, miss ratio 0.1618, byte miss ratio 0.1618
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size    93138, 6200000 req, miss ratio 0.0519, byte miss ratio 0.0519
io_traces.ns405 S3FIFO-0.6500-1.9000 cache size   186277, 6200000 req, miss ratio 0.0380, byte miss ratio 0.0380
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size      232, 6200000 req, miss ratio 0.6444, byte miss ratio 0.6444
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size      698, 6200000 req, miss ratio 0.6253, byte miss ratio 0.6253
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size     2328, 6200000 req, miss ratio 0.5900, byte miss ratio 0.5900
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size     6985, 6200000 req, miss ratio 0.5220, byte miss ratio 0.5220
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size    23284, 6200000 req, miss ratio 0.3479, byte miss ratio 0.3479
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size    46569, 6200000 req, miss ratio 0.1267, byte miss ratio 0.1267
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size    93138, 6200000 req, miss ratio 0.0405, byte miss ratio 0.0405
io_traces.ns405 S3FIFO-0.2000-0.9000 cache size   186277, 6200000 req, miss ratio 0.0376, byte miss ratio 0.0376
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size      232, 6200000 req, miss ratio 0.6986, byte miss ratio 0.6986
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size      698, 6200000 req, miss ratio 0.6503, byte miss ratio 0.6503
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size     2328, 6200000 req, miss ratio 0.6220, byte miss ratio 0.6220
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size     6985, 6200000 req, miss ratio 0.5926, byte miss ratio 0.5926
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size    23284, 6200000 req, miss ratio 0.3674, byte miss ratio 0.3674
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size    46569, 6200000 req, miss ratio 0.1685, byte miss ratio 0.1685
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size    93138, 6200000 req, miss ratio 0.0599, byte miss ratio 0.0599
io_traces.ns405 S3FIFO-0.8500-1.9000 cache size   186277, 6200000 req, miss ratio 0.0416, byte miss ratio 0.0416
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size      232, 6200000 req, miss ratio 0.7397, byte miss ratio 0.7397
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size      698, 6200000 req, miss ratio 0.6806, byte miss ratio 0.6806
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size     2328, 6200000 req, miss ratio 0.6305, byte miss ratio 0.6305
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size     6985, 6200000 req, miss ratio 0.6025, byte miss ratio 0.6025
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size    23284, 6200000 req, miss ratio 0.3632, byte miss ratio 0.3632
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size    46569, 6200000 req, miss ratio 0.1730, byte miss ratio 0.1730
io_traces.ns405 S3FIFO-0.9500-0.9000 cache size    93138, 6200000 req, miss ratio 0.0633, byte miss ratio 0.0633
