io_traces.ns327 S3FIFO-0.5500-1.9000 cache size     1655, 22400000 req, miss ratio 0.3160, byte miss ratio 0.3160
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size     4966, 22400000 req, miss ratio 0.2206, byte miss ratio 0.2206
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size    16554, 22400000 req, miss ratio 0.1660, byte miss ratio 0.1660
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size    49664, 22400000 req, miss ratio 0.1174, byte miss ratio 0.1174
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size   165549, 22400000 req, miss ratio 0.0828, byte miss ratio 0.0828
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size   331099, 22400000 req, miss ratio 0.0791, byte miss ratio 0.0791
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size   662199, 22400000 req, miss ratio 0.0768, byte miss ratio 0.0768
io_traces.ns327 S3FIFO-0.5500-1.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size     1655, 22400000 req, miss ratio 0.3032, byte miss ratio 0.3032
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size     4966, 22400000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size    16554, 22400000 req, miss ratio 0.1664, byte miss ratio 0.1664
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size    49664, 22400000 req, miss ratio 0.1168, byte miss ratio 0.1168
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size   165549, 22400000 req, miss ratio 0.0816, byte miss ratio 0.0816
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size   331099, 22400000 req, miss ratio 0.0791, byte miss ratio 0.0791
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size   662199, 22400000 req, miss ratio 0.0769, byte miss ratio 0.0769
io_traces.ns327 S3FIFO-0.5000-0.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size     1655, 22400000 req, miss ratio 0.3251, byte miss ratio 0.3251
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size     4966, 22400000 req, miss ratio 0.2210, byte miss ratio 0.2210
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size    16554, 22400000 req, miss ratio 0.1663, byte miss ratio 0.1663
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size    49664, 22400000 req, miss ratio 0.1174, byte miss ratio 0.1174
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size   165549, 22400000 req, miss ratio 0.0841, byte miss ratio 0.0841
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size   331099, 22400000 req, miss ratio 0.0791, byte miss ratio 0.0791
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size   662199, 22400000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns327 S3FIFO-0.6000-1.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size     1655, 22400000 req, miss ratio 0.2673, byte miss ratio 0.2673
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size     4966, 22400000 req, miss ratio 0.2185, byte miss ratio 0.2185
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size    16554, 22400000 req, miss ratio 0.1636, byte miss ratio 0.1636
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size    49664, 22400000 req, miss ratio 0.1206, byte miss ratio 0.1206
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size   165549, 22400000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size   331099, 22400000 req, miss ratio 0.0791, byte miss ratio 0.0791
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size   662199, 22400000 req, miss ratio 0.0776, byte miss ratio 0.0776
io_traces.ns327 S3FIFO-0.3000-0.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size     1655, 22400000 req, miss ratio 0.3549, byte miss ratio 0.3549
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size     4966, 22400000 req, miss ratio 0.2366, byte miss ratio 0.2366
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size    16554, 22400000 req, miss ratio 0.1681, byte miss ratio 0.1681
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size    49664, 22400000 req, miss ratio 0.1170, byte miss ratio 0.1170
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size   165549, 22400000 req, miss ratio 0.0902, byte miss ratio 0.0902
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size   331099, 22400000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size   662199, 22400000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns327 S3FIFO-0.8000-1.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size     1655, 22400000 req, miss ratio 0.3481, byte miss ratio 0.3481
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size     4966, 22400000 req, miss ratio 0.2295, byte miss ratio 0.2295
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size    16554, 22400000 req, miss ratio 0.1678, byte miss ratio 0.1678
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size    49664, 22400000 req, miss ratio 0.1174, byte miss ratio 0.1174
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size   165549, 22400000 req, miss ratio 0.0889, byte miss ratio 0.0889
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size   331099, 22400000 req, miss ratio 0.0798, byte miss ratio 0.0798
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size   662199, 22400000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns327 S3FIFO-0.7500-1.9000 cache size  1324398, 22400000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size     1655, 22400000 req, miss ratio 0.3395, byte miss ratio 0.3395
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size     4966, 22400000 req, miss ratio 0.2221, byte miss ratio 0.2221
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size    16554, 22400000 req, miss ratio 0.1676, byte miss ratio 0.1676
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size    49664, 22400000 req, miss ratio 0.1169, byte miss ratio 0.1169
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size   165549, 22400000 req, miss ratio 0.0871, byte miss ratio 0.0871
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size   331099, 22400000 req, miss ratio 0.0793, byte miss ratio 0.0793
io_traces.ns327 S3FIFO-0.7000-0.9000 cache size   662199, 22400000 req, miss ratio 0.0767, byte miss ratio 0.0767
