cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size        7, 4346154 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size       21, 4346154 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size       70, 4346154 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size      212, 4346154 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size      706, 4346154 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size     1413, 4346154 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size     2827, 4346154 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1559 S3FIFO-0.8000-0.9000 cache size     5654, 4346154 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size        7, 4346154 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size       21, 4346154 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size       70, 4346154 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size      212, 4346154 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size      706, 4346154 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size     1413, 4346154 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size     2827, 4346154 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1559 S3FIFO-0.7500-0.9000 cache size     5654, 4346154 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size        7, 4346154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size       21, 4346154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size       70, 4346154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size      212, 4346154 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size      706, 4346154 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size     1413, 4346154 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size     2827, 4346154 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns1559 S3FIFO-0.0100-0.9000 cache size     5654, 4346154 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size        7, 4346154 req, miss ratio 0.0315, byte miss ratio 0.0315
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size       21, 4346154 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size       70, 4346154 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size      212, 4346154 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size      706, 4346154 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size     1413, 4346154 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size     2827, 4346154 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns1559 S3FIFO-0.5500-0.9000 cache size     5654, 4346154 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size        7, 4346154 req, miss ratio 0.0440, byte miss ratio 0.0440
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size       21, 4346154 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size       70, 4346154 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size      212, 4346154 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size      706, 4346154 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size     1413, 4346154 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size     2827, 4346154 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1559 S3FIFO-0.9000-0.9000 cache size     5654, 4346154 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size        7, 4346154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size       21, 4346154 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size       70, 4346154 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size      212, 4346154 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size      706, 4346154 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size     1413, 4346154 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size     2827, 4346154 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns1559 S3FIFO-0.0250-0.9000 cache size     5654, 4346154 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1559 S3FIFO-0.1500-0.9000 cache size        7, 4346154 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns1559 S3FIFO-0.1500-0.9000 cache size       21, 4346154 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1559 S3FIFO-0.1500-0.9000 cache size       70, 4346154 req, miss ratio 0.0065, byte miss ratio 0.0065
