io_traces.ns12 S3FIFO-0.2000-0.9000 cache size     4567, 46200000 req, miss ratio 0.5158, byte miss ratio 0.5158
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size    13702, 46200000 req, miss ratio 0.5074, byte miss ratio 0.5074
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size    45673, 46200000 req, miss ratio 0.4864, byte miss ratio 0.4864
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size   137020, 46200000 req, miss ratio 0.4479, byte miss ratio 0.4479
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size   456736, 46200000 req, miss ratio 0.3359, byte miss ratio 0.3359
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size   913473, 46200000 req, miss ratio 0.1597, byte miss ratio 0.1597
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size  1826946, 46200000 req, miss ratio 0.1274, byte miss ratio 0.1274
io_traces.ns12 S3FIFO-0.2000-0.9000 cache size  3653892, 46200000 req, miss ratio 0.0997, byte miss ratio 0.0997
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size     4567, 46200000 req, miss ratio 0.5176, byte miss ratio 0.5176
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size    13702, 46200000 req, miss ratio 0.5084, byte miss ratio 0.5084
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size    45673, 46200000 req, miss ratio 0.4906, byte miss ratio 0.4906
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size   137020, 46200000 req, miss ratio 0.4588, byte miss ratio 0.4588
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size   456736, 46200000 req, miss ratio 0.3647, byte miss ratio 0.3647
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size   913473, 46200000 req, miss ratio 0.1845, byte miss ratio 0.1845
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size  1826946, 46200000 req, miss ratio 0.1299, byte miss ratio 0.1299
io_traces.ns12 S3FIFO-0.4500-0.9000 cache size  3653892, 46200000 req, miss ratio 0.1001, byte miss ratio 0.1001
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size     4567, 46200000 req, miss ratio 0.5170, byte miss ratio 0.5170
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size    13702, 46200000 req, miss ratio 0.5094, byte miss ratio 0.5094
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size    45673, 46200000 req, miss ratio 0.4854, byte miss ratio 0.4854
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size   137020, 46200000 req, miss ratio 0.4459, byte miss ratio 0.4459
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size   456736, 46200000 req, miss ratio 0.2898, byte miss ratio 0.2898
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size   913473, 46200000 req, miss ratio 0.1581, byte miss ratio 0.1581
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size  1826946, 46200000 req, miss ratio 0.1287, byte miss ratio 0.1287
io_traces.ns12 S3FIFO-0.0050-0.9000 cache size  3653892, 46200000 req, miss ratio 0.0997, byte miss ratio 0.0997
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size     4567, 46200000 req, miss ratio 0.5255, byte miss ratio 0.5255
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size    13702, 46200000 req, miss ratio 0.5106, byte miss ratio 0.5106
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size    45673, 46200000 req, miss ratio 0.4951, byte miss ratio 0.4951
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size   137020, 46200000 req, miss ratio 0.4750, byte miss ratio 0.4750
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size   456736, 46200000 req, miss ratio 0.3727, byte miss ratio 0.3727
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size   913473, 46200000 req, miss ratio 0.1899, byte miss ratio 0.1899
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1302, byte miss ratio 0.1302
io_traces.ns12 S3FIFO-0.7000-1.9000 cache size  3653892, 46200000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size     4567, 46200000 req, miss ratio 0.5174, byte miss ratio 0.5174
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size    13702, 46200000 req, miss ratio 0.5085, byte miss ratio 0.5085
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size    45673, 46200000 req, miss ratio 0.4906, byte miss ratio 0.4906
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size   137020, 46200000 req, miss ratio 0.4588, byte miss ratio 0.4588
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size   456736, 46200000 req, miss ratio 0.3723, byte miss ratio 0.3723
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size   913473, 46200000 req, miss ratio 0.1812, byte miss ratio 0.1812
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1296, byte miss ratio 0.1296
io_traces.ns12 S3FIFO-0.4500-1.9000 cache size  3653892, 46200000 req, miss ratio 0.1001, byte miss ratio 0.1001
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size     4567, 46200000 req, miss ratio 0.5344, byte miss ratio 0.5344
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size    13702, 46200000 req, miss ratio 0.5185, byte miss ratio 0.5185
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size    45673, 46200000 req, miss ratio 0.5027, byte miss ratio 0.5027
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size   137020, 46200000 req, miss ratio 0.4909, byte miss ratio 0.4909
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size   456736, 46200000 req, miss ratio 0.3670, byte miss ratio 0.3670
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size   913473, 46200000 req, miss ratio 0.1877, byte miss ratio 0.1877
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1311, byte miss ratio 0.1311
io_traces.ns12 S3FIFO-0.9900-1.9000 cache size  3653892, 46200000 req, miss ratio 0.1096, byte miss ratio 0.1096
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size     4567, 46200000 req, miss ratio 0.5269, byte miss ratio 0.5269
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size    13702, 46200000 req, miss ratio 0.5112, byte miss ratio 0.5112
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size    45673, 46200000 req, miss ratio 0.4961, byte miss ratio 0.4961
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size   137020, 46200000 req, miss ratio 0.4773, byte miss ratio 0.4773
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size   456736, 46200000 req, miss ratio 0.3699, byte miss ratio 0.3699
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size   913473, 46200000 req, miss ratio 0.1835, byte miss ratio 0.1835
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1303, byte miss ratio 0.1303
io_traces.ns12 S3FIFO-0.7500-1.9000 cache size  3653892, 46200000 req, miss ratio 0.1055, byte miss ratio 0.1055
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size     4567, 46200000 req, miss ratio 0.5163, byte miss ratio 0.5163
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size    13702, 46200000 req, miss ratio 0.5079, byte miss ratio 0.5079
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size    45673, 46200000 req, miss ratio 0.4845, byte miss ratio 0.4845
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size   137020, 46200000 req, miss ratio 0.4431, byte miss ratio 0.4431
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size   456736, 46200000 req, miss ratio 0.3003, byte miss ratio 0.3003
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size   913473, 46200000 req, miss ratio 0.1691, byte miss ratio 0.1691
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1296, byte miss ratio 0.1296
io_traces.ns12 S3FIFO-0.0100-1.9000 cache size  3653892, 46200000 req, miss ratio 0.0997, byte miss ratio 0.0997
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size     4567, 46200000 req, miss ratio 0.5165, byte miss ratio 0.5165
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size    13702, 46200000 req, miss ratio 0.5079, byte miss ratio 0.5079
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size    45673, 46200000 req, miss ratio 0.4896, byte miss ratio 0.4896
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size   137020, 46200000 req, miss ratio 0.4570, byte miss ratio 0.4570
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size   456736, 46200000 req, miss ratio 0.3866, byte miss ratio 0.3866
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size   913473, 46200000 req, miss ratio 0.1805, byte miss ratio 0.1805
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size  1826946, 46200000 req, miss ratio 0.1320, byte miss ratio 0.1320
io_traces.ns12 S3FIFO-0.4000-1.9000 cache size  3653892, 46200000 req, miss ratio 0.1001, byte miss ratio 0.1001
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size     4567, 46200000 req, miss ratio 0.5159, byte miss ratio 0.5159
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size    13702, 46200000 req, miss ratio 0.5074, byte miss ratio 0.5074
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size    45673, 46200000 req, miss ratio 0.4870, byte miss ratio 0.4870
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size   137020, 46200000 req, miss ratio 0.4502, byte miss ratio 0.4502
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size   456736, 46200000 req, miss ratio 0.3432, byte miss ratio 0.3432
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size   913473, 46200000 req, miss ratio 0.1616, byte miss ratio 0.1616
io_traces.ns12 S3FIFO-0.2500-0.9000 cache size  1826946, 46200000 req, miss ratio 0.1312, byte miss ratio 0.1312
