io_traces.ns486 S3FIFO-0.6000-1.9000 cache size      144, 1600000 req, miss ratio 0.6945, byte miss ratio 0.6945
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size      434, 1600000 req, miss ratio 0.6385, byte miss ratio 0.6385
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size     1449, 1600000 req, miss ratio 0.6263, byte miss ratio 0.6263
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size     4348, 1600000 req, miss ratio 0.5991, byte miss ratio 0.5991
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size    14494, 1600000 req, miss ratio 0.6028, byte miss ratio 0.6028
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size    28988, 1600000 req, miss ratio 0.3114, byte miss ratio 0.3114
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size    57977, 1600000 req, miss ratio 0.1240, byte miss ratio 0.1240
io_traces.ns486 S3FIFO-0.6000-1.9000 cache size   115954, 1600000 req, miss ratio 0.0908, byte miss ratio 0.0908
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size      144, 1600000 req, miss ratio 0.8154, byte miss ratio 0.8154
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size      434, 1600000 req, miss ratio 0.7212, byte miss ratio 0.7212
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size     1449, 1600000 req, miss ratio 0.6611, byte miss ratio 0.6611
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size     4348, 1600000 req, miss ratio 0.6331, byte miss ratio 0.6331
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size    14494, 1600000 req, miss ratio 0.4899, byte miss ratio 0.4899
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size    28988, 1600000 req, miss ratio 0.3255, byte miss ratio 0.3255
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size    57977, 1600000 req, miss ratio 0.1591, byte miss ratio 0.1591
io_traces.ns486 S3FIFO-0.9900-1.9000 cache size   115954, 1600000 req, miss ratio 0.1116, byte miss ratio 0.1116
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size      144, 1600000 req, miss ratio 0.6629, byte miss ratio 0.6629
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size      434, 1600000 req, miss ratio 0.6437, byte miss ratio 0.6437
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size     1449, 1600000 req, miss ratio 0.6250, byte miss ratio 0.6250
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size     4348, 1600000 req, miss ratio 0.5961, byte miss ratio 0.5961
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size    14494, 1600000 req, miss ratio 0.5924, byte miss ratio 0.5924
io_traces.ns486 S3FIFO-0.4500-0.9000 cache size    28988, 1600000 req, miss ratio 0.3104, byte miss ratio 0.3104
