tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size       33, 1618558 req, miss ratio 0.5073, byte miss ratio 0.5073
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size      100, 1618558 req, miss ratio 0.3426, byte miss ratio 0.3426
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size      334, 1618558 req, miss ratio 0.1545, byte miss ratio 0.1545
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size     1004, 1618558 req, miss ratio 0.1306, byte miss ratio 0.1306
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size     3349, 1618558 req, miss ratio 0.1173, byte miss ratio 0.1173
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size     6698, 1618558 req, miss ratio 0.1169, byte miss ratio 0.1169
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size    13397, 1618558 req, miss ratio 0.0982, byte miss ratio 0.0982
tencentBlock.ns18141 S3FIFO-0.4500-1.9000 cache size    26795, 1618558 req, miss ratio 0.0295, byte miss ratio 0.0295
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size       33, 1618558 req, miss ratio 0.4952, byte miss ratio 0.4952
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size      100, 1618558 req, miss ratio 0.3163, byte miss ratio 0.3163
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size      334, 1618558 req, miss ratio 0.1523, byte miss ratio 0.1523
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size     1004, 1618558 req, miss ratio 0.1284, byte miss ratio 0.1284
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size     3349, 1618558 req, miss ratio 0.1166, byte miss ratio 0.1166
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size     6698, 1618558 req, miss ratio 0.1165, byte miss ratio 0.1165
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size    13397, 1618558 req, miss ratio 0.0991, byte miss ratio 0.0991
tencentBlock.ns18141 S3FIFO-0.3500-1.9000 cache size    26795, 1618558 req, miss ratio 0.0286, byte miss ratio 0.0286
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size       33, 1618558 req, miss ratio 0.5815, byte miss ratio 0.5815
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size      100, 1618558 req, miss ratio 0.3858, byte miss ratio 0.3858
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size      334, 1618558 req, miss ratio 0.1865, byte miss ratio 0.1865
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size     1004, 1618558 req, miss ratio 0.1413, byte miss ratio 0.1413
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size     3349, 1618558 req, miss ratio 0.1244, byte miss ratio 0.1244
tencentBlock.ns18141 S3FIFO-0.8500-0.9000 cache size     6698, 1618558 req, miss ratio 0.1196, byte miss ratio 0.1196
