cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size        8, 1694816 req, miss ratio 0.9632, byte miss ratio 0.9632
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size       27, 1694816 req, miss ratio 0.9145, byte miss ratio 0.9145
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size       83, 1694816 req, miss ratio 0.7783, byte miss ratio 0.7783
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size      279, 1694816 req, miss ratio 0.3310, byte miss ratio 0.3310
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size      558, 1694816 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size     1117, 1694816 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1615 S3FIFO-0.5000-1.9000 cache size     2234, 1694816 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size        8, 1694816 req, miss ratio 0.9630, byte miss ratio 0.9630
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size       27, 1694816 req, miss ratio 0.9132, byte miss ratio 0.9132
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size       83, 1694816 req, miss ratio 0.7714, byte miss ratio 0.7714
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size      279, 1694816 req, miss ratio 0.3018, byte miss ratio 0.3018
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size      558, 1694816 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size     1117, 1694816 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1615 S3FIFO-0.2000-1.9000 cache size     2234, 1694816 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size        8, 1694816 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size       27, 1694816 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size       83, 1694816 req, miss ratio 0.7588, byte miss ratio 0.7588
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size      279, 1694816 req, miss ratio 0.2758, byte miss ratio 0.2758
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size      558, 1694816 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size     1117, 1694816 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns1615 S3FIFO-0.0250-0.9000 cache size     2234, 1694816 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1615 S3FIFO-0.0500-1.9000 cache size        8, 1694816 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1615 S3FIFO-0.0500-1.9000 cache size       27, 1694816 req, miss ratio 0.9126, byte miss ratio 0.9126
cdn1_allcolo.ns1615 S3FIFO-0.0500-1.9000 cache size       83, 1694816 req, miss ratio 0.7680, byte miss ratio 0.7680
