cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size      276, 484285732 req, miss ratio 0.1026, byte miss ratio 0.1026
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size      829, 484285732 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size     2763, 484285732 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size     8291, 484285732 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size    27637, 484285732 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size    55275, 484285732 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size   110550, 484285732 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns55 S3FIFO-0.7500-1.9000 cache size   221100, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size      276, 484285732 req, miss ratio 0.0691, byte miss ratio 0.0691
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size      829, 484285732 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size     2763, 484285732 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size     8291, 484285732 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size    27637, 484285732 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size    55275, 484285732 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size   110550, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.1000-1.9000 cache size   221100, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size      276, 484285732 req, miss ratio 0.0932, byte miss ratio 0.0932
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size      829, 484285732 req, miss ratio 0.0261, byte miss ratio 0.0261
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size     2763, 484285732 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size     8291, 484285732 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size    27637, 484285732 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size    55275, 484285732 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size   110550, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.6000-1.9000 cache size   221100, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size      276, 484285732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size      829, 484285732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size     2763, 484285732 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size     8291, 484285732 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size    27637, 484285732 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size    55275, 484285732 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size   110550, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns55 S3FIFO-0.0010-0.9000 cache size   221100, 484285732 req, miss ratio 0.0006, byte miss ratio 0.0006
