tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size      338, 3351565 req, miss ratio 0.4760, byte miss ratio 0.4760
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size     1016, 3351565 req, miss ratio 0.4039, byte miss ratio 0.4039
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size     3388, 3351565 req, miss ratio 0.3006, byte miss ratio 0.3006
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size    10164, 3351565 req, miss ratio 0.2876, byte miss ratio 0.2876
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size    33880, 3351565 req, miss ratio 0.2336, byte miss ratio 0.2336
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size    67760, 3351565 req, miss ratio 0.1966, byte miss ratio 0.1966
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size   135521, 3351565 req, miss ratio 0.1195, byte miss ratio 0.1195
tencentBlock.ns4900 S3FIFO-0.3500-1.9000 cache size   271042, 3351565 req, miss ratio 0.1032, byte miss ratio 0.1032
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size      338, 3351565 req, miss ratio 0.5891, byte miss ratio 0.5891
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size     1016, 3351565 req, miss ratio 0.4618, byte miss ratio 0.4618
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size     3388, 3351565 req, miss ratio 0.3640, byte miss ratio 0.3640
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size    10164, 3351565 req, miss ratio 0.3092, byte miss ratio 0.3092
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size    33880, 3351565 req, miss ratio 0.2437, byte miss ratio 0.2437
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size    67760, 3351565 req, miss ratio 0.1882, byte miss ratio 0.1882
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size   135521, 3351565 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns4900 S3FIFO-0.9500-0.9000 cache size   271042, 3351565 req, miss ratio 0.1098, byte miss ratio 0.1098
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size      338, 3351565 req, miss ratio 0.4790, byte miss ratio 0.4790
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size     1016, 3351565 req, miss ratio 0.4154, byte miss ratio 0.4154
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size     3388, 3351565 req, miss ratio 0.3024, byte miss ratio 0.3024
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size    10164, 3351565 req, miss ratio 0.2883, byte miss ratio 0.2883
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size    33880, 3351565 req, miss ratio 0.2339, byte miss ratio 0.2339
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size    67760, 3351565 req, miss ratio 0.1985, byte miss ratio 0.1985
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size   135521, 3351565 req, miss ratio 0.1246, byte miss ratio 0.1246
tencentBlock.ns4900 S3FIFO-0.5000-0.9000 cache size   271042, 3351565 req, miss ratio 0.1037, byte miss ratio 0.1037
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size      338, 3351565 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size     1016, 3351565 req, miss ratio 0.4517, byte miss ratio 0.4517
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size     3388, 3351565 req, miss ratio 0.3482, byte miss ratio 0.3482
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size    10164, 3351565 req, miss ratio 0.3069, byte miss ratio 0.3069
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size    33880, 3351565 req, miss ratio 0.2389, byte miss ratio 0.2389
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size    67760, 3351565 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size   135521, 3351565 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns4900 S3FIFO-0.0010-0.9000 cache size   271042, 3351565 req, miss ratio 0.1018, byte miss ratio 0.1018
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size      338, 3351565 req, miss ratio 0.5591, byte miss ratio 0.5591
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size     1016, 3351565 req, miss ratio 0.4380, byte miss ratio 0.4380
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size     3388, 3351565 req, miss ratio 0.3511, byte miss ratio 0.3511
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size    10164, 3351565 req, miss ratio 0.2954, byte miss ratio 0.2954
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size    33880, 3351565 req, miss ratio 0.2413, byte miss ratio 0.2413
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size    67760, 3351565 req, miss ratio 0.1874, byte miss ratio 0.1874
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size   135521, 3351565 req, miss ratio 0.1358, byte miss ratio 0.1358
tencentBlock.ns4900 S3FIFO-0.8500-0.9000 cache size   271042, 3351565 req, miss ratio 0.1083, byte miss ratio 0.1083
tencentBlock.ns4900 S3FIFO-0.3000-1.9000 cache size      338, 3351565 req, miss ratio 0.4764, byte miss ratio 0.4764
tencentBlock.ns4900 S3FIFO-0.3000-1.9000 cache size     1016, 3351565 req, miss ratio 0.3994, byte miss ratio 0.3994
tencentBlock.ns4900 S3FIFO-0.3000-1.9000 cache size     3388, 3351565 req, miss ratio 0.3004, byte miss ratio 0.3004
tencentBlock.ns4900 S3FIFO-0.3000-1.9000 cache size    10164, 3351565 req, miss ratio 0.2864, byte miss ratio 0.2864
