io_traces.ns561 S3FIFO-0.0100-0.9000 cache size      181, 2600000 req, miss ratio 0.7365, byte miss ratio 0.7365
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size      544, 2600000 req, miss ratio 0.6999, byte miss ratio 0.6999
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size     1816, 2600000 req, miss ratio 0.6332, byte miss ratio 0.6332
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size     5449, 2600000 req, miss ratio 0.5274, byte miss ratio 0.5274
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size    18163, 2600000 req, miss ratio 0.3931, byte miss ratio 0.3931
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size    36327, 2600000 req, miss ratio 0.2798, byte miss ratio 0.2798
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size    72654, 2600000 req, miss ratio 0.1145, byte miss ratio 0.1145
io_traces.ns561 S3FIFO-0.0100-0.9000 cache size   145308, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size      181, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size      544, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size     1816, 2600000 req, miss ratio 0.6203, byte miss ratio 0.6203
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size     5449, 2600000 req, miss ratio 0.5196, byte miss ratio 0.5196
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size    18163, 2600000 req, miss ratio 0.3910, byte miss ratio 0.3910
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size    36327, 2600000 req, miss ratio 0.2805, byte miss ratio 0.2805
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size    72654, 2600000 req, miss ratio 0.1164, byte miss ratio 0.1164
io_traces.ns561 S3FIFO-0.0010-1.9000 cache size   145308, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size      181, 2600000 req, miss ratio 0.8163, byte miss ratio 0.8163
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size      544, 2600000 req, miss ratio 0.7325, byte miss ratio 0.7325
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size     1816, 2600000 req, miss ratio 0.7043, byte miss ratio 0.7043
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size     5449, 2600000 req, miss ratio 0.6713, byte miss ratio 0.6713
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size    18163, 2600000 req, miss ratio 0.4138, byte miss ratio 0.4138
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size    36327, 2600000 req, miss ratio 0.2848, byte miss ratio 0.2848
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size    72654, 2600000 req, miss ratio 0.1399, byte miss ratio 0.1399
io_traces.ns561 S3FIFO-0.8500-1.9000 cache size   145308, 2600000 req, miss ratio 0.0786, byte miss ratio 0.0786
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size      181, 2600000 req, miss ratio 0.7229, byte miss ratio 0.7229
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size      544, 2600000 req, miss ratio 0.6976, byte miss ratio 0.6976
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size     1816, 2600000 req, miss ratio 0.6195, byte miss ratio 0.6195
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size     5449, 2600000 req, miss ratio 0.5182, byte miss ratio 0.5182
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size    18163, 2600000 req, miss ratio 0.3905, byte miss ratio 0.3905
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size    36327, 2600000 req, miss ratio 0.2808, byte miss ratio 0.2808
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size    72654, 2600000 req, miss ratio 0.1145, byte miss ratio 0.1145
io_traces.ns561 S3FIFO-0.0100-1.9000 cache size   145308, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns561 S3FIFO-0.2500-0.9000 cache size      181, 2600000 req, miss ratio 0.7333, byte miss ratio 0.7333
io_traces.ns561 S3FIFO-0.2500-0.9000 cache size      544, 2600000 req, miss ratio 0.7032, byte miss ratio 0.7032
io_traces.ns561 S3FIFO-0.2500-0.9000 cache size     1816, 2600000 req, miss ratio 0.6429, byte miss ratio 0.6429
