cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size        5, 2076607 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size       15, 2076607 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size       51, 2076607 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size      153, 2076607 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size     1022, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.2500-1.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size        5, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size       15, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size       51, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size      153, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size      511, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size     1022, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0010-0.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size        5, 2076607 req, miss ratio 0.0435, byte miss ratio 0.0435
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size       15, 2076607 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size       51, 2076607 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size      153, 2076607 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size     1022, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.4500-1.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size        5, 2076607 req, miss ratio 0.0435, byte miss ratio 0.0435
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size       15, 2076607 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size       51, 2076607 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size      153, 2076607 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size      511, 2076607 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size     1022, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.5000-0.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size        5, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size       15, 2076607 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size       51, 2076607 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size      153, 2076607 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size     1022, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.1000-1.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size        5, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size       15, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size       51, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size      153, 2076607 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size     1022, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.0050-0.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size        5, 2076607 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size       15, 2076607 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size       51, 2076607 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size      153, 2076607 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size     1022, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.3500-1.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size        5, 2076607 req, miss ratio 0.0435, byte miss ratio 0.0435
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size       15, 2076607 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size       51, 2076607 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size      153, 2076607 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size      511, 2076607 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size     1022, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.5000-1.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size        5, 2076607 req, miss ratio 0.0515, byte miss ratio 0.0515
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size       15, 2076607 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size       51, 2076607 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size      153, 2076607 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size      511, 2076607 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size     1022, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size     2044, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.6000-0.9000 cache size     4088, 2076607 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns307 S3FIFO-0.3000-1.9000 cache size        5, 2076607 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns307 S3FIFO-0.3000-1.9000 cache size       15, 2076607 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns307 S3FIFO-0.3000-1.9000 cache size       51, 2076607 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns307 S3FIFO-0.3000-1.9000 cache size      153, 2076607 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns307 S3FIFO-0.3000-1.9000 cache size      511, 2076607 req, miss ratio 0.0026, byte miss ratio 0.0026
