tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size     2778, 47713223 req, miss ratio 0.7431, byte miss ratio 0.7431
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size     8334, 47713223 req, miss ratio 0.6602, byte miss ratio 0.6602
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size    27780, 47713223 req, miss ratio 0.5360, byte miss ratio 0.5360
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size    83340, 47713223 req, miss ratio 0.3660, byte miss ratio 0.3660
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size   277801, 47713223 req, miss ratio 0.1945, byte miss ratio 0.1945
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size   555602, 47713223 req, miss ratio 0.1245, byte miss ratio 0.1245
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size  1111205, 47713223 req, miss ratio 0.0834, byte miss ratio 0.0834
tencentBlock.ns9194 S3FIFO-0.0050-1.9000 cache size  2222410, 47713223 req, miss ratio 0.0613, byte miss ratio 0.0613
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size     2778, 47713223 req, miss ratio 0.7076, byte miss ratio 0.7076
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size     8334, 47713223 req, miss ratio 0.6171, byte miss ratio 0.6171
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size    27780, 47713223 req, miss ratio 0.5112, byte miss ratio 0.5112
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size    83340, 47713223 req, miss ratio 0.3751, byte miss ratio 0.3751
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size   277801, 47713223 req, miss ratio 0.2003, byte miss ratio 0.2003
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size   555602, 47713223 req, miss ratio 0.1334, byte miss ratio 0.1334
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size  1111205, 47713223 req, miss ratio 0.0845, byte miss ratio 0.0845
tencentBlock.ns9194 S3FIFO-0.5000-0.9000 cache size  2222410, 47713223 req, miss ratio 0.0618, byte miss ratio 0.0618
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size     2778, 47713223 req, miss ratio 0.7137, byte miss ratio 0.7137
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size     8334, 47713223 req, miss ratio 0.6292, byte miss ratio 0.6292
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size    27780, 47713223 req, miss ratio 0.5247, byte miss ratio 0.5247
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size    83340, 47713223 req, miss ratio 0.3869, byte miss ratio 0.3869
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size   277801, 47713223 req, miss ratio 0.2123, byte miss ratio 0.2123
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size   555602, 47713223 req, miss ratio 0.1401, byte miss ratio 0.1401
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size  1111205, 47713223 req, miss ratio 0.0894, byte miss ratio 0.0894
tencentBlock.ns9194 S3FIFO-0.7000-0.9000 cache size  2222410, 47713223 req, miss ratio 0.0627, byte miss ratio 0.0627
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size     2778, 47713223 req, miss ratio 0.7099, byte miss ratio 0.7099
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size     8334, 47713223 req, miss ratio 0.6117, byte miss ratio 0.6117
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size    27780, 47713223 req, miss ratio 0.5028, byte miss ratio 0.5028
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size    83340, 47713223 req, miss ratio 0.3630, byte miss ratio 0.3630
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size   277801, 47713223 req, miss ratio 0.1909, byte miss ratio 0.1909
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size   555602, 47713223 req, miss ratio 0.1256, byte miss ratio 0.1256
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size  1111205, 47713223 req, miss ratio 0.0811, byte miss ratio 0.0811
tencentBlock.ns9194 S3FIFO-0.2500-1.9000 cache size  2222410, 47713223 req, miss ratio 0.0611, byte miss ratio 0.0611
tencentBlock.ns9194 S3FIFO-0.7500-0.9000 cache size     2778, 47713223 req, miss ratio 0.7169, byte miss ratio 0.7169
tencentBlock.ns9194 S3FIFO-0.7500-0.9000 cache size     8334, 47713223 req, miss ratio 0.6322, byte miss ratio 0.6322
tencentBlock.ns9194 S3FIFO-0.7500-0.9000 cache size    27780, 47713223 req, miss ratio 0.5286, byte miss ratio 0.5286
tencentBlock.ns9194 S3FIFO-0.7500-0.9000 cache size    83340, 47713223 req, miss ratio 0.3898, byte miss ratio 0.3898
tencentBlock.ns9194 S3FIFO-0.7500-0.9000 cache size   277801, 47713223 req, miss ratio 0.2160, byte miss ratio 0.2160
