cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size        6, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size       20, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size       67, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size      135, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size      270, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0010-1.9000 cache size      541, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size        6, 1159404 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size       20, 1159404 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4000-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size        6, 1159404 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size       20, 1159404 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3500-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size        6, 1159404 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size       20, 1159404 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size        6, 1159404 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size       20, 1159404 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size       67, 1159404 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7000-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size        6, 1159404 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size       20, 1159404 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size        6, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size       20, 1159404 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size        6, 1159404 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size       20, 1159404 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size       67, 1159404 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.8000-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size        6, 1159404 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size       20, 1159404 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size       67, 1159404 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size      135, 1159404 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.9900-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size        6, 1159404 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size       20, 1159404 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.5500-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size        6, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size       20, 1159404 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.1000-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size        6, 1159404 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size       20, 1159404 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size       67, 1159404 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.7500-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size        6, 1159404 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size       20, 1159404 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.3000-0.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size        6, 1159404 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size       20, 1159404 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size       67, 1159404 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size      135, 1159404 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.9500-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size        6, 1159404 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size       20, 1159404 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.2000-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size        6, 1159404 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size       20, 1159404 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size       67, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size      135, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size      270, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.4500-1.9000 cache size      541, 1159404 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1480 S3FIFO-0.0050-0.9000 cache size        6, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0050-0.9000 cache size       20, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1480 S3FIFO-0.0050-0.9000 cache size       67, 1159404 req, miss ratio 1.0000, byte miss ratio 1.0000
