tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size       46, 1251610 req, miss ratio 0.3661, byte miss ratio 0.3661
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size      139, 1251610 req, miss ratio 0.1964, byte miss ratio 0.1964
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size      464, 1251610 req, miss ratio 0.1695, byte miss ratio 0.1695
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size     1392, 1251610 req, miss ratio 0.1518, byte miss ratio 0.1518
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size     4640, 1251610 req, miss ratio 0.1176, byte miss ratio 0.1176
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size     9281, 1251610 req, miss ratio 0.0958, byte miss ratio 0.0958
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size    18562, 1251610 req, miss ratio 0.0694, byte miss ratio 0.0694
tencentBlock.ns8324 S3FIFO-0.5500-0.9000 cache size    37124, 1251610 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size       46, 1251610 req, miss ratio 0.3898, byte miss ratio 0.3898
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size      139, 1251610 req, miss ratio 0.2145, byte miss ratio 0.2145
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size      464, 1251610 req, miss ratio 0.1775, byte miss ratio 0.1775
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size     1392, 1251610 req, miss ratio 0.1607, byte miss ratio 0.1607
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size     4640, 1251610 req, miss ratio 0.1260, byte miss ratio 0.1260
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size     9281, 1251610 req, miss ratio 0.1018, byte miss ratio 0.1018
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size    18562, 1251610 req, miss ratio 0.0687, byte miss ratio 0.0687
tencentBlock.ns8324 S3FIFO-0.8000-0.9000 cache size    37124, 1251610 req, miss ratio 0.0426, byte miss ratio 0.0426
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size       46, 1251610 req, miss ratio 0.3522, byte miss ratio 0.3522
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size      139, 1251610 req, miss ratio 0.1942, byte miss ratio 0.1942
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size      464, 1251610 req, miss ratio 0.1652, byte miss ratio 0.1652
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size     1392, 1251610 req, miss ratio 0.1457, byte miss ratio 0.1457
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size     4640, 1251610 req, miss ratio 0.1121, byte miss ratio 0.1121
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size     9281, 1251610 req, miss ratio 0.0947, byte miss ratio 0.0947
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size    18562, 1251610 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns8324 S3FIFO-0.4000-0.9000 cache size    37124, 1251610 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size       46, 1251610 req, miss ratio 0.3610, byte miss ratio 0.3610
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size      139, 1251610 req, miss ratio 0.1952, byte miss ratio 0.1952
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size      464, 1251610 req, miss ratio 0.1658, byte miss ratio 0.1658
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size     1392, 1251610 req, miss ratio 0.1473, byte miss ratio 0.1473
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size     4640, 1251610 req, miss ratio 0.1126, byte miss ratio 0.1126
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size     9281, 1251610 req, miss ratio 0.0954, byte miss ratio 0.0954
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size    18562, 1251610 req, miss ratio 0.0694, byte miss ratio 0.0694
tencentBlock.ns8324 S3FIFO-0.4500-0.9000 cache size    37124, 1251610 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size       46, 1251610 req, miss ratio 0.2715, byte miss ratio 0.2715
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size      139, 1251610 req, miss ratio 0.1862, byte miss ratio 0.1862
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size      464, 1251610 req, miss ratio 0.1641, byte miss ratio 0.1641
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size     1392, 1251610 req, miss ratio 0.1435, byte miss ratio 0.1435
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size     4640, 1251610 req, miss ratio 0.1085, byte miss ratio 0.1085
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size     9281, 1251610 req, miss ratio 0.0935, byte miss ratio 0.0935
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size    18562, 1251610 req, miss ratio 0.0680, byte miss ratio 0.0680
tencentBlock.ns8324 S3FIFO-0.2000-0.9000 cache size    37124, 1251610 req, miss ratio 0.0408, byte miss ratio 0.0408
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size       46, 1251610 req, miss ratio 0.4038, byte miss ratio 0.4038
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size      139, 1251610 req, miss ratio 0.2246, byte miss ratio 0.2246
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size      464, 1251610 req, miss ratio 0.1817, byte miss ratio 0.1817
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size     1392, 1251610 req, miss ratio 0.1626, byte miss ratio 0.1626
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size     4640, 1251610 req, miss ratio 0.1276, byte miss ratio 0.1276
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size     9281, 1251610 req, miss ratio 0.1021, byte miss ratio 0.1021
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size    18562, 1251610 req, miss ratio 0.0687, byte miss ratio 0.0687
tencentBlock.ns8324 S3FIFO-0.8500-0.9000 cache size    37124, 1251610 req, miss ratio 0.0431, byte miss ratio 0.0431
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size       46, 1251610 req, miss ratio 0.3645, byte miss ratio 0.3645
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size      139, 1251610 req, miss ratio 0.1958, byte miss ratio 0.1958
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size      464, 1251610 req, miss ratio 0.1666, byte miss ratio 0.1666
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size     1392, 1251610 req, miss ratio 0.1495, byte miss ratio 0.1495
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size     4640, 1251610 req, miss ratio 0.1111, byte miss ratio 0.1111
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size     9281, 1251610 req, miss ratio 0.0961, byte miss ratio 0.0961
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size    18562, 1251610 req, miss ratio 0.0698, byte miss ratio 0.0698
tencentBlock.ns8324 S3FIFO-0.5000-0.9000 cache size    37124, 1251610 req, miss ratio 0.0410, byte miss ratio 0.0410
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size       46, 1251610 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size      139, 1251610 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size      464, 1251610 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size     1392, 1251610 req, miss ratio 0.1721, byte miss ratio 0.1721
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size     4640, 1251610 req, miss ratio 0.1114, byte miss ratio 0.1114
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size     9281, 1251610 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size    18562, 1251610 req, miss ratio 0.0651, byte miss ratio 0.0651
tencentBlock.ns8324 S3FIFO-0.0010-0.9000 cache size    37124, 1251610 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size       46, 1251610 req, miss ratio 0.3757, byte miss ratio 0.3757
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size      139, 1251610 req, miss ratio 0.2012, byte miss ratio 0.2012
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size      464, 1251610 req, miss ratio 0.1731, byte miss ratio 0.1731
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size     1392, 1251610 req, miss ratio 0.1588, byte miss ratio 0.1588
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size     4640, 1251610 req, miss ratio 0.1238, byte miss ratio 0.1238
tencentBlock.ns8324 S3FIFO-0.7000-0.9000 cache size     9281, 1251610 req, miss ratio 0.0973, byte miss ratio 0.0973
