tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size      591, 4428177 req, miss ratio 0.6358, byte miss ratio 0.6358
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size     1774, 4428177 req, miss ratio 0.4999, byte miss ratio 0.4999
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size     5913, 4428177 req, miss ratio 0.3810, byte miss ratio 0.3810
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size    17740, 4428177 req, miss ratio 0.3188, byte miss ratio 0.3188
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size    59133, 4428177 req, miss ratio 0.2562, byte miss ratio 0.2562
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size   118267, 4428177 req, miss ratio 0.2114, byte miss ratio 0.2114
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size   236534, 4428177 req, miss ratio 0.1692, byte miss ratio 0.1692
tencentBlock.ns14445 S3FIFO-0.8500-1.9000 cache size   473068, 4428177 req, miss ratio 0.1393, byte miss ratio 0.1393
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size      591, 4428177 req, miss ratio 0.6161, byte miss ratio 0.6161
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size     1774, 4428177 req, miss ratio 0.4904, byte miss ratio 0.4904
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size     5913, 4428177 req, miss ratio 0.3681, byte miss ratio 0.3681
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size    17740, 4428177 req, miss ratio 0.3193, byte miss ratio 0.3193
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size    59133, 4428177 req, miss ratio 0.2542, byte miss ratio 0.2542
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size   118267, 4428177 req, miss ratio 0.2125, byte miss ratio 0.2125
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size   236534, 4428177 req, miss ratio 0.1678, byte miss ratio 0.1678
tencentBlock.ns14445 S3FIFO-0.8000-0.9000 cache size   473068, 4428177 req, miss ratio 0.1385, byte miss ratio 0.1385
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size      591, 4428177 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size     1774, 4428177 req, miss ratio 0.4176, byte miss ratio 0.4176
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size     5913, 4428177 req, miss ratio 0.3962, byte miss ratio 0.3962
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size    17740, 4428177 req, miss ratio 0.3321, byte miss ratio 0.3321
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size    59133, 4428177 req, miss ratio 0.2729, byte miss ratio 0.2729
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size   118267, 4428177 req, miss ratio 0.2173, byte miss ratio 0.2173
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size   236534, 4428177 req, miss ratio 0.1652, byte miss ratio 0.1652
tencentBlock.ns14445 S3FIFO-0.0010-0.9000 cache size   473068, 4428177 req, miss ratio 0.1344, byte miss ratio 0.1344
tencentBlock.ns14445 S3FIFO-0.0010-1.9000 cache size      591, 4428177 req, miss ratio 1.0000, byte miss ratio 1.0000
