tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size       78, 3730443 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size      235, 3730443 req, miss ratio 0.5128, byte miss ratio 0.5128
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size      783, 3730443 req, miss ratio 0.2428, byte miss ratio 0.2428
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size     2351, 3730443 req, miss ratio 0.2306, byte miss ratio 0.2306
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size     7839, 3730443 req, miss ratio 0.1224, byte miss ratio 0.1224
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size    15678, 3730443 req, miss ratio 0.1222, byte miss ratio 0.1222
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size    31357, 3730443 req, miss ratio 0.1085, byte miss ratio 0.1085
tencentBlock.ns10897 S3FIFO-0.5000-1.9000 cache size    62714, 3730443 req, miss ratio 0.0318, byte miss ratio 0.0318
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size       78, 3730443 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size      235, 3730443 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size      783, 3730443 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size     2351, 3730443 req, miss ratio 0.2067, byte miss ratio 0.2067
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size     7839, 3730443 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size    15678, 3730443 req, miss ratio 0.1155, byte miss ratio 0.1155
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size    31357, 3730443 req, miss ratio 0.0907, byte miss ratio 0.0907
tencentBlock.ns10897 S3FIFO-0.0010-0.9000 cache size    62714, 3730443 req, miss ratio 0.0278, byte miss ratio 0.0278
tencentBlock.ns10897 S3FIFO-0.2000-1.9000 cache size       78, 3730443 req, miss ratio 0.5944, byte miss ratio 0.5944
tencentBlock.ns10897 S3FIFO-0.2000-1.9000 cache size      235, 3730443 req, miss ratio 0.4611, byte miss ratio 0.4611
tencentBlock.ns10897 S3FIFO-0.2000-1.9000 cache size      783, 3730443 req, miss ratio 0.2400, byte miss ratio 0.2400
tencentBlock.ns10897 S3FIFO-0.2000-1.9000 cache size     2351, 3730443 req, miss ratio 0.1842, byte miss ratio 0.1842
tencentBlock.ns10897 S3FIFO-0.2000-1.9000 cache size     7839, 3730443 req, miss ratio 0.1205, byte miss ratio 0.1205
