io_traces.ns704 S3FIFO-0.0100-0.9000 cache size      107, 2400000 req, miss ratio 0.5010, byte miss ratio 0.5010
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size      323, 2400000 req, miss ratio 0.4721, byte miss ratio 0.4721
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size     1077, 2400000 req, miss ratio 0.4320, byte miss ratio 0.4320
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size     3232, 2400000 req, miss ratio 0.3943, byte miss ratio 0.3943
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size    10773, 2400000 req, miss ratio 0.3092, byte miss ratio 0.3092
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size    21547, 2400000 req, miss ratio 0.2315, byte miss ratio 0.2315
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size    43094, 2400000 req, miss ratio 0.0772, byte miss ratio 0.0772
io_traces.ns704 S3FIFO-0.0100-0.9000 cache size    86189, 2400000 req, miss ratio 0.0463, byte miss ratio 0.0463
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size      107, 2400000 req, miss ratio 0.5169, byte miss ratio 0.5169
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size      323, 2400000 req, miss ratio 0.4702, byte miss ratio 0.4702
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size     1077, 2400000 req, miss ratio 0.4256, byte miss ratio 0.4256
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size     3232, 2400000 req, miss ratio 0.3920, byte miss ratio 0.3920
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size    10773, 2400000 req, miss ratio 0.3338, byte miss ratio 0.3338
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size    21547, 2400000 req, miss ratio 0.2420, byte miss ratio 0.2420
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size    43094, 2400000 req, miss ratio 0.0972, byte miss ratio 0.0972
io_traces.ns704 S3FIFO-0.2500-0.9000 cache size    86189, 2400000 req, miss ratio 0.0462, byte miss ratio 0.0462
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size      107, 2400000 req, miss ratio 0.6490, byte miss ratio 0.6490
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size      323, 2400000 req, miss ratio 0.5385, byte miss ratio 0.5385
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size     1077, 2400000 req, miss ratio 0.4689, byte miss ratio 0.4689
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size     3232, 2400000 req, miss ratio 0.4247, byte miss ratio 0.4247
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size    10773, 2400000 req, miss ratio 0.3648, byte miss ratio 0.3648
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size    21547, 2400000 req, miss ratio 0.2708, byte miss ratio 0.2708
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size    43094, 2400000 req, miss ratio 0.1274, byte miss ratio 0.1274
io_traces.ns704 S3FIFO-0.8500-0.9000 cache size    86189, 2400000 req, miss ratio 0.0555, byte miss ratio 0.0555
