cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size      184, 8201223 req, miss ratio 0.6331, byte miss ratio 0.6331
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size      554, 8201223 req, miss ratio 0.5251, byte miss ratio 0.5251
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size     1848, 8201223 req, miss ratio 0.3854, byte miss ratio 0.3854
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size     5546, 8201223 req, miss ratio 0.2482, byte miss ratio 0.2482
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size    18487, 8201223 req, miss ratio 0.1176, byte miss ratio 0.1176
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size    36974, 8201223 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size    73948, 8201223 req, miss ratio 0.0418, byte miss ratio 0.0418
cdn1_colo28.ns103 S3FIFO-0.7000-0.9000 cache size   147896, 8201223 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size      184, 8201223 req, miss ratio 0.6861, byte miss ratio 0.6861
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size      554, 8201223 req, miss ratio 0.5647, byte miss ratio 0.5647
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size     1848, 8201223 req, miss ratio 0.4117, byte miss ratio 0.4117
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size     5546, 8201223 req, miss ratio 0.2658, byte miss ratio 0.2658
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size    18487, 8201223 req, miss ratio 0.1307, byte miss ratio 0.1307
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size    36974, 8201223 req, miss ratio 0.0813, byte miss ratio 0.0813
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size    73948, 8201223 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_colo28.ns103 S3FIFO-0.9500-1.9000 cache size   147896, 8201223 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size      184, 8201223 req, miss ratio 0.5785, byte miss ratio 0.5785
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size      554, 8201223 req, miss ratio 0.4747, byte miss ratio 0.4747
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size     1848, 8201223 req, miss ratio 0.3401, byte miss ratio 0.3401
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size     5546, 8201223 req, miss ratio 0.2103, byte miss ratio 0.2103
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size    18487, 8201223 req, miss ratio 0.0984, byte miss ratio 0.0984
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size    36974, 8201223 req, miss ratio 0.0573, byte miss ratio 0.0573
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size    73948, 8201223 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns103 S3FIFO-0.0500-0.9000 cache size   147896, 8201223 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size      184, 8201223 req, miss ratio 0.6065, byte miss ratio 0.6065
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size      554, 8201223 req, miss ratio 0.5051, byte miss ratio 0.5051
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size     1848, 8201223 req, miss ratio 0.3673, byte miss ratio 0.3673
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size     5546, 8201223 req, miss ratio 0.2320, byte miss ratio 0.2320
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size    18487, 8201223 req, miss ratio 0.1078, byte miss ratio 0.1078
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size    36974, 8201223 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size    73948, 8201223 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_colo28.ns103 S3FIFO-0.4500-1.9000 cache size   147896, 8201223 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size      184, 8201223 req, miss ratio 0.6031, byte miss ratio 0.6031
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size      554, 8201223 req, miss ratio 0.5006, byte miss ratio 0.5006
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size     1848, 8201223 req, miss ratio 0.3640, byte miss ratio 0.3640
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size     5546, 8201223 req, miss ratio 0.2308, byte miss ratio 0.2308
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size    18487, 8201223 req, miss ratio 0.1078, byte miss ratio 0.1078
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size    36974, 8201223 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size    73948, 8201223 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_colo28.ns103 S3FIFO-0.4500-0.9000 cache size   147896, 8201223 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size      184, 8201223 req, miss ratio 0.5919, byte miss ratio 0.5919
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size      554, 8201223 req, miss ratio 0.4894, byte miss ratio 0.4894
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size     1848, 8201223 req, miss ratio 0.3542, byte miss ratio 0.3542
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size     5546, 8201223 req, miss ratio 0.2216, byte miss ratio 0.2216
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size    18487, 8201223 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size    36974, 8201223 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size    73948, 8201223 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_colo28.ns103 S3FIFO-0.3000-0.9000 cache size   147896, 8201223 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size      184, 8201223 req, miss ratio 0.5837, byte miss ratio 0.5837
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size      554, 8201223 req, miss ratio 0.4836, byte miss ratio 0.4836
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size     1848, 8201223 req, miss ratio 0.3490, byte miss ratio 0.3490
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size     5546, 8201223 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size    18487, 8201223 req, miss ratio 0.0997, byte miss ratio 0.0997
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size    36974, 8201223 req, miss ratio 0.0588, byte miss ratio 0.0588
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size    73948, 8201223 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_colo28.ns103 S3FIFO-0.1500-1.9000 cache size   147896, 8201223 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size      184, 8201223 req, miss ratio 0.6255, byte miss ratio 0.6255
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size      554, 8201223 req, miss ratio 0.5196, byte miss ratio 0.5196
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size     1848, 8201223 req, miss ratio 0.3805, byte miss ratio 0.3805
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size     5546, 8201223 req, miss ratio 0.2445, byte miss ratio 0.2445
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size    18487, 8201223 req, miss ratio 0.1153, byte miss ratio 0.1153
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size    36974, 8201223 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size    73948, 8201223 req, miss ratio 0.0409, byte miss ratio 0.0409
cdn1_colo28.ns103 S3FIFO-0.6500-0.9000 cache size   147896, 8201223 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size      184, 8201223 req, miss ratio 0.5762, byte miss ratio 0.5762
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size      554, 8201223 req, miss ratio 0.4737, byte miss ratio 0.4737
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size     1848, 8201223 req, miss ratio 0.3392, byte miss ratio 0.3392
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size     5546, 8201223 req, miss ratio 0.2104, byte miss ratio 0.2104
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size    18487, 8201223 req, miss ratio 0.0991, byte miss ratio 0.0991
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size    36974, 8201223 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size    73948, 8201223 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns103 S3FIFO-0.0100-0.9000 cache size   147896, 8201223 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns103 S3FIFO-0.8500-1.9000 cache size      184, 8201223 req, miss ratio 0.6668, byte miss ratio 0.6668
cdn1_colo28.ns103 S3FIFO-0.8500-1.9000 cache size      554, 8201223 req, miss ratio 0.5481, byte miss ratio 0.5481
cdn1_colo28.ns103 S3FIFO-0.8500-1.9000 cache size     1848, 8201223 req, miss ratio 0.4019, byte miss ratio 0.4019
cdn1_colo28.ns103 S3FIFO-0.8500-1.9000 cache size     5546, 8201223 req, miss ratio 0.2583, byte miss ratio 0.2583
cdn1_colo28.ns103 S3FIFO-0.8500-1.9000 cache size    18487, 8201223 req, miss ratio 0.1250, byte miss ratio 0.1250
