tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size       95, 1534163 req, miss ratio 0.4403, byte miss ratio 0.4403
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size      285, 1534163 req, miss ratio 0.3256, byte miss ratio 0.3256
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size      952, 1534163 req, miss ratio 0.2755, byte miss ratio 0.2755
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size     2856, 1534163 req, miss ratio 0.2702, byte miss ratio 0.2702
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size     9520, 1534163 req, miss ratio 0.2613, byte miss ratio 0.2613
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size    19040, 1534163 req, miss ratio 0.2580, byte miss ratio 0.2580
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size    38080, 1534163 req, miss ratio 0.1945, byte miss ratio 0.1945
tencentBlock.ns12785 S3FIFO-0.6500-1.9000 cache size    76160, 1534163 req, miss ratio 0.0826, byte miss ratio 0.0826
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size       95, 1534163 req, miss ratio 0.4068, byte miss ratio 0.4068
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size      285, 1534163 req, miss ratio 0.3012, byte miss ratio 0.3012
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size      952, 1534163 req, miss ratio 0.2739, byte miss ratio 0.2739
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size     2856, 1534163 req, miss ratio 0.2679, byte miss ratio 0.2679
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size     9520, 1534163 req, miss ratio 0.2598, byte miss ratio 0.2598
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size    19040, 1534163 req, miss ratio 0.2485, byte miss ratio 0.2485
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size    38080, 1534163 req, miss ratio 0.1873, byte miss ratio 0.1873
tencentBlock.ns12785 S3FIFO-0.1000-0.9000 cache size    76160, 1534163 req, miss ratio 0.0626, byte miss ratio 0.0626
tencentBlock.ns12785 S3FIFO-0.4500-0.9000 cache size       95, 1534163 req, miss ratio 0.4219, byte miss ratio 0.4219
