cdn1_allcolo.ns2507 S3FIFO-0.9000-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0100-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.2500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0500-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6000-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.7500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.3500-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size     1498, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size     1498, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size     4495, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0050-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size     1498, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0250-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8000-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size     1498, 1514403 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size     4495, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0010-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4000-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size     1498, 1514403 req, miss ratio 0.9898, byte miss ratio 0.9898
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.0100-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.8500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.6500-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.1000-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size    14985, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.4500-1.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size    44957, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 S3FIFO-0.9900-0.9000 cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 FIFO cache size     1498, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 FIFO cache size     4495, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 FIFO cache size    14985, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 FIFO cache size    44957, 1514403 req, miss ratio 0.9897, byte miss ratio 0.9897
cdn1_allcolo.ns2507 FIFO cache size   149859, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 FIFO cache size   299718, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 FIFO cache size   599437, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
cdn1_allcolo.ns2507 FIFO cache size  1198874, 1514403 req, miss ratio 0.9896, byte miss ratio 0.9896
