cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size      595, 1274195 req, miss ratio 0.8596, byte miss ratio 0.8596
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size     1786, 1274195 req, miss ratio 0.8202, byte miss ratio 0.8202
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size     5955, 1274195 req, miss ratio 0.7808, byte miss ratio 0.7808
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size    17865, 1274195 req, miss ratio 0.7280, byte miss ratio 0.7280
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size    59550, 1274195 req, miss ratio 0.6475, byte miss ratio 0.6475
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size   119100, 1274195 req, miss ratio 0.5798, byte miss ratio 0.5798
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size   238201, 1274195 req, miss ratio 0.5171, byte miss ratio 0.5171
cdn1_colo28.ns2104 S3FIFO-0.7500-0.9000 cache size   476403, 1274195 req, miss ratio 0.4718, byte miss ratio 0.4718
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size      595, 1274195 req, miss ratio 0.8354, byte miss ratio 0.8354
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size     1786, 1274195 req, miss ratio 0.8064, byte miss ratio 0.8064
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size     5955, 1274195 req, miss ratio 0.7622, byte miss ratio 0.7622
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size    17865, 1274195 req, miss ratio 0.7015, byte miss ratio 0.7015
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size    59550, 1274195 req, miss ratio 0.6044, byte miss ratio 0.6044
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size   119100, 1274195 req, miss ratio 0.5442, byte miss ratio 0.5442
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size   238201, 1274195 req, miss ratio 0.5003, byte miss ratio 0.5003
cdn1_colo28.ns2104 S3FIFO-0.3500-0.9000 cache size   476403, 1274195 req, miss ratio 0.4718, byte miss ratio 0.4718
cdn1_colo28.ns2104 S3FIFO-0.1500-1.9000 cache size      595, 1274195 req, miss ratio 0.8325, byte miss ratio 0.8325
cdn1_colo28.ns2104 S3FIFO-0.1500-1.9000 cache size     1786, 1274195 req, miss ratio 0.8035, byte miss ratio 0.8035
cdn1_colo28.ns2104 S3FIFO-0.1500-1.9000 cache size     5955, 1274195 req, miss ratio 0.7576, byte miss ratio 0.7576
