cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size        8, 5143250 req, miss ratio 0.4050, byte miss ratio 0.4050
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size       29, 5143250 req, miss ratio 0.3149, byte miss ratio 0.3149
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size       89, 5143250 req, miss ratio 0.0603, byte miss ratio 0.0603
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size      299, 5143250 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size      598, 5143250 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size     1196, 5143250 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns586 S3FIFO-0.5000-1.9000 cache size     2393, 5143250 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size        8, 5143250 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size       29, 5143250 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size       89, 5143250 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size      299, 5143250 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size      598, 5143250 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size     1196, 5143250 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns586 S3FIFO-0.0050-1.9000 cache size     2393, 5143250 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size        8, 5143250 req, miss ratio 0.4056, byte miss ratio 0.4056
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size       29, 5143250 req, miss ratio 0.3150, byte miss ratio 0.3150
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size       89, 5143250 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size      299, 5143250 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size      598, 5143250 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size     1196, 5143250 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns586 S3FIFO-0.6500-1.9000 cache size     2393, 5143250 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size        8, 5143250 req, miss ratio 0.4034, byte miss ratio 0.4034
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size       29, 5143250 req, miss ratio 0.3140, byte miss ratio 0.3140
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size       89, 5143250 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size      299, 5143250 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size      598, 5143250 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size     1196, 5143250 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns586 S3FIFO-0.3500-0.9000 cache size     2393, 5143250 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size        8, 5143250 req, miss ratio 0.4056, byte miss ratio 0.4056
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size       29, 5143250 req, miss ratio 0.3148, byte miss ratio 0.3148
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size       89, 5143250 req, miss ratio 0.0688, byte miss ratio 0.0688
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size      299, 5143250 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size      598, 5143250 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size     1196, 5143250 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns586 S3FIFO-0.7000-1.9000 cache size     2393, 5143250 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns586 S3FIFO-0.5000-0.9000 cache size        8, 5143250 req, miss ratio 0.4050, byte miss ratio 0.4050
cdn1_colo28.ns586 S3FIFO-0.5000-0.9000 cache size       29, 5143250 req, miss ratio 0.3149, byte miss ratio 0.3149
cdn1_colo28.ns586 S3FIFO-0.5000-0.9000 cache size       89, 5143250 req, miss ratio 0.0603, byte miss ratio 0.0603
cdn1_colo28.ns586 S3FIFO-0.5000-0.9000 cache size      299, 5143250 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns586 S3FIFO-0.5000-0.9000 cache size      598, 5143250 req, miss ratio 0.0024, byte miss ratio 0.0024
