cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size        9, 3426478 req, miss ratio 0.8189, byte miss ratio 0.8189
cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size       27, 3426478 req, miss ratio 0.6414, byte miss ratio 0.6414
cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size       90, 3426478 req, miss ratio 0.3153, byte miss ratio 0.3153
cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size      181, 3426478 req, miss ratio 0.1124, byte miss ratio 0.1124
cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size      363, 3426478 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns990 S3FIFO-0.6500-0.9000 cache size      726, 3426478 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size        9, 3426478 req, miss ratio 0.8614, byte miss ratio 0.8614
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size       27, 3426478 req, miss ratio 0.6866, byte miss ratio 0.6866
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size       90, 3426478 req, miss ratio 0.3409, byte miss ratio 0.3409
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size      181, 3426478 req, miss ratio 0.1321, byte miss ratio 0.1321
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size      363, 3426478 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns990 S3FIFO-0.9500-1.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size        9, 3426478 req, miss ratio 0.8567, byte miss ratio 0.8567
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size       27, 3426478 req, miss ratio 0.6901, byte miss ratio 0.6901
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size       90, 3426478 req, miss ratio 0.3471, byte miss ratio 0.3471
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size      181, 3426478 req, miss ratio 0.1329, byte miss ratio 0.1329
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size      363, 3426478 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns990 S3FIFO-0.9500-0.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size        9, 3426478 req, miss ratio 0.8152, byte miss ratio 0.8152
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size       27, 3426478 req, miss ratio 0.6293, byte miss ratio 0.6293
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size       90, 3426478 req, miss ratio 0.2983, byte miss ratio 0.2983
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size      181, 3426478 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size      363, 3426478 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns990 S3FIFO-0.5000-1.9000 cache size      726, 3426478 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size        9, 3426478 req, miss ratio 0.8614, byte miss ratio 0.8614
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size       27, 3426478 req, miss ratio 0.6841, byte miss ratio 0.6841
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size       90, 3426478 req, miss ratio 0.3375, byte miss ratio 0.3375
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size      181, 3426478 req, miss ratio 0.1288, byte miss ratio 0.1288
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size      363, 3426478 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns990 S3FIFO-0.9000-1.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size        9, 3426478 req, miss ratio 0.8567, byte miss ratio 0.8567
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size       27, 3426478 req, miss ratio 0.6858, byte miss ratio 0.6858
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size       90, 3426478 req, miss ratio 0.3432, byte miss ratio 0.3432
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size      181, 3426478 req, miss ratio 0.1294, byte miss ratio 0.1294
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size      363, 3426478 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns990 S3FIFO-0.9000-0.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size        9, 3426478 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size       27, 3426478 req, miss ratio 0.6771, byte miss ratio 0.6771
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size       90, 3426478 req, miss ratio 0.3321, byte miss ratio 0.3321
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size      181, 3426478 req, miss ratio 0.1252, byte miss ratio 0.1252
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size      363, 3426478 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_allcolo.ns990 S3FIFO-0.8500-1.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size        9, 3426478 req, miss ratio 0.8466, byte miss ratio 0.8466
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size       27, 3426478 req, miss ratio 0.6751, byte miss ratio 0.6751
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size       90, 3426478 req, miss ratio 0.3374, byte miss ratio 0.3374
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size      181, 3426478 req, miss ratio 0.1259, byte miss ratio 0.1259
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size      363, 3426478 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_allcolo.ns990 S3FIFO-0.8500-0.9000 cache size      726, 3426478 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size        9, 3426478 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size       27, 3426478 req, miss ratio 0.5404, byte miss ratio 0.5404
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size       90, 3426478 req, miss ratio 0.2509, byte miss ratio 0.2509
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size      181, 3426478 req, miss ratio 0.0791, byte miss ratio 0.0791
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size      363, 3426478 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns990 S3FIFO-0.0500-0.9000 cache size      726, 3426478 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size        9, 3426478 req, miss ratio 0.8005, byte miss ratio 0.8005
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size       27, 3426478 req, miss ratio 0.6060, byte miss ratio 0.6060
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size       90, 3426478 req, miss ratio 0.2836, byte miss ratio 0.2836
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size      181, 3426478 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size      363, 3426478 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns990 S3FIFO-0.3500-1.9000 cache size      726, 3426478 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size        9, 3426478 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size       27, 3426478 req, miss ratio 0.5459, byte miss ratio 0.5459
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size       90, 3426478 req, miss ratio 0.2568, byte miss ratio 0.2568
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size      181, 3426478 req, miss ratio 0.0820, byte miss ratio 0.0820
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size      363, 3426478 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns990 S3FIFO-0.1000-0.9000 cache size      726, 3426478 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size        9, 3426478 req, miss ratio 0.8152, byte miss ratio 0.8152
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size       27, 3426478 req, miss ratio 0.6235, byte miss ratio 0.6235
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size       90, 3426478 req, miss ratio 0.2930, byte miss ratio 0.2930
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size      181, 3426478 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size      363, 3426478 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns990 S3FIFO-0.4500-1.9000 cache size      726, 3426478 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size        9, 3426478 req, miss ratio 0.8294, byte miss ratio 0.8294
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size       27, 3426478 req, miss ratio 0.6524, byte miss ratio 0.6524
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size       90, 3426478 req, miss ratio 0.3120, byte miss ratio 0.3120
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size      181, 3426478 req, miss ratio 0.1119, byte miss ratio 0.1119
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size      363, 3426478 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns990 S3FIFO-0.6500-1.9000 cache size      726, 3426478 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns990 S3FIFO-0.0250-1.9000 cache size        9, 3426478 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns990 S3FIFO-0.0250-1.9000 cache size       27, 3426478 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns990 S3FIFO-0.0250-1.9000 cache size       90, 3426478 req, miss ratio 0.2559, byte miss ratio 0.2559
