cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size       14, 2367277 req, miss ratio 0.5329, byte miss ratio 0.5329
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size       42, 2367277 req, miss ratio 0.3471, byte miss ratio 0.3471
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size      140, 2367277 req, miss ratio 0.1789, byte miss ratio 0.1789
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size      422, 2367277 req, miss ratio 0.0835, byte miss ratio 0.0835
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size     1408, 2367277 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size     2817, 2367277 req, miss ratio 0.0211, byte miss ratio 0.0211
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size     5635, 2367277 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns14 S3FIFO-0.4000-0.9000 cache size    11270, 2367277 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size       14, 2367277 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size       42, 2367277 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size      140, 2367277 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size      422, 2367277 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size     1408, 2367277 req, miss ratio 0.0324, byte miss ratio 0.0324
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size     2817, 2367277 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size     5635, 2367277 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns14 S3FIFO-0.0050-1.9000 cache size    11270, 2367277 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size       14, 2367277 req, miss ratio 0.5674, byte miss ratio 0.5674
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size       42, 2367277 req, miss ratio 0.3873, byte miss ratio 0.3873
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size      140, 2367277 req, miss ratio 0.1992, byte miss ratio 0.1992
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size      422, 2367277 req, miss ratio 0.0936, byte miss ratio 0.0936
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size     1408, 2367277 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size     2817, 2367277 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size     5635, 2367277 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_colo28.ns14 S3FIFO-0.6000-1.9000 cache size    11270, 2367277 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size       14, 2367277 req, miss ratio 0.5405, byte miss ratio 0.5405
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size       42, 2367277 req, miss ratio 0.3549, byte miss ratio 0.3549
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size      140, 2367277 req, miss ratio 0.1819, byte miss ratio 0.1819
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size      422, 2367277 req, miss ratio 0.0847, byte miss ratio 0.0847
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size     1408, 2367277 req, miss ratio 0.0361, byte miss ratio 0.0361
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size     2817, 2367277 req, miss ratio 0.0211, byte miss ratio 0.0211
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size     5635, 2367277 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns14 S3FIFO-0.4000-1.9000 cache size    11270, 2367277 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size       14, 2367277 req, miss ratio 0.6290, byte miss ratio 0.6290
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size       42, 2367277 req, miss ratio 0.4394, byte miss ratio 0.4394
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size      140, 2367277 req, miss ratio 0.2407, byte miss ratio 0.2407
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size      422, 2367277 req, miss ratio 0.1163, byte miss ratio 0.1163
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size     1408, 2367277 req, miss ratio 0.0481, byte miss ratio 0.0481
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size     2817, 2367277 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size     5635, 2367277 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_colo28.ns14 S3FIFO-0.9500-0.9000 cache size    11270, 2367277 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size       14, 2367277 req, miss ratio 0.5593, byte miss ratio 0.5593
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size       42, 2367277 req, miss ratio 0.3821, byte miss ratio 0.3821
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size      140, 2367277 req, miss ratio 0.1982, byte miss ratio 0.1982
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size      422, 2367277 req, miss ratio 0.0936, byte miss ratio 0.0936
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size     1408, 2367277 req, miss ratio 0.0392, byte miss ratio 0.0392
cdn1_colo28.ns14 S3FIFO-0.6000-0.9000 cache size     2817, 2367277 req, miss ratio 0.0228, byte miss ratio 0.0228
