io_traces.ns395 S3FIFO-0.2000-0.9000 cache size     1239, 11800000 req, miss ratio 0.5284, byte miss ratio 0.5284
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size     3717, 11800000 req, miss ratio 0.4511, byte miss ratio 0.4511
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size    12390, 11800000 req, miss ratio 0.3206, byte miss ratio 0.3206
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size    37172, 11800000 req, miss ratio 0.2355, byte miss ratio 0.2355
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size   123908, 11800000 req, miss ratio 0.1594, byte miss ratio 0.1594
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size   247817, 11800000 req, miss ratio 0.1329, byte miss ratio 0.1329
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size   495634, 11800000 req, miss ratio 0.1147, byte miss ratio 0.1147
io_traces.ns395 S3FIFO-0.2000-0.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size     1239, 11800000 req, miss ratio 0.5270, byte miss ratio 0.5270
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size     3717, 11800000 req, miss ratio 0.4459, byte miss ratio 0.4459
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size    12390, 11800000 req, miss ratio 0.3325, byte miss ratio 0.3325
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size    37172, 11800000 req, miss ratio 0.2887, byte miss ratio 0.2887
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size   123908, 11800000 req, miss ratio 0.1680, byte miss ratio 0.1680
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size   247817, 11800000 req, miss ratio 0.1347, byte miss ratio 0.1347
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size   495634, 11800000 req, miss ratio 0.1171, byte miss ratio 0.1171
io_traces.ns395 S3FIFO-0.0500-0.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size     1239, 11800000 req, miss ratio 0.5720, byte miss ratio 0.5720
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size     3717, 11800000 req, miss ratio 0.5300, byte miss ratio 0.5300
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size    12390, 11800000 req, miss ratio 0.3021, byte miss ratio 0.3021
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size    37172, 11800000 req, miss ratio 0.2305, byte miss ratio 0.2305
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size   123908, 11800000 req, miss ratio 0.1760, byte miss ratio 0.1760
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size   247817, 11800000 req, miss ratio 0.1406, byte miss ratio 0.1406
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size   495634, 11800000 req, miss ratio 0.1155, byte miss ratio 0.1155
io_traces.ns395 S3FIFO-0.8000-0.9000 cache size   991268, 11800000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size     1239, 11800000 req, miss ratio 0.5253, byte miss ratio 0.5253
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size     3717, 11800000 req, miss ratio 0.4508, byte miss ratio 0.4508
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size    12390, 11800000 req, miss ratio 0.3339, byte miss ratio 0.3339
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size    37172, 11800000 req, miss ratio 0.2973, byte miss ratio 0.2973
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size   123908, 11800000 req, miss ratio 0.2264, byte miss ratio 0.2264
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size   247817, 11800000 req, miss ratio 0.1711, byte miss ratio 0.1711
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size   495634, 11800000 req, miss ratio 0.1252, byte miss ratio 0.1252
io_traces.ns395 S3FIFO-0.0050-1.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size     1239, 11800000 req, miss ratio 0.5275, byte miss ratio 0.5275
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size     3717, 11800000 req, miss ratio 0.4694, byte miss ratio 0.4694
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size    12390, 11800000 req, miss ratio 0.3168, byte miss ratio 0.3168
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size    37172, 11800000 req, miss ratio 0.2339, byte miss ratio 0.2339
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size   123908, 11800000 req, miss ratio 0.1604, byte miss ratio 0.1604
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size   247817, 11800000 req, miss ratio 0.1330, byte miss ratio 0.1330
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size   495634, 11800000 req, miss ratio 0.1147, byte miss ratio 0.1147
io_traces.ns395 S3FIFO-0.2000-1.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size     1239, 11800000 req, miss ratio 0.5252, byte miss ratio 0.5252
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size     3717, 11800000 req, miss ratio 0.4492, byte miss ratio 0.4492
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size    12390, 11800000 req, miss ratio 0.3312, byte miss ratio 0.3312
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size    37172, 11800000 req, miss ratio 0.2971, byte miss ratio 0.2971
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size   123908, 11800000 req, miss ratio 0.2176, byte miss ratio 0.2176
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size   247817, 11800000 req, miss ratio 0.1515, byte miss ratio 0.1515
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size   495634, 11800000 req, miss ratio 0.1197, byte miss ratio 0.1197
io_traces.ns395 S3FIFO-0.0100-1.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size     1239, 11800000 req, miss ratio 0.6258, byte miss ratio 0.6258
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size     3717, 11800000 req, miss ratio 0.5386, byte miss ratio 0.5386
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size    12390, 11800000 req, miss ratio 0.3198, byte miss ratio 0.3198
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size    37172, 11800000 req, miss ratio 0.2400, byte miss ratio 0.2400
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size   123908, 11800000 req, miss ratio 0.1863, byte miss ratio 0.1863
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size   247817, 11800000 req, miss ratio 0.1460, byte miss ratio 0.1460
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size   495634, 11800000 req, miss ratio 0.1205, byte miss ratio 0.1205
io_traces.ns395 S3FIFO-0.9900-1.9000 cache size   991268, 11800000 req, miss ratio 0.1087, byte miss ratio 0.1087
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size     1239, 11800000 req, miss ratio 0.5553, byte miss ratio 0.5553
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size     3717, 11800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size    12390, 11800000 req, miss ratio 0.2805, byte miss ratio 0.2805
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size    37172, 11800000 req, miss ratio 0.2286, byte miss ratio 0.2286
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size   123908, 11800000 req, miss ratio 0.1693, byte miss ratio 0.1693
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size   247817, 11800000 req, miss ratio 0.1332, byte miss ratio 0.1332
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size   495634, 11800000 req, miss ratio 0.1126, byte miss ratio 0.1126
io_traces.ns395 S3FIFO-0.5500-0.9000 cache size   991268, 11800000 req, miss ratio 0.1052, byte miss ratio 0.1052
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size     1239, 11800000 req, miss ratio 0.5253, byte miss ratio 0.5253
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size     3717, 11800000 req, miss ratio 0.4470, byte miss ratio 0.4470
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size    12390, 11800000 req, miss ratio 0.3311, byte miss ratio 0.3311
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size    37172, 11800000 req, miss ratio 0.2825, byte miss ratio 0.2825
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size   123908, 11800000 req, miss ratio 0.1685, byte miss ratio 0.1685
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size   247817, 11800000 req, miss ratio 0.1347, byte miss ratio 0.1347
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size   495634, 11800000 req, miss ratio 0.1171, byte miss ratio 0.1171
io_traces.ns395 S3FIFO-0.0500-1.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size     1239, 11800000 req, miss ratio 0.5302, byte miss ratio 0.5302
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size     3717, 11800000 req, miss ratio 0.4623, byte miss ratio 0.4623
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size    12390, 11800000 req, miss ratio 0.3423, byte miss ratio 0.3423
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size    37172, 11800000 req, miss ratio 0.3044, byte miss ratio 0.3044
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size   123908, 11800000 req, miss ratio 0.2288, byte miss ratio 0.2288
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size   247817, 11800000 req, miss ratio 0.1837, byte miss ratio 0.1837
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size   495634, 11800000 req, miss ratio 0.1441, byte miss ratio 0.1441
io_traces.ns395 S3FIFO-0.0010-0.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size     1239, 11800000 req, miss ratio 0.5310, byte miss ratio 0.5310
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size     3717, 11800000 req, miss ratio 0.4773, byte miss ratio 0.4773
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size    12390, 11800000 req, miss ratio 0.3065, byte miss ratio 0.3065
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size    37172, 11800000 req, miss ratio 0.2319, byte miss ratio 0.2319
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size   123908, 11800000 req, miss ratio 0.1615, byte miss ratio 0.1615
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size   247817, 11800000 req, miss ratio 0.1334, byte miss ratio 0.1334
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size   495634, 11800000 req, miss ratio 0.1131, byte miss ratio 0.1131
io_traces.ns395 S3FIFO-0.2500-1.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size     1239, 11800000 req, miss ratio 0.5436, byte miss ratio 0.5436
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size     3717, 11800000 req, miss ratio 0.4806, byte miss ratio 0.4806
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size    12390, 11800000 req, miss ratio 0.2861, byte miss ratio 0.2861
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size    37172, 11800000 req, miss ratio 0.2297, byte miss ratio 0.2297
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size   123908, 11800000 req, miss ratio 0.1660, byte miss ratio 0.1660
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size   247817, 11800000 req, miss ratio 0.1340, byte miss ratio 0.1340
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size   495634, 11800000 req, miss ratio 0.1123, byte miss ratio 0.1123
io_traces.ns395 S3FIFO-0.4000-0.9000 cache size   991268, 11800000 req, miss ratio 0.1052, byte miss ratio 0.1052
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size     1239, 11800000 req, miss ratio 0.5238, byte miss ratio 0.5238
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size     3717, 11800000 req, miss ratio 0.4447, byte miss ratio 0.4447
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size    12390, 11800000 req, miss ratio 0.3319, byte miss ratio 0.3319
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size    37172, 11800000 req, miss ratio 0.2553, byte miss ratio 0.2553
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size   123908, 11800000 req, miss ratio 0.1606, byte miss ratio 0.1606
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size   247817, 11800000 req, miss ratio 0.1342, byte miss ratio 0.1342
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size   495634, 11800000 req, miss ratio 0.1162, byte miss ratio 0.1162
io_traces.ns395 S3FIFO-0.1000-0.9000 cache size   991268, 11800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size     1239, 11800000 req, miss ratio 0.5273, byte miss ratio 0.5273
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size     3717, 11800000 req, miss ratio 0.4607, byte miss ratio 0.4607
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size    12390, 11800000 req, miss ratio 0.3358, byte miss ratio 0.3358
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size    37172, 11800000 req, miss ratio 0.3004, byte miss ratio 0.3004
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size   123908, 11800000 req, miss ratio 0.2271, byte miss ratio 0.2271
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size   247817, 11800000 req, miss ratio 0.1711, byte miss ratio 0.1711
io_traces.ns395 S3FIFO-0.0050-0.9000 cache size   495634, 11800000 req, miss ratio 0.1252, byte miss ratio 0.1252
