cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size       23, 2308131 req, miss ratio 0.9593, byte miss ratio 0.9593
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size       71, 2308131 req, miss ratio 0.8559, byte miss ratio 0.8559
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size      237, 2308131 req, miss ratio 0.6163, byte miss ratio 0.6163
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size      713, 2308131 req, miss ratio 0.4322, byte miss ratio 0.4322
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size     2377, 2308131 req, miss ratio 0.2303, byte miss ratio 0.2303
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size     4754, 2308131 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size     9509, 2308131 req, miss ratio 0.0511, byte miss ratio 0.0511
cdn1_colo28.ns3047 S3FIFO-0.8500-1.9000 cache size    19019, 2308131 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size       23, 2308131 req, miss ratio 0.9163, byte miss ratio 0.9163
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size       71, 2308131 req, miss ratio 0.7608, byte miss ratio 0.7608
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size      237, 2308131 req, miss ratio 0.5319, byte miss ratio 0.5319
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size      713, 2308131 req, miss ratio 0.3846, byte miss ratio 0.3846
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size     2377, 2308131 req, miss ratio 0.2072, byte miss ratio 0.2072
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size     4754, 2308131 req, miss ratio 0.1116, byte miss ratio 0.1116
cdn1_colo28.ns3047 S3FIFO-0.5500-0.9000 cache size     9509, 2308131 req, miss ratio 0.0424, byte miss ratio 0.0424
