cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size      369, 3869160 req, miss ratio 0.3397, byte miss ratio 0.3397
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size     1107, 3869160 req, miss ratio 0.3273, byte miss ratio 0.3273
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size     3690, 3869160 req, miss ratio 0.2979, byte miss ratio 0.2979
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size    11072, 3869160 req, miss ratio 0.2300, byte miss ratio 0.2300
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size    36909, 3869160 req, miss ratio 0.1179, byte miss ratio 0.1179
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size    73818, 3869160 req, miss ratio 0.0984, byte miss ratio 0.0984
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size   147636, 3869160 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_allcolo.ns1171 S3FIFO-0.4500-1.9000 cache size   295272, 3869160 req, miss ratio 0.0972, byte miss ratio 0.0972
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size      369, 3869160 req, miss ratio 0.3416, byte miss ratio 0.3416
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size     1107, 3869160 req, miss ratio 0.3283, byte miss ratio 0.3283
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size     3690, 3869160 req, miss ratio 0.2996, byte miss ratio 0.2996
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size    11072, 3869160 req, miss ratio 0.2373, byte miss ratio 0.2373
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size    36909, 3869160 req, miss ratio 0.1360, byte miss ratio 0.1360
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size    73818, 3869160 req, miss ratio 0.1048, byte miss ratio 0.1048
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size   147636, 3869160 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_allcolo.ns1171 S3FIFO-0.7000-1.9000 cache size   295272, 3869160 req, miss ratio 0.0972, byte miss ratio 0.0972
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size      369, 3869160 req, miss ratio 0.3484, byte miss ratio 0.3484
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size     1107, 3869160 req, miss ratio 0.3299, byte miss ratio 0.3299
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size     3690, 3869160 req, miss ratio 0.3007, byte miss ratio 0.3007
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size    11072, 3869160 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size    36909, 3869160 req, miss ratio 0.1484, byte miss ratio 0.1484
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size    73818, 3869160 req, miss ratio 0.1169, byte miss ratio 0.1169
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size   147636, 3869160 req, miss ratio 0.1025, byte miss ratio 0.1025
cdn1_allcolo.ns1171 S3FIFO-0.9000-1.9000 cache size   295272, 3869160 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size      369, 3869160 req, miss ratio 0.3483, byte miss ratio 0.3483
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size     1107, 3869160 req, miss ratio 0.3298, byte miss ratio 0.3298
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size     3690, 3869160 req, miss ratio 0.3007, byte miss ratio 0.3007
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size    11072, 3869160 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size    36909, 3869160 req, miss ratio 0.1484, byte miss ratio 0.1484
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size    73818, 3869160 req, miss ratio 0.1169, byte miss ratio 0.1169
cdn1_allcolo.ns1171 S3FIFO-0.9000-0.9000 cache size   147636, 3869160 req, miss ratio 0.1025, byte miss ratio 0.1025
