io_traces.ns663 S3FIFO-0.9900-0.9000 cache size     1609, 22200000 req, miss ratio 0.3934, byte miss ratio 0.3934
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size     4827, 22200000 req, miss ratio 0.2647, byte miss ratio 0.2647
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size    16091, 22200000 req, miss ratio 0.1804, byte miss ratio 0.1804
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size    48273, 22200000 req, miss ratio 0.1221, byte miss ratio 0.1221
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size   160911, 22200000 req, miss ratio 0.0942, byte miss ratio 0.0942
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size   321822, 22200000 req, miss ratio 0.0857, byte miss ratio 0.0857
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size   643644, 22200000 req, miss ratio 0.0805, byte miss ratio 0.0805
io_traces.ns663 S3FIFO-0.9900-0.9000 cache size  1287288, 22200000 req, miss ratio 0.0780, byte miss ratio 0.0780
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size     1609, 22200000 req, miss ratio 0.2584, byte miss ratio 0.2584
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size     4827, 22200000 req, miss ratio 0.2192, byte miss ratio 0.2192
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size    16091, 22200000 req, miss ratio 0.1665, byte miss ratio 0.1665
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size    48273, 22200000 req, miss ratio 0.1280, byte miss ratio 0.1280
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size   160911, 22200000 req, miss ratio 0.0817, byte miss ratio 0.0817
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size   321822, 22200000 req, miss ratio 0.0797, byte miss ratio 0.0797
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size   643644, 22200000 req, miss ratio 0.0785, byte miss ratio 0.0785
io_traces.ns663 S3FIFO-0.1500-1.9000 cache size  1287288, 22200000 req, miss ratio 0.0734, byte miss ratio 0.0734
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size     1609, 22200000 req, miss ratio 0.2866, byte miss ratio 0.2866
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size     4827, 22200000 req, miss ratio 0.2203, byte miss ratio 0.2203
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size    16091, 22200000 req, miss ratio 0.1663, byte miss ratio 0.1663
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size    48273, 22200000 req, miss ratio 0.1199, byte miss ratio 0.1199
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size   160911, 22200000 req, miss ratio 0.0813, byte miss ratio 0.0813
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size   321822, 22200000 req, miss ratio 0.0796, byte miss ratio 0.0796
io_traces.ns663 S3FIFO-0.3500-1.9000 cache size   643644, 22200000 req, miss ratio 0.0781, byte miss ratio 0.0781
