io_traces.ns389 S3FIFO-0.8500-1.9000 cache size      159, 2400000 req, miss ratio 0.4989, byte miss ratio 0.4989
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size      479, 2400000 req, miss ratio 0.4840, byte miss ratio 0.4840
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size     1599, 2400000 req, miss ratio 0.4805, byte miss ratio 0.4805
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size     4797, 2400000 req, miss ratio 0.4617, byte miss ratio 0.4617
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size    15990, 2400000 req, miss ratio 0.3938, byte miss ratio 0.3938
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size    31980, 2400000 req, miss ratio 0.3053, byte miss ratio 0.3053
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size    63961, 2400000 req, miss ratio 0.1704, byte miss ratio 0.1704
io_traces.ns389 S3FIFO-0.8500-1.9000 cache size   127923, 2400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size      159, 2400000 req, miss ratio 0.5305, byte miss ratio 0.5305
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size      479, 2400000 req, miss ratio 0.4899, byte miss ratio 0.4899
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size     1599, 2400000 req, miss ratio 0.4818, byte miss ratio 0.4818
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size     4797, 2400000 req, miss ratio 0.4631, byte miss ratio 0.4631
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size    15990, 2400000 req, miss ratio 0.3936, byte miss ratio 0.3936
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size    31980, 2400000 req, miss ratio 0.3023, byte miss ratio 0.3023
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size    63961, 2400000 req, miss ratio 0.1721, byte miss ratio 0.1721
io_traces.ns389 S3FIFO-0.9500-1.9000 cache size   127923, 2400000 req, miss ratio 0.0829, byte miss ratio 0.0829
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size      159, 2400000 req, miss ratio 0.5421, byte miss ratio 0.5421
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size      479, 2400000 req, miss ratio 0.5023, byte miss ratio 0.5023
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size     1599, 2400000 req, miss ratio 0.4855, byte miss ratio 0.4855
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size     4797, 2400000 req, miss ratio 0.4642, byte miss ratio 0.4642
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size    15990, 2400000 req, miss ratio 0.3935, byte miss ratio 0.3935
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size    31980, 2400000 req, miss ratio 0.3004, byte miss ratio 0.3004
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size    63961, 2400000 req, miss ratio 0.1713, byte miss ratio 0.1713
io_traces.ns389 S3FIFO-0.9900-1.9000 cache size   127923, 2400000 req, miss ratio 0.0840, byte miss ratio 0.0840
io_traces.ns389 S3FIFO-0.9900-0.9000 cache size      159, 2400000 req, miss ratio 0.5420, byte miss ratio 0.5420
io_traces.ns389 S3FIFO-0.9900-0.9000 cache size      479, 2400000 req, miss ratio 0.5022, byte miss ratio 0.5022
io_traces.ns389 S3FIFO-0.9900-0.9000 cache size     1599, 2400000 req, miss ratio 0.4854, byte miss ratio 0.4854
io_traces.ns389 S3FIFO-0.9900-0.9000 cache size     4797, 2400000 req, miss ratio 0.4662, byte miss ratio 0.4662
io_traces.ns389 S3FIFO-0.9900-0.9000 cache size    15990, 2400000 req, miss ratio 0.3917, byte miss ratio 0.3917
