cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size      476, 2137495 req, miss ratio 0.3351, byte miss ratio 0.3351
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size     1429, 2137495 req, miss ratio 0.3324, byte miss ratio 0.3324
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size     4764, 2137495 req, miss ratio 0.3295, byte miss ratio 0.3295
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size    14292, 2137495 req, miss ratio 0.3244, byte miss ratio 0.3244
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size    47643, 2137495 req, miss ratio 0.2983, byte miss ratio 0.2983
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size    95286, 2137495 req, miss ratio 0.2590, byte miss ratio 0.2590
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size   190573, 2137495 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_colo28.ns3004 S3FIFO-0.2500-0.9000 cache size   381146, 2137495 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size      476, 2137495 req, miss ratio 0.3358, byte miss ratio 0.3358
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size     1429, 2137495 req, miss ratio 0.3327, byte miss ratio 0.3327
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size     4764, 2137495 req, miss ratio 0.3297, byte miss ratio 0.3297
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size    14292, 2137495 req, miss ratio 0.3248, byte miss ratio 0.3248
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size    47643, 2137495 req, miss ratio 0.3007, byte miss ratio 0.3007
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size    95286, 2137495 req, miss ratio 0.2632, byte miss ratio 0.2632
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size   190573, 2137495 req, miss ratio 0.2397, byte miss ratio 0.2397
cdn1_colo28.ns3004 S3FIFO-0.4500-0.9000 cache size   381146, 2137495 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size      476, 2137495 req, miss ratio 0.3356, byte miss ratio 0.3356
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size     1429, 2137495 req, miss ratio 0.3326, byte miss ratio 0.3326
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size     4764, 2137495 req, miss ratio 0.3296, byte miss ratio 0.3296
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size    14292, 2137495 req, miss ratio 0.3247, byte miss ratio 0.3247
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size    47643, 2137495 req, miss ratio 0.3002, byte miss ratio 0.3002
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size    95286, 2137495 req, miss ratio 0.2621, byte miss ratio 0.2621
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size   190573, 2137495 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_colo28.ns3004 S3FIFO-0.4000-0.9000 cache size   381146, 2137495 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_colo28.ns3004 S3FIFO-0.5000-0.9000 cache size      476, 2137495 req, miss ratio 0.3360, byte miss ratio 0.3360
cdn1_colo28.ns3004 S3FIFO-0.5000-0.9000 cache size     1429, 2137495 req, miss ratio 0.3328, byte miss ratio 0.3328
cdn1_colo28.ns3004 S3FIFO-0.5000-0.9000 cache size     4764, 2137495 req, miss ratio 0.3297, byte miss ratio 0.3297
cdn1_colo28.ns3004 S3FIFO-0.5000-0.9000 cache size    14292, 2137495 req, miss ratio 0.3248, byte miss ratio 0.3248
