io_traces.ns624 S3FIFO-0.2500-1.9000 cache size      184, 2600000 req, miss ratio 0.7198, byte miss ratio 0.7198
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size      553, 2600000 req, miss ratio 0.6994, byte miss ratio 0.6994
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size     1843, 2600000 req, miss ratio 0.6330, byte miss ratio 0.6330
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size     5530, 2600000 req, miss ratio 0.5515, byte miss ratio 0.5515
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size    18435, 2600000 req, miss ratio 0.4026, byte miss ratio 0.4026
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size    36871, 2600000 req, miss ratio 0.2734, byte miss ratio 0.2734
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size    73743, 2600000 req, miss ratio 0.1093, byte miss ratio 0.1093
io_traces.ns624 S3FIFO-0.2500-1.9000 cache size   147486, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size      184, 2600000 req, miss ratio 0.8389, byte miss ratio 0.8389
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size      553, 2600000 req, miss ratio 0.7701, byte miss ratio 0.7701
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size     1843, 2600000 req, miss ratio 0.7191, byte miss ratio 0.7191
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size     5530, 2600000 req, miss ratio 0.6589, byte miss ratio 0.6589
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size    18435, 2600000 req, miss ratio 0.4154, byte miss ratio 0.4154
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size    36871, 2600000 req, miss ratio 0.2936, byte miss ratio 0.2936
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size    73743, 2600000 req, miss ratio 0.1393, byte miss ratio 0.1393
io_traces.ns624 S3FIFO-0.9500-1.9000 cache size   147486, 2600000 req, miss ratio 0.0832, byte miss ratio 0.0832
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size      184, 2600000 req, miss ratio 0.7332, byte miss ratio 0.7332
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size      553, 2600000 req, miss ratio 0.6964, byte miss ratio 0.6964
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size     1843, 2600000 req, miss ratio 0.6295, byte miss ratio 0.6295
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size     5530, 2600000 req, miss ratio 0.5221, byte miss ratio 0.5221
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size    18435, 2600000 req, miss ratio 0.3928, byte miss ratio 0.3928
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size    36871, 2600000 req, miss ratio 0.2811, byte miss ratio 0.2811
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size    73743, 2600000 req, miss ratio 0.1077, byte miss ratio 0.1077
io_traces.ns624 S3FIFO-0.0250-0.9000 cache size   147486, 2600000 req, miss ratio 0.0729, byte miss ratio 0.0729
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size      184, 2600000 req, miss ratio 0.7266, byte miss ratio 0.7266
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size      553, 2600000 req, miss ratio 0.7044, byte miss ratio 0.7044
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size     1843, 2600000 req, miss ratio 0.6505, byte miss ratio 0.6505
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size     5530, 2600000 req, miss ratio 0.5840, byte miss ratio 0.5840
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size    18435, 2600000 req, miss ratio 0.3997, byte miss ratio 0.3997
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size    36871, 2600000 req, miss ratio 0.2720, byte miss ratio 0.2720
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size    73743, 2600000 req, miss ratio 0.1148, byte miss ratio 0.1148
io_traces.ns624 S3FIFO-0.4000-1.9000 cache size   147486, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size      184, 2600000 req, miss ratio 0.7195, byte miss ratio 0.7195
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size      553, 2600000 req, miss ratio 0.6950, byte miss ratio 0.6950
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size     1843, 2600000 req, miss ratio 0.6205, byte miss ratio 0.6205
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size     5530, 2600000 req, miss ratio 0.5269, byte miss ratio 0.5269
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size    18435, 2600000 req, miss ratio 0.4037, byte miss ratio 0.4037
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size    36871, 2600000 req, miss ratio 0.2778, byte miss ratio 0.2778
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size    73743, 2600000 req, miss ratio 0.1027, byte miss ratio 0.1027
io_traces.ns624 S3FIFO-0.1000-1.9000 cache size   147486, 2600000 req, miss ratio 0.0728, byte miss ratio 0.0728
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size      184, 2600000 req, miss ratio 0.7197, byte miss ratio 0.7197
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size      553, 2600000 req, miss ratio 0.6940, byte miss ratio 0.6940
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size     1843, 2600000 req, miss ratio 0.6168, byte miss ratio 0.6168
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size     5530, 2600000 req, miss ratio 0.5195, byte miss ratio 0.5195
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size    18435, 2600000 req, miss ratio 0.3953, byte miss ratio 0.3953
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size    36871, 2600000 req, miss ratio 0.2809, byte miss ratio 0.2809
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size    73743, 2600000 req, miss ratio 0.1041, byte miss ratio 0.1041
io_traces.ns624 S3FIFO-0.0500-1.9000 cache size   147486, 2600000 req, miss ratio 0.0729, byte miss ratio 0.0729
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size      184, 2600000 req, miss ratio 0.7371, byte miss ratio 0.7371
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size      553, 2600000 req, miss ratio 0.7080, byte miss ratio 0.7080
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size     1843, 2600000 req, miss ratio 0.6596, byte miss ratio 0.6596
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size     5530, 2600000 req, miss ratio 0.5850, byte miss ratio 0.5850
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size    18435, 2600000 req, miss ratio 0.4017, byte miss ratio 0.4017
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size    36871, 2600000 req, miss ratio 0.2683, byte miss ratio 0.2683
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size    73743, 2600000 req, miss ratio 0.1197, byte miss ratio 0.1197
io_traces.ns624 S3FIFO-0.5000-0.9000 cache size   147486, 2600000 req, miss ratio 0.0727, byte miss ratio 0.0727
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size      184, 2600000 req, miss ratio 0.7347, byte miss ratio 0.7347
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size      553, 2600000 req, miss ratio 0.7065, byte miss ratio 0.7065
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size     1843, 2600000 req, miss ratio 0.6543, byte miss ratio 0.6543
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size     5530, 2600000 req, miss ratio 0.5727, byte miss ratio 0.5727
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size    18435, 2600000 req, miss ratio 0.4003, byte miss ratio 0.4003
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size    36871, 2600000 req, miss ratio 0.2695, byte miss ratio 0.2695
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size    73743, 2600000 req, miss ratio 0.1168, byte miss ratio 0.1168
io_traces.ns624 S3FIFO-0.4500-0.9000 cache size   147486, 2600000 req, miss ratio 0.0726, byte miss ratio 0.0726
io_traces.ns624 S3FIFO-0.9500-0.9000 cache size      184, 2600000 req, miss ratio 0.8315, byte miss ratio 0.8315
io_traces.ns624 S3FIFO-0.9500-0.9000 cache size      553, 2600000 req, miss ratio 0.7686, byte miss ratio 0.7686
io_traces.ns624 S3FIFO-0.9500-0.9000 cache size     1843, 2600000 req, miss ratio 0.7162, byte miss ratio 0.7162
io_traces.ns624 S3FIFO-0.9500-0.9000 cache size     5530, 2600000 req, miss ratio 0.6681, byte miss ratio 0.6681
