cdn1_allcolo.ns2232 S3FIFO-0.9900-0.9000 cache size        7, 1825538 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns2232 S3FIFO-0.9900-0.9000 cache size       26, 1825538 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns2232 S3FIFO-0.9900-0.9000 cache size       53, 1825538 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns2232 S3FIFO-0.9900-0.9000 cache size      106, 1825538 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2232 S3FIFO-0.9900-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.9000-0.9000 cache size        7, 1825538 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns2232 S3FIFO-0.9000-0.9000 cache size       26, 1825538 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_allcolo.ns2232 S3FIFO-0.9000-0.9000 cache size       53, 1825538 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns2232 S3FIFO-0.9000-0.9000 cache size      106, 1825538 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2232 S3FIFO-0.9000-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.2000-1.9000 cache size        7, 1825538 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns2232 S3FIFO-0.2000-1.9000 cache size       26, 1825538 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns2232 S3FIFO-0.2000-1.9000 cache size       53, 1825538 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns2232 S3FIFO-0.2000-1.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.2000-1.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.3000-0.9000 cache size        7, 1825538 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns2232 S3FIFO-0.3000-0.9000 cache size       26, 1825538 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns2232 S3FIFO-0.3000-0.9000 cache size       53, 1825538 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2232 S3FIFO-0.3000-0.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.3000-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.7000-0.9000 cache size        7, 1825538 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2232 S3FIFO-0.7000-0.9000 cache size       26, 1825538 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2232 S3FIFO-0.7000-0.9000 cache size       53, 1825538 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns2232 S3FIFO-0.7000-0.9000 cache size      106, 1825538 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2232 S3FIFO-0.7000-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.3500-1.9000 cache size        7, 1825538 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns2232 S3FIFO-0.3500-1.9000 cache size       26, 1825538 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns2232 S3FIFO-0.3500-1.9000 cache size       53, 1825538 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2232 S3FIFO-0.3500-1.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.3500-1.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.4000-1.9000 cache size        7, 1825538 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns2232 S3FIFO-0.4000-1.9000 cache size       26, 1825538 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns2232 S3FIFO-0.4000-1.9000 cache size       53, 1825538 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns2232 S3FIFO-0.4000-1.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.4000-1.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.2500-0.9000 cache size        7, 1825538 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns2232 S3FIFO-0.2500-0.9000 cache size       26, 1825538 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns2232 S3FIFO-0.2500-0.9000 cache size       53, 1825538 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2232 S3FIFO-0.2500-0.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.2500-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.5500-1.9000 cache size        7, 1825538 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns2232 S3FIFO-0.5500-1.9000 cache size       26, 1825538 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns2232 S3FIFO-0.5500-1.9000 cache size       53, 1825538 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns2232 S3FIFO-0.5500-1.9000 cache size      106, 1825538 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2232 S3FIFO-0.5500-1.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.0250-1.9000 cache size        7, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0250-1.9000 cache size       26, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0250-1.9000 cache size       53, 1825538 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns2232 S3FIFO-0.0250-1.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.0250-1.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.0010-0.9000 cache size        7, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0010-0.9000 cache size       26, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0010-0.9000 cache size       53, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0010-0.9000 cache size      106, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.0010-0.9000 cache size      212, 1825538 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2232 S3FIFO-0.1500-0.9000 cache size        7, 1825538 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns2232 S3FIFO-0.1500-0.9000 cache size       26, 1825538 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2232 S3FIFO-0.1500-0.9000 cache size       53, 1825538 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns2232 S3FIFO-0.1500-0.9000 cache size      106, 1825538 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2232 S3FIFO-0.1500-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.6000-0.9000 cache size        7, 1825538 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2232 S3FIFO-0.6000-0.9000 cache size       26, 1825538 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2232 S3FIFO-0.6000-0.9000 cache size       53, 1825538 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns2232 S3FIFO-0.6000-0.9000 cache size      106, 1825538 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2232 S3FIFO-0.6000-0.9000 cache size      212, 1825538 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2232 S3FIFO-0.7000-1.9000 cache size        7, 1825538 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns2232 S3FIFO-0.7000-1.9000 cache size       26, 1825538 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2232 S3FIFO-0.7000-1.9000 cache size       53, 1825538 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns2232 S3FIFO-0.7000-1.9000 cache size      106, 1825538 req, miss ratio 0.0006, byte miss ratio 0.0006
