tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size     4367, 20327474 req, miss ratio 0.2822, byte miss ratio 0.2822
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size    13103, 20327474 req, miss ratio 0.2719, byte miss ratio 0.2719
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size    43678, 20327474 req, miss ratio 0.2633, byte miss ratio 0.2633
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size   131034, 20327474 req, miss ratio 0.2543, byte miss ratio 0.2543
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size   436780, 20327474 req, miss ratio 0.2382, byte miss ratio 0.2382
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size   873560, 20327474 req, miss ratio 0.2274, byte miss ratio 0.2274
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size  1747120, 20327474 req, miss ratio 0.2188, byte miss ratio 0.2188
tencentBlock.ns6327 S3FIFO-0.8500-0.9000 cache size  3494240, 20327474 req, miss ratio 0.2150, byte miss ratio 0.2150
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size     4367, 20327474 req, miss ratio 0.2807, byte miss ratio 0.2807
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size    13103, 20327474 req, miss ratio 0.2708, byte miss ratio 0.2708
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size    43678, 20327474 req, miss ratio 0.2635, byte miss ratio 0.2635
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size   131034, 20327474 req, miss ratio 0.2542, byte miss ratio 0.2542
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size   436780, 20327474 req, miss ratio 0.2379, byte miss ratio 0.2379
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size   873560, 20327474 req, miss ratio 0.2270, byte miss ratio 0.2270
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size  1747120, 20327474 req, miss ratio 0.2188, byte miss ratio 0.2188
tencentBlock.ns6327 S3FIFO-0.8000-1.9000 cache size  3494240, 20327474 req, miss ratio 0.2150, byte miss ratio 0.2150
tencentBlock.ns6327 S3FIFO-0.2500-1.9000 cache size     4367, 20327474 req, miss ratio 0.2743, byte miss ratio 0.2743
tencentBlock.ns6327 S3FIFO-0.2500-1.9000 cache size    13103, 20327474 req, miss ratio 0.2688, byte miss ratio 0.2688
