tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size     1631, 3976898 req, miss ratio 0.8448, byte miss ratio 0.8448
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size     4893, 3976898 req, miss ratio 0.8391, byte miss ratio 0.8391
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size    16312, 3976898 req, miss ratio 0.8369, byte miss ratio 0.8369
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size    48936, 3976898 req, miss ratio 0.7841, byte miss ratio 0.7841
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size   163121, 3976898 req, miss ratio 0.7056, byte miss ratio 0.7056
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size   326242, 3976898 req, miss ratio 0.5804, byte miss ratio 0.5804
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size   652484, 3976898 req, miss ratio 0.4692, byte miss ratio 0.4692
tencentBlock.ns12621 S3FIFO-0.8000-1.9000 cache size  1304968, 3976898 req, miss ratio 0.4128, byte miss ratio 0.4128
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size     1631, 3976898 req, miss ratio 0.8459, byte miss ratio 0.8459
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size     4893, 3976898 req, miss ratio 0.8399, byte miss ratio 0.8399
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size    16312, 3976898 req, miss ratio 0.8381, byte miss ratio 0.8381
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size    48936, 3976898 req, miss ratio 0.7976, byte miss ratio 0.7976
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size   163121, 3976898 req, miss ratio 0.7247, byte miss ratio 0.7247
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size   326242, 3976898 req, miss ratio 0.5930, byte miss ratio 0.5930
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size   652484, 3976898 req, miss ratio 0.4902, byte miss ratio 0.4902
tencentBlock.ns12621 S3FIFO-0.9000-0.9000 cache size  1304968, 3976898 req, miss ratio 0.4180, byte miss ratio 0.4180
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size     1631, 3976898 req, miss ratio 0.8444, byte miss ratio 0.8444
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size     4893, 3976898 req, miss ratio 0.8398, byte miss ratio 0.8398
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size    16312, 3976898 req, miss ratio 0.8152, byte miss ratio 0.8152
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size    48936, 3976898 req, miss ratio 0.7374, byte miss ratio 0.7374
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size   163121, 3976898 req, miss ratio 0.6127, byte miss ratio 0.6127
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size   326242, 3976898 req, miss ratio 0.4992, byte miss ratio 0.4992
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size   652484, 3976898 req, miss ratio 0.4391, byte miss ratio 0.4391
tencentBlock.ns12621 S3FIFO-0.3000-0.9000 cache size  1304968, 3976898 req, miss ratio 0.4127, byte miss ratio 0.4127
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size     1631, 3976898 req, miss ratio 0.8441, byte miss ratio 0.8441
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size     4893, 3976898 req, miss ratio 0.8396, byte miss ratio 0.8396
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size    16312, 3976898 req, miss ratio 0.8216, byte miss ratio 0.8216
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size    48936, 3976898 req, miss ratio 0.7372, byte miss ratio 0.7372
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size   163121, 3976898 req, miss ratio 0.6306, byte miss ratio 0.6306
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size   326242, 3976898 req, miss ratio 0.5229, byte miss ratio 0.5229
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size   652484, 3976898 req, miss ratio 0.4391, byte miss ratio 0.4391
tencentBlock.ns12621 S3FIFO-0.4000-1.9000 cache size  1304968, 3976898 req, miss ratio 0.4127, byte miss ratio 0.4127
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size     1631, 3976898 req, miss ratio 0.8445, byte miss ratio 0.8445
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size     4893, 3976898 req, miss ratio 0.8391, byte miss ratio 0.8391
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size    16312, 3976898 req, miss ratio 0.8140, byte miss ratio 0.8140
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size    48936, 3976898 req, miss ratio 0.7361, byte miss ratio 0.7361
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size   163121, 3976898 req, miss ratio 0.6107, byte miss ratio 0.6107
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size   326242, 3976898 req, miss ratio 0.4973, byte miss ratio 0.4973
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size   652484, 3976898 req, miss ratio 0.4391, byte miss ratio 0.4391
tencentBlock.ns12621 S3FIFO-0.2500-0.9000 cache size  1304968, 3976898 req, miss ratio 0.4127, byte miss ratio 0.4127
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size     1631, 3976898 req, miss ratio 0.8461, byte miss ratio 0.8461
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size     4893, 3976898 req, miss ratio 0.8378, byte miss ratio 0.8378
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size    16312, 3976898 req, miss ratio 0.8137, byte miss ratio 0.8137
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size    48936, 3976898 req, miss ratio 0.7289, byte miss ratio 0.7289
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size   163121, 3976898 req, miss ratio 0.6113, byte miss ratio 0.6113
tencentBlock.ns12621 S3FIFO-0.0100-0.9000 cache size   326242, 3976898 req, miss ratio 0.4972, byte miss ratio 0.4972
