io_traces.ns131 S3FIFO-0.2000-1.9000 cache size     1670, 44200000 req, miss ratio 0.2470, byte miss ratio 0.2470
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size     5011, 44200000 req, miss ratio 0.1847, byte miss ratio 0.1847
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size    16703, 44200000 req, miss ratio 0.1624, byte miss ratio 0.1624
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size    50110, 44200000 req, miss ratio 0.1287, byte miss ratio 0.1287
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size   167033, 44200000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size   334067, 44200000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size   668135, 44200000 req, miss ratio 0.0471, byte miss ratio 0.0471
io_traces.ns131 S3FIFO-0.2000-1.9000 cache size  1336270, 44200000 req, miss ratio 0.0389, byte miss ratio 0.0389
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size     1670, 44200000 req, miss ratio 0.2419, byte miss ratio 0.2419
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size     5011, 44200000 req, miss ratio 0.1844, byte miss ratio 0.1844
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size    16703, 44200000 req, miss ratio 0.1600, byte miss ratio 0.1600
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size    50110, 44200000 req, miss ratio 0.1278, byte miss ratio 0.1278
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size   167033, 44200000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size   334067, 44200000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size   668135, 44200000 req, miss ratio 0.0471, byte miss ratio 0.0471
io_traces.ns131 S3FIFO-0.2000-0.9000 cache size  1336270, 44200000 req, miss ratio 0.0389, byte miss ratio 0.0389
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size     1670, 44200000 req, miss ratio 0.3102, byte miss ratio 0.3102
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size     5011, 44200000 req, miss ratio 0.2331, byte miss ratio 0.2331
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size    16703, 44200000 req, miss ratio 0.1775, byte miss ratio 0.1775
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size    50110, 44200000 req, miss ratio 0.1257, byte miss ratio 0.1257
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size   167033, 44200000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size   334067, 44200000 req, miss ratio 0.0608, byte miss ratio 0.0608
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size   668135, 44200000 req, miss ratio 0.0493, byte miss ratio 0.0493
io_traces.ns131 S3FIFO-0.9500-0.9000 cache size  1336270, 44200000 req, miss ratio 0.0396, byte miss ratio 0.0396
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size     1670, 44200000 req, miss ratio 0.2511, byte miss ratio 0.2511
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size     5011, 44200000 req, miss ratio 0.1877, byte miss ratio 0.1877
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size    16703, 44200000 req, miss ratio 0.1596, byte miss ratio 0.1596
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size    50110, 44200000 req, miss ratio 0.1270, byte miss ratio 0.1270
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size   167033, 44200000 req, miss ratio 0.0885, byte miss ratio 0.0885
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size   334067, 44200000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size   668135, 44200000 req, miss ratio 0.0546, byte miss ratio 0.0546
io_traces.ns131 S3FIFO-0.0100-0.9000 cache size  1336270, 44200000 req, miss ratio 0.0394, byte miss ratio 0.0394
io_traces.ns131 S3FIFO-0.2500-0.9000 cache size     1670, 44200000 req, miss ratio 0.2459, byte miss ratio 0.2459
io_traces.ns131 S3FIFO-0.2500-0.9000 cache size     5011, 44200000 req, miss ratio 0.1857, byte miss ratio 0.1857
io_traces.ns131 S3FIFO-0.2500-0.9000 cache size    16703, 44200000 req, miss ratio 0.1603, byte miss ratio 0.1603
