cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size       13, 1147431 req, miss ratio 0.3608, byte miss ratio 0.3608
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size       41, 1147431 req, miss ratio 0.2996, byte miss ratio 0.2996
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size      138, 1147431 req, miss ratio 0.2400, byte miss ratio 0.2400
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size      416, 1147431 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size     1387, 1147431 req, miss ratio 0.1181, byte miss ratio 0.1181
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size     2775, 1147431 req, miss ratio 0.0701, byte miss ratio 0.0701
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size     5551, 1147431 req, miss ratio 0.0341, byte miss ratio 0.0341
cdn1_colo28.ns1451 S3FIFO-0.3500-1.9000 cache size    11103, 1147431 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size       13, 1147431 req, miss ratio 0.3918, byte miss ratio 0.3918
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size       41, 1147431 req, miss ratio 0.3254, byte miss ratio 0.3254
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size      138, 1147431 req, miss ratio 0.2677, byte miss ratio 0.2677
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size      416, 1147431 req, miss ratio 0.2090, byte miss ratio 0.2090
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size     1387, 1147431 req, miss ratio 0.1332, byte miss ratio 0.1332
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size     2775, 1147431 req, miss ratio 0.0829, byte miss ratio 0.0829
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size     5551, 1147431 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_colo28.ns1451 S3FIFO-0.8500-1.9000 cache size    11103, 1147431 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size       13, 1147431 req, miss ratio 0.3832, byte miss ratio 0.3832
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size       41, 1147431 req, miss ratio 0.3215, byte miss ratio 0.3215
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size      138, 1147431 req, miss ratio 0.2639, byte miss ratio 0.2639
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size      416, 1147431 req, miss ratio 0.2060, byte miss ratio 0.2060
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size     1387, 1147431 req, miss ratio 0.1320, byte miss ratio 0.1320
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size     2775, 1147431 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size     5551, 1147431 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_colo28.ns1451 S3FIFO-0.8000-1.9000 cache size    11103, 1147431 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size       13, 1147431 req, miss ratio 0.3589, byte miss ratio 0.3589
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size       41, 1147431 req, miss ratio 0.2986, byte miss ratio 0.2986
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size      138, 1147431 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size      416, 1147431 req, miss ratio 0.1820, byte miss ratio 0.1820
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size     1387, 1147431 req, miss ratio 0.1166, byte miss ratio 0.1166
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size     2775, 1147431 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size     5551, 1147431 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns1451 S3FIFO-0.3000-1.9000 cache size    11103, 1147431 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size       13, 1147431 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size       41, 1147431 req, miss ratio 0.3016, byte miss ratio 0.3016
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size      138, 1147431 req, miss ratio 0.2372, byte miss ratio 0.2372
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size      416, 1147431 req, miss ratio 0.1728, byte miss ratio 0.1728
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size     1387, 1147431 req, miss ratio 0.1064, byte miss ratio 0.1064
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size     2775, 1147431 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size     5551, 1147431 req, miss ratio 0.0311, byte miss ratio 0.0311
cdn1_colo28.ns1451 S3FIFO-0.0500-0.9000 cache size    11103, 1147431 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns1451 S3FIFO-0.9000-1.9000 cache size       13, 1147431 req, miss ratio 0.3918, byte miss ratio 0.3918
cdn1_colo28.ns1451 S3FIFO-0.9000-1.9000 cache size       41, 1147431 req, miss ratio 0.3300, byte miss ratio 0.3300
cdn1_colo28.ns1451 S3FIFO-0.9000-1.9000 cache size      138, 1147431 req, miss ratio 0.2717, byte miss ratio 0.2717
cdn1_colo28.ns1451 S3FIFO-0.9000-1.9000 cache size      416, 1147431 req, miss ratio 0.2121, byte miss ratio 0.2121
