io_traces.ns348 S3FIFO-0.0100-1.9000 cache size     2476, 15600000 req, miss ratio 0.3698, byte miss ratio 0.3698
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size     7430, 15600000 req, miss ratio 0.3326, byte miss ratio 0.3326
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size    24769, 15600000 req, miss ratio 0.3018, byte miss ratio 0.3018
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size    74309, 15600000 req, miss ratio 0.2602, byte miss ratio 0.2602
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size   247697, 15600000 req, miss ratio 0.2123, byte miss ratio 0.2123
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size   495394, 15600000 req, miss ratio 0.1922, byte miss ratio 0.1922
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size   990788, 15600000 req, miss ratio 0.1726, byte miss ratio 0.1726
io_traces.ns348 S3FIFO-0.0100-1.9000 cache size  1981577, 15600000 req, miss ratio 0.1603, byte miss ratio 0.1603
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size     2476, 15600000 req, miss ratio 0.4370, byte miss ratio 0.4370
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size     7430, 15600000 req, miss ratio 0.3224, byte miss ratio 0.3224
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size    24769, 15600000 req, miss ratio 0.2536, byte miss ratio 0.2536
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size    74309, 15600000 req, miss ratio 0.2282, byte miss ratio 0.2282
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size   247697, 15600000 req, miss ratio 0.2008, byte miss ratio 0.2008
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size   495394, 15600000 req, miss ratio 0.1896, byte miss ratio 0.1896
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size   990788, 15600000 req, miss ratio 0.1732, byte miss ratio 0.1732
io_traces.ns348 S3FIFO-0.9000-1.9000 cache size  1981577, 15600000 req, miss ratio 0.1609, byte miss ratio 0.1609
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size     2476, 15600000 req, miss ratio 0.3580, byte miss ratio 0.3580
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size     7430, 15600000 req, miss ratio 0.3055, byte miss ratio 0.3055
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size    24769, 15600000 req, miss ratio 0.2571, byte miss ratio 0.2571
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size    74309, 15600000 req, miss ratio 0.2228, byte miss ratio 0.2228
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size   247697, 15600000 req, miss ratio 0.1900, byte miss ratio 0.1900
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size   495394, 15600000 req, miss ratio 0.1832, byte miss ratio 0.1832
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size   990788, 15600000 req, miss ratio 0.1728, byte miss ratio 0.1728
io_traces.ns348 S3FIFO-0.6000-0.9000 cache size  1981577, 15600000 req, miss ratio 0.1603, byte miss ratio 0.1603
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size     2476, 15600000 req, miss ratio 0.3439, byte miss ratio 0.3439
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size     7430, 15600000 req, miss ratio 0.3065, byte miss ratio 0.3065
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size    24769, 15600000 req, miss ratio 0.2587, byte miss ratio 0.2587
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size    74309, 15600000 req, miss ratio 0.2207, byte miss ratio 0.2207
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size   247697, 15600000 req, miss ratio 0.1890, byte miss ratio 0.1890
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size   495394, 15600000 req, miss ratio 0.1828, byte miss ratio 0.1828
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size   990788, 15600000 req, miss ratio 0.1723, byte miss ratio 0.1723
io_traces.ns348 S3FIFO-0.5000-1.9000 cache size  1981577, 15600000 req, miss ratio 0.1603, byte miss ratio 0.1603
io_traces.ns348 S3FIFO-0.9500-0.9000 cache size     2476, 15600000 req, miss ratio 0.4492, byte miss ratio 0.4492
