io_traces.ns237 S3FIFO-0.4500-1.9000 cache size     1457, 12400000 req, miss ratio 0.3469, byte miss ratio 0.3469
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size     4371, 12400000 req, miss ratio 0.3445, byte miss ratio 0.3445
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size    14570, 12400000 req, miss ratio 0.3326, byte miss ratio 0.3326
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size    43710, 12400000 req, miss ratio 0.2878, byte miss ratio 0.2878
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size   145701, 12400000 req, miss ratio 0.1755, byte miss ratio 0.1755
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size   291402, 12400000 req, miss ratio 0.1417, byte miss ratio 0.1417
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size   582805, 12400000 req, miss ratio 0.1292, byte miss ratio 0.1292
io_traces.ns237 S3FIFO-0.4500-1.9000 cache size  1165610, 12400000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size     1457, 12400000 req, miss ratio 0.3715, byte miss ratio 0.3715
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size     4371, 12400000 req, miss ratio 0.3529, byte miss ratio 0.3529
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size    14570, 12400000 req, miss ratio 0.3280, byte miss ratio 0.3280
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size    43710, 12400000 req, miss ratio 0.2808, byte miss ratio 0.2808
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size   145701, 12400000 req, miss ratio 0.1903, byte miss ratio 0.1903
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size   291402, 12400000 req, miss ratio 0.1559, byte miss ratio 0.1559
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size   582805, 12400000 req, miss ratio 0.1342, byte miss ratio 0.1342
io_traces.ns237 S3FIFO-0.9900-1.9000 cache size  1165610, 12400000 req, miss ratio 0.1216, byte miss ratio 0.1216
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size     1457, 12400000 req, miss ratio 0.3510, byte miss ratio 0.3510
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size     4371, 12400000 req, miss ratio 0.3463, byte miss ratio 0.3463
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size    14570, 12400000 req, miss ratio 0.3294, byte miss ratio 0.3294
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size    43710, 12400000 req, miss ratio 0.2833, byte miss ratio 0.2833
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size   145701, 12400000 req, miss ratio 0.1871, byte miss ratio 0.1871
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size   291402, 12400000 req, miss ratio 0.1507, byte miss ratio 0.1507
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size   582805, 12400000 req, miss ratio 0.1298, byte miss ratio 0.1298
io_traces.ns237 S3FIFO-0.8500-1.9000 cache size  1165610, 12400000 req, miss ratio 0.1192, byte miss ratio 0.1192
io_traces.ns237 S3FIFO-0.1500-0.9000 cache size     1457, 12400000 req, miss ratio 0.3473, byte miss ratio 0.3473
io_traces.ns237 S3FIFO-0.1500-0.9000 cache size     4371, 12400000 req, miss ratio 0.3444, byte miss ratio 0.3444
