cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size      136, 8774189 req, miss ratio 0.0891, byte miss ratio 0.0891
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size      408, 8774189 req, miss ratio 0.0441, byte miss ratio 0.0441
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size     1363, 8774189 req, miss ratio 0.0258, byte miss ratio 0.0258
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size     4089, 8774189 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size    13630, 8774189 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size    27260, 8774189 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size    54521, 8774189 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns283 S3FIFO-0.8000-0.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size      136, 8774189 req, miss ratio 0.1011, byte miss ratio 0.1011
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size      408, 8774189 req, miss ratio 0.0514, byte miss ratio 0.0514
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size     1363, 8774189 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size     4089, 8774189 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size    13630, 8774189 req, miss ratio 0.0205, byte miss ratio 0.0205
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size    27260, 8774189 req, miss ratio 0.0185, byte miss ratio 0.0185
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size    54521, 8774189 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_colo28.ns283 S3FIFO-0.9900-1.9000 cache size   109043, 8774189 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size      136, 8774189 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size      408, 8774189 req, miss ratio 0.0270, byte miss ratio 0.0270
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size     1363, 8774189 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size     4089, 8774189 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size    13630, 8774189 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size    27260, 8774189 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size    54521, 8774189 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_colo28.ns283 S3FIFO-0.1500-0.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size      136, 8774189 req, miss ratio 0.0865, byte miss ratio 0.0865
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size      408, 8774189 req, miss ratio 0.0424, byte miss ratio 0.0424
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size     1363, 8774189 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size     4089, 8774189 req, miss ratio 0.0213, byte miss ratio 0.0213
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size    13630, 8774189 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size    27260, 8774189 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size    54521, 8774189 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns283 S3FIFO-0.7500-0.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size      136, 8774189 req, miss ratio 0.0596, byte miss ratio 0.0596
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size      408, 8774189 req, miss ratio 0.0265, byte miss ratio 0.0265
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size     1363, 8774189 req, miss ratio 0.0214, byte miss ratio 0.0214
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size     4089, 8774189 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size    13630, 8774189 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size    27260, 8774189 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size    54521, 8774189 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_colo28.ns283 S3FIFO-0.1000-1.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size      136, 8774189 req, miss ratio 0.0631, byte miss ratio 0.0631
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size      408, 8774189 req, miss ratio 0.0278, byte miss ratio 0.0278
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size     1363, 8774189 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size     4089, 8774189 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size    13630, 8774189 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size    27260, 8774189 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size    54521, 8774189 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_colo28.ns283 S3FIFO-0.2000-1.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size      136, 8774189 req, miss ratio 0.0919, byte miss ratio 0.0919
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size      408, 8774189 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size     1363, 8774189 req, miss ratio 0.0271, byte miss ratio 0.0271
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size     4089, 8774189 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size    13630, 8774189 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size    27260, 8774189 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size    54521, 8774189 req, miss ratio 0.0162, byte miss ratio 0.0162
cdn1_colo28.ns283 S3FIFO-0.8500-1.9000 cache size   109043, 8774189 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns283 S3FIFO-0.0050-0.9000 cache size      136, 8774189 req, miss ratio 1.0000, byte miss ratio 1.0000
