cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size      543, 6159852 req, miss ratio 0.2543, byte miss ratio 0.2543
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size     1630, 6159852 req, miss ratio 0.2280, byte miss ratio 0.2280
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size     5435, 6159852 req, miss ratio 0.1981, byte miss ratio 0.1981
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size    16307, 6159852 req, miss ratio 0.1715, byte miss ratio 0.1715
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size    54357, 6159852 req, miss ratio 0.1387, byte miss ratio 0.1387
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size   108715, 6159852 req, miss ratio 0.1186, byte miss ratio 0.1186
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size   217430, 6159852 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_allcolo.ns497 S3FIFO-0.6000-1.9000 cache size   434860, 6159852 req, miss ratio 0.0910, byte miss ratio 0.0910
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size      543, 6159852 req, miss ratio 0.2501, byte miss ratio 0.2501
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size     1630, 6159852 req, miss ratio 0.2230, byte miss ratio 0.2230
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size     5435, 6159852 req, miss ratio 0.1928, byte miss ratio 0.1928
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size    16307, 6159852 req, miss ratio 0.1666, byte miss ratio 0.1666
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size    54357, 6159852 req, miss ratio 0.1332, byte miss ratio 0.1332
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size   108715, 6159852 req, miss ratio 0.1143, byte miss ratio 0.1143
cdn1_allcolo.ns497 S3FIFO-0.3500-1.9000 cache size   217430, 6159852 req, miss ratio 0.0965, byte miss ratio 0.0965
