tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size      209, 3455111 req, miss ratio 0.4724, byte miss ratio 0.4724
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size      627, 3455111 req, miss ratio 0.4178, byte miss ratio 0.4178
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size     2092, 3455111 req, miss ratio 0.3942, byte miss ratio 0.3942
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size     6277, 3455111 req, miss ratio 0.3712, byte miss ratio 0.3712
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size    20923, 3455111 req, miss ratio 0.3342, byte miss ratio 0.3342
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size    41846, 3455111 req, miss ratio 0.3019, byte miss ratio 0.3019
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size    83693, 3455111 req, miss ratio 0.1950, byte miss ratio 0.1950
tencentBlock.ns3284 S3FIFO-0.7000-1.9000 cache size   167387, 3455111 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size      209, 3455111 req, miss ratio 0.4976, byte miss ratio 0.4976
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size      627, 3455111 req, miss ratio 0.4328, byte miss ratio 0.4328
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size     2092, 3455111 req, miss ratio 0.3972, byte miss ratio 0.3972
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size     6277, 3455111 req, miss ratio 0.3834, byte miss ratio 0.3834
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size    20923, 3455111 req, miss ratio 0.3377, byte miss ratio 0.3377
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size    41846, 3455111 req, miss ratio 0.3004, byte miss ratio 0.3004
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size    83693, 3455111 req, miss ratio 0.1958, byte miss ratio 0.1958
tencentBlock.ns3284 S3FIFO-0.8000-1.9000 cache size   167387, 3455111 req, miss ratio 0.0858, byte miss ratio 0.0858
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size      209, 3455111 req, miss ratio 0.4528, byte miss ratio 0.4528
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size      627, 3455111 req, miss ratio 0.4040, byte miss ratio 0.4040
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size     2092, 3455111 req, miss ratio 0.3880, byte miss ratio 0.3880
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size     6277, 3455111 req, miss ratio 0.3492, byte miss ratio 0.3492
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size    20923, 3455111 req, miss ratio 0.3293, byte miss ratio 0.3293
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size    41846, 3455111 req, miss ratio 0.2854, byte miss ratio 0.2854
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size    83693, 3455111 req, miss ratio 0.1728, byte miss ratio 0.1728
tencentBlock.ns3284 S3FIFO-0.2000-0.9000 cache size   167387, 3455111 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size      209, 3455111 req, miss ratio 0.4596, byte miss ratio 0.4596
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size      627, 3455111 req, miss ratio 0.4118, byte miss ratio 0.4118
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size     2092, 3455111 req, miss ratio 0.3920, byte miss ratio 0.3920
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size     6277, 3455111 req, miss ratio 0.3549, byte miss ratio 0.3549
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size    20923, 3455111 req, miss ratio 0.3316, byte miss ratio 0.3316
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size    41846, 3455111 req, miss ratio 0.3056, byte miss ratio 0.3056
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size    83693, 3455111 req, miss ratio 0.1916, byte miss ratio 0.1916
tencentBlock.ns3284 S3FIFO-0.6000-0.9000 cache size   167387, 3455111 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size      209, 3455111 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size      627, 3455111 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size     2092, 3455111 req, miss ratio 0.4244, byte miss ratio 0.4244
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size     6277, 3455111 req, miss ratio 0.3770, byte miss ratio 0.3770
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size    20923, 3455111 req, miss ratio 0.3384, byte miss ratio 0.3384
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size    41846, 3455111 req, miss ratio 0.2829, byte miss ratio 0.2829
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size    83693, 3455111 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns3284 S3FIFO-0.0010-1.9000 cache size   167387, 3455111 req, miss ratio 0.0660, byte miss ratio 0.0660
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size      209, 3455111 req, miss ratio 0.4491, byte miss ratio 0.4491
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size      627, 3455111 req, miss ratio 0.4011, byte miss ratio 0.4011
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size     2092, 3455111 req, miss ratio 0.3856, byte miss ratio 0.3856
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size     6277, 3455111 req, miss ratio 0.3488, byte miss ratio 0.3488
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size    20923, 3455111 req, miss ratio 0.3333, byte miss ratio 0.3333
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size    41846, 3455111 req, miss ratio 0.2870, byte miss ratio 0.2870
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size    83693, 3455111 req, miss ratio 0.1728, byte miss ratio 0.1728
tencentBlock.ns3284 S3FIFO-0.2000-1.9000 cache size   167387, 3455111 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size      209, 3455111 req, miss ratio 0.4524, byte miss ratio 0.4524
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size      627, 3455111 req, miss ratio 0.4059, byte miss ratio 0.4059
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size     2092, 3455111 req, miss ratio 0.3897, byte miss ratio 0.3897
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size     6277, 3455111 req, miss ratio 0.3501, byte miss ratio 0.3501
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size    20923, 3455111 req, miss ratio 0.3301, byte miss ratio 0.3301
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size    41846, 3455111 req, miss ratio 0.3083, byte miss ratio 0.3083
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size    83693, 3455111 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns3284 S3FIFO-0.4500-0.9000 cache size   167387, 3455111 req, miss ratio 0.0754, byte miss ratio 0.0754
