tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size     2182, 44738801 req, miss ratio 0.7647, byte miss ratio 0.7647
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size     6546, 44738801 req, miss ratio 0.6556, byte miss ratio 0.6556
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size    21822, 44738801 req, miss ratio 0.5116, byte miss ratio 0.5116
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size    65468, 44738801 req, miss ratio 0.3859, byte miss ratio 0.3859
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size   218227, 44738801 req, miss ratio 0.2053, byte miss ratio 0.2053
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size   436454, 44738801 req, miss ratio 0.1158, byte miss ratio 0.1158
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size   872909, 44738801 req, miss ratio 0.0699, byte miss ratio 0.0699
tencentBlock.ns1699 S3FIFO-0.1500-0.9000 cache size  1745818, 44738801 req, miss ratio 0.0509, byte miss ratio 0.0509
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size     2182, 44738801 req, miss ratio 0.7611, byte miss ratio 0.7611
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size     6546, 44738801 req, miss ratio 0.6649, byte miss ratio 0.6649
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size    21822, 44738801 req, miss ratio 0.5256, byte miss ratio 0.5256
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size    65468, 44738801 req, miss ratio 0.3892, byte miss ratio 0.3892
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size   218227, 44738801 req, miss ratio 0.2057, byte miss ratio 0.2057
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size   436454, 44738801 req, miss ratio 0.1143, byte miss ratio 0.1143
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size   872909, 44738801 req, miss ratio 0.0692, byte miss ratio 0.0692
tencentBlock.ns1699 S3FIFO-0.0500-1.9000 cache size  1745818, 44738801 req, miss ratio 0.0510, byte miss ratio 0.0510
tencentBlock.ns1699 S3FIFO-0.0100-0.9000 cache size     2182, 44738801 req, miss ratio 0.7728, byte miss ratio 0.7728
tencentBlock.ns1699 S3FIFO-0.0100-0.9000 cache size     6546, 44738801 req, miss ratio 0.6764, byte miss ratio 0.6764
tencentBlock.ns1699 S3FIFO-0.0100-0.9000 cache size    21822, 44738801 req, miss ratio 0.5465, byte miss ratio 0.5465
tencentBlock.ns1699 S3FIFO-0.0100-0.9000 cache size    65468, 44738801 req, miss ratio 0.4033, byte miss ratio 0.4033
tencentBlock.ns1699 S3FIFO-0.0100-0.9000 cache size   218227, 44738801 req, miss ratio 0.2069, byte miss ratio 0.2069
