io_traces.ns357 S3FIFO-0.1000-0.9000 cache size      128, 1400000 req, miss ratio 0.7361, byte miss ratio 0.7361
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size      386, 1400000 req, miss ratio 0.7115, byte miss ratio 0.7115
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size     1288, 1400000 req, miss ratio 0.6512, byte miss ratio 0.6512
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size     3864, 1400000 req, miss ratio 0.5671, byte miss ratio 0.5671
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size    12883, 1400000 req, miss ratio 0.4790, byte miss ratio 0.4790
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size    25766, 1400000 req, miss ratio 0.3412, byte miss ratio 0.3412
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size    51533, 1400000 req, miss ratio 0.1034, byte miss ratio 0.1034
io_traces.ns357 S3FIFO-0.1000-0.9000 cache size   103066, 1400000 req, miss ratio 0.0921, byte miss ratio 0.0921
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size      128, 1400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size      386, 1400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size     1288, 1400000 req, miss ratio 0.6593, byte miss ratio 0.6593
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size     3864, 1400000 req, miss ratio 0.5678, byte miss ratio 0.5678
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size    12883, 1400000 req, miss ratio 0.5150, byte miss ratio 0.5150
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size    25766, 1400000 req, miss ratio 0.3259, byte miss ratio 0.3259
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size    51533, 1400000 req, miss ratio 0.1026, byte miss ratio 0.1026
io_traces.ns357 S3FIFO-0.0010-1.9000 cache size   103066, 1400000 req, miss ratio 0.0921, byte miss ratio 0.0921
io_traces.ns357 S3FIFO-0.0500-1.9000 cache size      128, 1400000 req, miss ratio 0.7334, byte miss ratio 0.7334
io_traces.ns357 S3FIFO-0.0500-1.9000 cache size      386, 1400000 req, miss ratio 0.7089, byte miss ratio 0.7089
io_traces.ns357 S3FIFO-0.0500-1.9000 cache size     1288, 1400000 req, miss ratio 0.6487, byte miss ratio 0.6487
