tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size       58, 1205120 req, miss ratio 0.3095, byte miss ratio 0.3095
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size      174, 1205120 req, miss ratio 0.2176, byte miss ratio 0.2176
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size      582, 1205120 req, miss ratio 0.1887, byte miss ratio 0.1887
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size     1747, 1205120 req, miss ratio 0.1839, byte miss ratio 0.1839
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size     5825, 1205120 req, miss ratio 0.1799, byte miss ratio 0.1799
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size    11650, 1205120 req, miss ratio 0.1458, byte miss ratio 0.1458
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size    23301, 1205120 req, miss ratio 0.0784, byte miss ratio 0.0784
tencentBlock.ns1841 S3FIFO-0.7000-0.9000 cache size    46603, 1205120 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size       58, 1205120 req, miss ratio 0.2770, byte miss ratio 0.2770
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size      174, 1205120 req, miss ratio 0.1964, byte miss ratio 0.1964
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size      582, 1205120 req, miss ratio 0.1859, byte miss ratio 0.1859
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size     1747, 1205120 req, miss ratio 0.1821, byte miss ratio 0.1821
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size     5825, 1205120 req, miss ratio 0.1787, byte miss ratio 0.1787
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size    11650, 1205120 req, miss ratio 0.1278, byte miss ratio 0.1278
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size    23301, 1205120 req, miss ratio 0.0609, byte miss ratio 0.0609
tencentBlock.ns1841 S3FIFO-0.0500-1.9000 cache size    46603, 1205120 req, miss ratio 0.0489, byte miss ratio 0.0489
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size       58, 1205120 req, miss ratio 0.3103, byte miss ratio 0.3103
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size      174, 1205120 req, miss ratio 0.2177, byte miss ratio 0.2177
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size      582, 1205120 req, miss ratio 0.1887, byte miss ratio 0.1887
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size     1747, 1205120 req, miss ratio 0.1839, byte miss ratio 0.1839
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size     5825, 1205120 req, miss ratio 0.1808, byte miss ratio 0.1808
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size    11650, 1205120 req, miss ratio 0.1439, byte miss ratio 0.1439
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size    23301, 1205120 req, miss ratio 0.0784, byte miss ratio 0.0784
tencentBlock.ns1841 S3FIFO-0.7000-1.9000 cache size    46603, 1205120 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns1841 S3FIFO-0.6500-1.9000 cache size       58, 1205120 req, miss ratio 0.3032, byte miss ratio 0.3032
tencentBlock.ns1841 S3FIFO-0.6500-1.9000 cache size      174, 1205120 req, miss ratio 0.2125, byte miss ratio 0.2125
tencentBlock.ns1841 S3FIFO-0.6500-1.9000 cache size      582, 1205120 req, miss ratio 0.1883, byte miss ratio 0.1883
