cdn1_allcolo.ns1328 S3FIFO-0.6000-1.9000 cache size        7, 1116522 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns1328 S3FIFO-0.6000-1.9000 cache size       15, 1116522 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1328 S3FIFO-0.6000-1.9000 cache size       30, 1116522 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1328 S3FIFO-0.6000-1.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.0050-0.9000 cache size        7, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0050-0.9000 cache size       15, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0050-0.9000 cache size       30, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0050-0.9000 cache size       60, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.2000-1.9000 cache size        7, 1116522 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns1328 S3FIFO-0.2000-1.9000 cache size       15, 1116522 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1328 S3FIFO-0.2000-1.9000 cache size       30, 1116522 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1328 S3FIFO-0.2000-1.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.0100-1.9000 cache size        7, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-1.9000 cache size       15, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-1.9000 cache size       30, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-1.9000 cache size       60, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-0.9000 cache size        7, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-0.9000 cache size       15, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-0.9000 cache size       30, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0100-0.9000 cache size       60, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.9000-0.9000 cache size        7, 1116522 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns1328 S3FIFO-0.9000-0.9000 cache size       15, 1116522 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1328 S3FIFO-0.9000-0.9000 cache size       30, 1116522 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1328 S3FIFO-0.9000-0.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.8000-0.9000 cache size        7, 1116522 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1328 S3FIFO-0.8000-0.9000 cache size       15, 1116522 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns1328 S3FIFO-0.8000-0.9000 cache size       30, 1116522 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1328 S3FIFO-0.8000-0.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.3000-0.9000 cache size        7, 1116522 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns1328 S3FIFO-0.3000-0.9000 cache size       15, 1116522 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1328 S3FIFO-0.3000-0.9000 cache size       30, 1116522 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1328 S3FIFO-0.3000-0.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.7500-1.9000 cache size        7, 1116522 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1328 S3FIFO-0.7500-1.9000 cache size       15, 1116522 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1328 S3FIFO-0.7500-1.9000 cache size       30, 1116522 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1328 S3FIFO-0.7500-1.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.3500-1.9000 cache size        7, 1116522 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns1328 S3FIFO-0.3500-1.9000 cache size       15, 1116522 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1328 S3FIFO-0.3500-1.9000 cache size       30, 1116522 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1328 S3FIFO-0.3500-1.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.5000-0.9000 cache size        7, 1116522 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns1328 S3FIFO-0.5000-0.9000 cache size       15, 1116522 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1328 S3FIFO-0.5000-0.9000 cache size       30, 1116522 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1328 S3FIFO-0.5000-0.9000 cache size       60, 1116522 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1328 S3FIFO-0.0250-1.9000 cache size        7, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0250-1.9000 cache size       15, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1328 S3FIFO-0.0250-1.9000 cache size       30, 1116522 req, miss ratio 1.0000, byte miss ratio 1.0000
