cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size       10, 1393708 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size       30, 1393708 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size      100, 1393708 req, miss ratio 0.8205, byte miss ratio 0.8205
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size      301, 1393708 req, miss ratio 0.6637, byte miss ratio 0.6637
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size     1004, 1393708 req, miss ratio 0.3668, byte miss ratio 0.3668
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size     2008, 1393708 req, miss ratio 0.1621, byte miss ratio 0.1621
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size     4016, 1393708 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_colo28.ns2157 S3FIFO-0.0100-1.9000 cache size     8033, 1393708 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size       10, 1393708 req, miss ratio 0.9803, byte miss ratio 0.9803
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size       30, 1393708 req, miss ratio 0.9507, byte miss ratio 0.9507
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size      100, 1393708 req, miss ratio 0.8804, byte miss ratio 0.8804
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size      301, 1393708 req, miss ratio 0.7435, byte miss ratio 0.7435
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size     1004, 1393708 req, miss ratio 0.4382, byte miss ratio 0.4382
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size     2008, 1393708 req, miss ratio 0.2161, byte miss ratio 0.2161
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size     4016, 1393708 req, miss ratio 0.0667, byte miss ratio 0.0667
cdn1_colo28.ns2157 S3FIFO-0.6000-1.9000 cache size     8033, 1393708 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size       10, 1393708 req, miss ratio 0.9851, byte miss ratio 0.9851
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size       30, 1393708 req, miss ratio 0.9622, byte miss ratio 0.9622
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size      100, 1393708 req, miss ratio 0.9013, byte miss ratio 0.9013
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size      301, 1393708 req, miss ratio 0.7708, byte miss ratio 0.7708
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size     1004, 1393708 req, miss ratio 0.4751, byte miss ratio 0.4751
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size     2008, 1393708 req, miss ratio 0.2442, byte miss ratio 0.2442
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size     4016, 1393708 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_colo28.ns2157 S3FIFO-0.8500-0.9000 cache size     8033, 1393708 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size       10, 1393708 req, miss ratio 0.9882, byte miss ratio 0.9882
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size       30, 1393708 req, miss ratio 0.9680, byte miss ratio 0.9680
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size      100, 1393708 req, miss ratio 0.9104, byte miss ratio 0.9104
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size      301, 1393708 req, miss ratio 0.7808, byte miss ratio 0.7808
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size     1004, 1393708 req, miss ratio 0.4686, byte miss ratio 0.4686
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size     2008, 1393708 req, miss ratio 0.2446, byte miss ratio 0.2446
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size     4016, 1393708 req, miss ratio 0.0829, byte miss ratio 0.0829
cdn1_colo28.ns2157 S3FIFO-0.9000-1.9000 cache size     8033, 1393708 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size       10, 1393708 req, miss ratio 0.9803, byte miss ratio 0.9803
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size       30, 1393708 req, miss ratio 0.9527, byte miss ratio 0.9527
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size      100, 1393708 req, miss ratio 0.8858, byte miss ratio 0.8858
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size      301, 1393708 req, miss ratio 0.7503, byte miss ratio 0.7503
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size     1004, 1393708 req, miss ratio 0.4439, byte miss ratio 0.4439
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size     2008, 1393708 req, miss ratio 0.2209, byte miss ratio 0.2209
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size     4016, 1393708 req, miss ratio 0.0692, byte miss ratio 0.0692
cdn1_colo28.ns2157 S3FIFO-0.6500-1.9000 cache size     8033, 1393708 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size       10, 1393708 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size       30, 1393708 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size      100, 1393708 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size      301, 1393708 req, miss ratio 0.6447, byte miss ratio 0.6447
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size     1004, 1393708 req, miss ratio 0.3473, byte miss ratio 0.3473
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size     2008, 1393708 req, miss ratio 0.1571, byte miss ratio 0.1571
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size     4016, 1393708 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_colo28.ns2157 S3FIFO-0.0050-0.9000 cache size     8033, 1393708 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size       10, 1393708 req, miss ratio 0.9879, byte miss ratio 0.9879
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size       30, 1393708 req, miss ratio 0.9681, byte miss ratio 0.9681
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size      100, 1393708 req, miss ratio 0.9117, byte miss ratio 0.9117
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size      301, 1393708 req, miss ratio 0.7842, byte miss ratio 0.7842
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size     1004, 1393708 req, miss ratio 0.4858, byte miss ratio 0.4858
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size     2008, 1393708 req, miss ratio 0.2537, byte miss ratio 0.2537
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size     4016, 1393708 req, miss ratio 0.0857, byte miss ratio 0.0857
cdn1_colo28.ns2157 S3FIFO-0.9500-0.9000 cache size     8033, 1393708 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size       10, 1393708 req, miss ratio 0.9753, byte miss ratio 0.9753
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size       30, 1393708 req, miss ratio 0.9400, byte miss ratio 0.9400
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size      100, 1393708 req, miss ratio 0.8591, byte miss ratio 0.8591
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size      301, 1393708 req, miss ratio 0.7137, byte miss ratio 0.7137
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size     1004, 1393708 req, miss ratio 0.4258, byte miss ratio 0.4258
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size     2008, 1393708 req, miss ratio 0.2085, byte miss ratio 0.2085
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size     4016, 1393708 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_colo28.ns2157 S3FIFO-0.5000-0.9000 cache size     8033, 1393708 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size       10, 1393708 req, miss ratio 0.9708, byte miss ratio 0.9708
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size       30, 1393708 req, miss ratio 0.9329, byte miss ratio 0.9329
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size      100, 1393708 req, miss ratio 0.8486, byte miss ratio 0.8486
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size      301, 1393708 req, miss ratio 0.7012, byte miss ratio 0.7012
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size     1004, 1393708 req, miss ratio 0.4040, byte miss ratio 0.4040
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size     2008, 1393708 req, miss ratio 0.1879, byte miss ratio 0.1879
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size     4016, 1393708 req, miss ratio 0.0542, byte miss ratio 0.0542
cdn1_colo28.ns2157 S3FIFO-0.3000-1.9000 cache size     8033, 1393708 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size       10, 1393708 req, miss ratio 0.9882, byte miss ratio 0.9882
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size       30, 1393708 req, miss ratio 0.9706, byte miss ratio 0.9706
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size      100, 1393708 req, miss ratio 0.9165, byte miss ratio 0.9165
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size      301, 1393708 req, miss ratio 0.7874, byte miss ratio 0.7874
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size     1004, 1393708 req, miss ratio 0.4729, byte miss ratio 0.4729
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size     2008, 1393708 req, miss ratio 0.2509, byte miss ratio 0.2509
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size     4016, 1393708 req, miss ratio 0.0876, byte miss ratio 0.0876
cdn1_colo28.ns2157 S3FIFO-0.9900-1.9000 cache size     8033, 1393708 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size       10, 1393708 req, miss ratio 0.9851, byte miss ratio 0.9851
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size       30, 1393708 req, miss ratio 0.9600, byte miss ratio 0.9600
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size      100, 1393708 req, miss ratio 0.8955, byte miss ratio 0.8955
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size      301, 1393708 req, miss ratio 0.7629, byte miss ratio 0.7629
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size     1004, 1393708 req, miss ratio 0.4687, byte miss ratio 0.4687
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size     2008, 1393708 req, miss ratio 0.2392, byte miss ratio 0.2392
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size     4016, 1393708 req, miss ratio 0.0774, byte miss ratio 0.0774
cdn1_colo28.ns2157 S3FIFO-0.8000-0.9000 cache size     8033, 1393708 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns2157 S3FIFO-0.8500-1.9000 cache size       10, 1393708 req, miss ratio 0.9858, byte miss ratio 0.9858
