tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size       72, 1504677 req, miss ratio 0.2963, byte miss ratio 0.2963
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size      217, 1504677 req, miss ratio 0.2402, byte miss ratio 0.2402
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size      724, 1504677 req, miss ratio 0.2211, byte miss ratio 0.2211
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size     2173, 1504677 req, miss ratio 0.1924, byte miss ratio 0.1924
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size     7244, 1504677 req, miss ratio 0.1397, byte miss ratio 0.1397
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size    14489, 1504677 req, miss ratio 0.1097, byte miss ratio 0.1097
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size    28978, 1504677 req, miss ratio 0.0739, byte miss ratio 0.0739
tencentBlock.ns3714 S3FIFO-0.6000-0.9000 cache size    57957, 1504677 req, miss ratio 0.0485, byte miss ratio 0.0485
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size       72, 1504677 req, miss ratio 0.2590, byte miss ratio 0.2590
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size      217, 1504677 req, miss ratio 0.2394, byte miss ratio 0.2394
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size      724, 1504677 req, miss ratio 0.2123, byte miss ratio 0.2123
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size     2173, 1504677 req, miss ratio 0.1679, byte miss ratio 0.1679
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size     7244, 1504677 req, miss ratio 0.1265, byte miss ratio 0.1265
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size    14489, 1504677 req, miss ratio 0.1016, byte miss ratio 0.1016
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size    28978, 1504677 req, miss ratio 0.0709, byte miss ratio 0.0709
tencentBlock.ns3714 S3FIFO-0.1000-0.9000 cache size    57957, 1504677 req, miss ratio 0.0485, byte miss ratio 0.0485
tencentBlock.ns3714 S3FIFO-0.9000-0.9000 cache size       72, 1504677 req, miss ratio 0.3551, byte miss ratio 0.3551
tencentBlock.ns3714 S3FIFO-0.9000-0.9000 cache size      217, 1504677 req, miss ratio 0.2592, byte miss ratio 0.2592
tencentBlock.ns3714 S3FIFO-0.9000-0.9000 cache size      724, 1504677 req, miss ratio 0.2317, byte miss ratio 0.2317
