cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size      102, 1111294 req, miss ratio 0.8224, byte miss ratio 0.8224
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size      307, 1111294 req, miss ratio 0.7196, byte miss ratio 0.7196
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size     1024, 1111294 req, miss ratio 0.5398, byte miss ratio 0.5398
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size     3073, 1111294 req, miss ratio 0.3515, byte miss ratio 0.3515
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size    10246, 1111294 req, miss ratio 0.1907, byte miss ratio 0.1907
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size    20492, 1111294 req, miss ratio 0.1359, byte miss ratio 0.1359
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size    40985, 1111294 req, miss ratio 0.1065, byte miss ratio 0.1065
cdn1_colo28.ns1724 S3FIFO-0.9900-1.9000 cache size    81971, 1111294 req, miss ratio 0.0937, byte miss ratio 0.0937
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size      102, 1111294 req, miss ratio 0.7645, byte miss ratio 0.7645
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size      307, 1111294 req, miss ratio 0.6437, byte miss ratio 0.6437
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size     1024, 1111294 req, miss ratio 0.4687, byte miss ratio 0.4687
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size     3073, 1111294 req, miss ratio 0.3002, byte miss ratio 0.3002
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size    10246, 1111294 req, miss ratio 0.1630, byte miss ratio 0.1630
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size    20492, 1111294 req, miss ratio 0.1192, byte miss ratio 0.1192
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size    40985, 1111294 req, miss ratio 0.0989, byte miss ratio 0.0989
cdn1_colo28.ns1724 S3FIFO-0.6000-0.9000 cache size    81971, 1111294 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size      102, 1111294 req, miss ratio 0.7360, byte miss ratio 0.7360
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size      307, 1111294 req, miss ratio 0.6087, byte miss ratio 0.6087
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size     1024, 1111294 req, miss ratio 0.4342, byte miss ratio 0.4342
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size     3073, 1111294 req, miss ratio 0.2761, byte miss ratio 0.2761
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size    10246, 1111294 req, miss ratio 0.1526, byte miss ratio 0.1526
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size    20492, 1111294 req, miss ratio 0.1147, byte miss ratio 0.1147
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size    40985, 1111294 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns1724 S3FIFO-0.3000-1.9000 cache size    81971, 1111294 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size      102, 1111294 req, miss ratio 0.7585, byte miss ratio 0.7585
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size      307, 1111294 req, miss ratio 0.6353, byte miss ratio 0.6353
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size     1024, 1111294 req, miss ratio 0.4608, byte miss ratio 0.4608
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size     3073, 1111294 req, miss ratio 0.2947, byte miss ratio 0.2947
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size    10246, 1111294 req, miss ratio 0.1604, byte miss ratio 0.1604
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size    20492, 1111294 req, miss ratio 0.1180, byte miss ratio 0.1180
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size    40985, 1111294 req, miss ratio 0.0986, byte miss ratio 0.0986
cdn1_colo28.ns1724 S3FIFO-0.5500-0.9000 cache size    81971, 1111294 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size      102, 1111294 req, miss ratio 0.7315, byte miss ratio 0.7315
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size      307, 1111294 req, miss ratio 0.6025, byte miss ratio 0.6025
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size     1024, 1111294 req, miss ratio 0.4286, byte miss ratio 0.4286
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size     3073, 1111294 req, miss ratio 0.2729, byte miss ratio 0.2729
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size    10246, 1111294 req, miss ratio 0.1517, byte miss ratio 0.1517
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size    20492, 1111294 req, miss ratio 0.1146, byte miss ratio 0.1146
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size    40985, 1111294 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns1724 S3FIFO-0.2500-1.9000 cache size    81971, 1111294 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size      102, 1111294 req, miss ratio 0.8194, byte miss ratio 0.8194
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size      307, 1111294 req, miss ratio 0.7180, byte miss ratio 0.7180
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size     1024, 1111294 req, miss ratio 0.5428, byte miss ratio 0.5428
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size     3073, 1111294 req, miss ratio 0.3563, byte miss ratio 0.3563
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size    10246, 1111294 req, miss ratio 0.1924, byte miss ratio 0.1924
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size    20492, 1111294 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size    40985, 1111294 req, miss ratio 0.1065, byte miss ratio 0.1065
cdn1_colo28.ns1724 S3FIFO-0.9900-0.9000 cache size    81971, 1111294 req, miss ratio 0.0937, byte miss ratio 0.0937
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size      102, 1111294 req, miss ratio 0.8111, byte miss ratio 0.8111
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size      307, 1111294 req, miss ratio 0.7055, byte miss ratio 0.7055
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size     1024, 1111294 req, miss ratio 0.5256, byte miss ratio 0.5256
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size     3073, 1111294 req, miss ratio 0.3400, byte miss ratio 0.3400
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size    10246, 1111294 req, miss ratio 0.1836, byte miss ratio 0.1836
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size    20492, 1111294 req, miss ratio 0.1314, byte miss ratio 0.1314
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size    40985, 1111294 req, miss ratio 0.1042, byte miss ratio 0.1042
cdn1_colo28.ns1724 S3FIFO-0.9000-1.9000 cache size    81971, 1111294 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size      102, 1111294 req, miss ratio 0.8143, byte miss ratio 0.8143
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size      307, 1111294 req, miss ratio 0.7111, byte miss ratio 0.7111
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size     1024, 1111294 req, miss ratio 0.5359, byte miss ratio 0.5359
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size     3073, 1111294 req, miss ratio 0.3505, byte miss ratio 0.3505
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size    10246, 1111294 req, miss ratio 0.1893, byte miss ratio 0.1893
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size    20492, 1111294 req, miss ratio 0.1342, byte miss ratio 0.1342
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size    40985, 1111294 req, miss ratio 0.1056, byte miss ratio 0.1056
cdn1_colo28.ns1724 S3FIFO-0.9500-0.9000 cache size    81971, 1111294 req, miss ratio 0.0932, byte miss ratio 0.0932
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size      102, 1111294 req, miss ratio 0.7968, byte miss ratio 0.7968
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size      307, 1111294 req, miss ratio 0.6866, byte miss ratio 0.6866
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size     1024, 1111294 req, miss ratio 0.5080, byte miss ratio 0.5080
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size     3073, 1111294 req, miss ratio 0.3263, byte miss ratio 0.3263
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size    10246, 1111294 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size    20492, 1111294 req, miss ratio 0.1264, byte miss ratio 0.1264
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size    40985, 1111294 req, miss ratio 0.1017, byte miss ratio 0.1017
cdn1_colo28.ns1724 S3FIFO-0.8000-1.9000 cache size    81971, 1111294 req, miss ratio 0.0928, byte miss ratio 0.0928
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size      102, 1111294 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size      307, 1111294 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size     1024, 1111294 req, miss ratio 0.4055, byte miss ratio 0.4055
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size     3073, 1111294 req, miss ratio 0.2692, byte miss ratio 0.2692
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size    10246, 1111294 req, miss ratio 0.1711, byte miss ratio 0.1711
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size    20492, 1111294 req, miss ratio 0.1370, byte miss ratio 0.1370
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size    40985, 1111294 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_colo28.ns1724 S3FIFO-0.0010-0.9000 cache size    81971, 1111294 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size      102, 1111294 req, miss ratio 0.7846, byte miss ratio 0.7846
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size      307, 1111294 req, miss ratio 0.6704, byte miss ratio 0.6704
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size     1024, 1111294 req, miss ratio 0.4957, byte miss ratio 0.4957
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size     3073, 1111294 req, miss ratio 0.3196, byte miss ratio 0.3196
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size    10246, 1111294 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size    20492, 1111294 req, miss ratio 0.1243, byte miss ratio 0.1243
cdn1_colo28.ns1724 S3FIFO-0.7500-0.9000 cache size    40985, 1111294 req, miss ratio 0.1008, byte miss ratio 0.1008
