io_traces.ns247 S3FIFO-0.0010-1.9000 cache size      743, 23400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size     2229, 23400000 req, miss ratio 0.1938, byte miss ratio 0.1938
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size     7433, 23400000 req, miss ratio 0.1588, byte miss ratio 0.1588
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size    22299, 23400000 req, miss ratio 0.1303, byte miss ratio 0.1303
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size    74331, 23400000 req, miss ratio 0.0794, byte miss ratio 0.0794
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size   148662, 23400000 req, miss ratio 0.0445, byte miss ratio 0.0445
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size   297324, 23400000 req, miss ratio 0.0388, byte miss ratio 0.0388
io_traces.ns247 S3FIFO-0.0010-1.9000 cache size   594649, 23400000 req, miss ratio 0.0319, byte miss ratio 0.0319
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size      743, 23400000 req, miss ratio 0.4342, byte miss ratio 0.4342
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size     2229, 23400000 req, miss ratio 0.2837, byte miss ratio 0.2837
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size     7433, 23400000 req, miss ratio 0.1835, byte miss ratio 0.1835
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size    22299, 23400000 req, miss ratio 0.1260, byte miss ratio 0.1260
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size    74331, 23400000 req, miss ratio 0.0693, byte miss ratio 0.0693
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size   148662, 23400000 req, miss ratio 0.0462, byte miss ratio 0.0462
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size   297324, 23400000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns247 S3FIFO-0.9900-1.9000 cache size   594649, 23400000 req, miss ratio 0.0340, byte miss ratio 0.0340
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size      743, 23400000 req, miss ratio 0.4236, byte miss ratio 0.4236
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size     2229, 23400000 req, miss ratio 0.2660, byte miss ratio 0.2660
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size     7433, 23400000 req, miss ratio 0.1767, byte miss ratio 0.1767
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size    22299, 23400000 req, miss ratio 0.1251, byte miss ratio 0.1251
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size    74331, 23400000 req, miss ratio 0.0682, byte miss ratio 0.0682
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size   148662, 23400000 req, miss ratio 0.0454, byte miss ratio 0.0454
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size   297324, 23400000 req, miss ratio 0.0363, byte miss ratio 0.0363
io_traces.ns247 S3FIFO-0.9000-0.9000 cache size   594649, 23400000 req, miss ratio 0.0325, byte miss ratio 0.0325
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size      743, 23400000 req, miss ratio 0.3127, byte miss ratio 0.3127
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size     2229, 23400000 req, miss ratio 0.1871, byte miss ratio 0.1871
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size     7433, 23400000 req, miss ratio 0.1463, byte miss ratio 0.1463
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size    22299, 23400000 req, miss ratio 0.1162, byte miss ratio 0.1162
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size    74331, 23400000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size   148662, 23400000 req, miss ratio 0.0355, byte miss ratio 0.0355
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size   297324, 23400000 req, miss ratio 0.0331, byte miss ratio 0.0331
io_traces.ns247 S3FIFO-0.2000-0.9000 cache size   594649, 23400000 req, miss ratio 0.0319, byte miss ratio 0.0319
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size      743, 23400000 req, miss ratio 0.4388, byte miss ratio 0.4388
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size     2229, 23400000 req, miss ratio 0.2855, byte miss ratio 0.2855
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size     7433, 23400000 req, miss ratio 0.1852, byte miss ratio 0.1852
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size    22299, 23400000 req, miss ratio 0.1296, byte miss ratio 0.1296
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size    74331, 23400000 req, miss ratio 0.0694, byte miss ratio 0.0694
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size   148662, 23400000 req, miss ratio 0.0462, byte miss ratio 0.0462
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size   297324, 23400000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns247 S3FIFO-0.9900-0.9000 cache size   594649, 23400000 req, miss ratio 0.0340, byte miss ratio 0.0340
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size      743, 23400000 req, miss ratio 0.3108, byte miss ratio 0.3108
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size     2229, 23400000 req, miss ratio 0.1913, byte miss ratio 0.1913
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size     7433, 23400000 req, miss ratio 0.1469, byte miss ratio 0.1469
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size    22299, 23400000 req, miss ratio 0.1198, byte miss ratio 0.1198
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size    74331, 23400000 req, miss ratio 0.0730, byte miss ratio 0.0730
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size   148662, 23400000 req, miss ratio 0.0386, byte miss ratio 0.0386
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size   297324, 23400000 req, miss ratio 0.0346, byte miss ratio 0.0346
io_traces.ns247 S3FIFO-0.0250-0.9000 cache size   594649, 23400000 req, miss ratio 0.0319, byte miss ratio 0.0319
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size      743, 23400000 req, miss ratio 0.3975, byte miss ratio 0.3975
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size     2229, 23400000 req, miss ratio 0.2538, byte miss ratio 0.2538
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size     7433, 23400000 req, miss ratio 0.1668, byte miss ratio 0.1668
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size    22299, 23400000 req, miss ratio 0.1215, byte miss ratio 0.1215
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size    74331, 23400000 req, miss ratio 0.0680, byte miss ratio 0.0680
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size   148662, 23400000 req, miss ratio 0.0438, byte miss ratio 0.0438
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size   297324, 23400000 req, miss ratio 0.0342, byte miss ratio 0.0342
io_traces.ns247 S3FIFO-0.8000-0.9000 cache size   594649, 23400000 req, miss ratio 0.0320, byte miss ratio 0.0320
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size      743, 23400000 req, miss ratio 0.3203, byte miss ratio 0.3203
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size     2229, 23400000 req, miss ratio 0.2008, byte miss ratio 0.2008
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size     7433, 23400000 req, miss ratio 0.1499, byte miss ratio 0.1499
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size    22299, 23400000 req, miss ratio 0.1154, byte miss ratio 0.1154
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size    74331, 23400000 req, miss ratio 0.0708, byte miss ratio 0.0708
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size   148662, 23400000 req, miss ratio 0.0350, byte miss ratio 0.0350
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size   297324, 23400000 req, miss ratio 0.0329, byte miss ratio 0.0329
io_traces.ns247 S3FIFO-0.3000-1.9000 cache size   594649, 23400000 req, miss ratio 0.0318, byte miss ratio 0.0318
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size      743, 23400000 req, miss ratio 0.3373, byte miss ratio 0.3373
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size     2229, 23400000 req, miss ratio 0.2305, byte miss ratio 0.2305
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size     7433, 23400000 req, miss ratio 0.1565, byte miss ratio 0.1565
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size    22299, 23400000 req, miss ratio 0.1162, byte miss ratio 0.1162
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size    74331, 23400000 req, miss ratio 0.0700, byte miss ratio 0.0700
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size   148662, 23400000 req, miss ratio 0.0368, byte miss ratio 0.0368
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size   297324, 23400000 req, miss ratio 0.0328, byte miss ratio 0.0328
io_traces.ns247 S3FIFO-0.5500-1.9000 cache size   594649, 23400000 req, miss ratio 0.0318, byte miss ratio 0.0318
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size      743, 23400000 req, miss ratio 0.3147, byte miss ratio 0.3147
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size     2229, 23400000 req, miss ratio 0.1838, byte miss ratio 0.1838
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size     7433, 23400000 req, miss ratio 0.1461, byte miss ratio 0.1461
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size    22299, 23400000 req, miss ratio 0.1175, byte miss ratio 0.1175
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size    74331, 23400000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size   148662, 23400000 req, miss ratio 0.0362, byte miss ratio 0.0362
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size   297324, 23400000 req, miss ratio 0.0338, byte miss ratio 0.0338
io_traces.ns247 S3FIFO-0.1000-0.9000 cache size   594649, 23400000 req, miss ratio 0.0319, byte miss ratio 0.0319
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size      743, 23400000 req, miss ratio 0.4304, byte miss ratio 0.4304
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size     2229, 23400000 req, miss ratio 0.2769, byte miss ratio 0.2769
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size     7433, 23400000 req, miss ratio 0.1797, byte miss ratio 0.1797
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size    22299, 23400000 req, miss ratio 0.1248, byte miss ratio 0.1248
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size    74331, 23400000 req, miss ratio 0.0688, byte miss ratio 0.0688
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size   148662, 23400000 req, miss ratio 0.0458, byte miss ratio 0.0458
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size   297324, 23400000 req, miss ratio 0.0370, byte miss ratio 0.0370
io_traces.ns247 S3FIFO-0.9500-1.9000 cache size   594649, 23400000 req, miss ratio 0.0336, byte miss ratio 0.0336
io_traces.ns247 S3FIFO-0.6500-1.9000 cache size      743, 23400000 req, miss ratio 0.3525, byte miss ratio 0.3525
io_traces.ns247 S3FIFO-0.6500-1.9000 cache size     2229, 23400000 req, miss ratio 0.2405, byte miss ratio 0.2405
io_traces.ns247 S3FIFO-0.6500-1.9000 cache size     7433, 23400000 req, miss ratio 0.1590, byte miss ratio 0.1590
io_traces.ns247 S3FIFO-0.6500-1.9000 cache size    22299, 23400000 req, miss ratio 0.1173, byte miss ratio 0.1173
