cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size       23, 11347783 req, miss ratio 0.1900, byte miss ratio 0.1900
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size       71, 11347783 req, miss ratio 0.1053, byte miss ratio 0.1053
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size      239, 11347783 req, miss ratio 0.0441, byte miss ratio 0.0441
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size      719, 11347783 req, miss ratio 0.0162, byte miss ratio 0.0162
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size     2396, 11347783 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size     4793, 11347783 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size     9587, 11347783 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3893 S3FIFO-0.5500-1.9000 cache size    19175, 11347783 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size       23, 11347783 req, miss ratio 0.1955, byte miss ratio 0.1955
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size       71, 11347783 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size      239, 11347783 req, miss ratio 0.0467, byte miss ratio 0.0467
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size      719, 11347783 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size     2396, 11347783 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size     4793, 11347783 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size     9587, 11347783 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3893 S3FIFO-0.6500-0.9000 cache size    19175, 11347783 req, miss ratio 0.0021, byte miss ratio 0.0021
