tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size     1644, 5468027 req, miss ratio 0.6149, byte miss ratio 0.6149
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size     4934, 5468027 req, miss ratio 0.5745, byte miss ratio 0.5745
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size    16448, 5468027 req, miss ratio 0.5271, byte miss ratio 0.5271
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size    49344, 5468027 req, miss ratio 0.3989, byte miss ratio 0.3989
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size   164480, 5468027 req, miss ratio 0.3430, byte miss ratio 0.3430
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size   328960, 5468027 req, miss ratio 0.3291, byte miss ratio 0.3291
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size   657921, 5468027 req, miss ratio 0.3121, byte miss ratio 0.3121
tencentBlock.ns1362 S3FIFO-0.0100-1.9000 cache size  1315842, 5468027 req, miss ratio 0.3014, byte miss ratio 0.3014
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size     1644, 5468027 req, miss ratio 0.6045, byte miss ratio 0.6045
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size     4934, 5468027 req, miss ratio 0.5664, byte miss ratio 0.5664
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size    16448, 5468027 req, miss ratio 0.5340, byte miss ratio 0.5340
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size    49344, 5468027 req, miss ratio 0.4335, byte miss ratio 0.4335
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size   164480, 5468027 req, miss ratio 0.3410, byte miss ratio 0.3410
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size   328960, 5468027 req, miss ratio 0.3281, byte miss ratio 0.3281
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size   657921, 5468027 req, miss ratio 0.3122, byte miss ratio 0.3122
tencentBlock.ns1362 S3FIFO-0.3500-0.9000 cache size  1315842, 5468027 req, miss ratio 0.3014, byte miss ratio 0.3014
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size     1644, 5468027 req, miss ratio 0.6321, byte miss ratio 0.6321
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size     4934, 5468027 req, miss ratio 0.5990, byte miss ratio 0.5990
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size    16448, 5468027 req, miss ratio 0.5570, byte miss ratio 0.5570
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size    49344, 5468027 req, miss ratio 0.4846, byte miss ratio 0.4846
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size   164480, 5468027 req, miss ratio 0.3821, byte miss ratio 0.3821
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size   328960, 5468027 req, miss ratio 0.3414, byte miss ratio 0.3414
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size   657921, 5468027 req, miss ratio 0.3186, byte miss ratio 0.3186
tencentBlock.ns1362 S3FIFO-0.8500-0.9000 cache size  1315842, 5468027 req, miss ratio 0.3015, byte miss ratio 0.3015
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size     1644, 5468027 req, miss ratio 0.6578, byte miss ratio 0.6578
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size     4934, 5468027 req, miss ratio 0.6167, byte miss ratio 0.6167
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size    16448, 5468027 req, miss ratio 0.5644, byte miss ratio 0.5644
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size    49344, 5468027 req, miss ratio 0.4956, byte miss ratio 0.4956
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size   164480, 5468027 req, miss ratio 0.4015, byte miss ratio 0.4015
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size   328960, 5468027 req, miss ratio 0.3611, byte miss ratio 0.3611
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size   657921, 5468027 req, miss ratio 0.3324, byte miss ratio 0.3324
tencentBlock.ns1362 S3FIFO-0.9900-0.9000 cache size  1315842, 5468027 req, miss ratio 0.3086, byte miss ratio 0.3086
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size     1644, 5468027 req, miss ratio 0.6082, byte miss ratio 0.6082
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size     4934, 5468027 req, miss ratio 0.5722, byte miss ratio 0.5722
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size    16448, 5468027 req, miss ratio 0.5448, byte miss ratio 0.5448
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size    49344, 5468027 req, miss ratio 0.4673, byte miss ratio 0.4673
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size   164480, 5468027 req, miss ratio 0.3482, byte miss ratio 0.3482
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size   328960, 5468027 req, miss ratio 0.3304, byte miss ratio 0.3304
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size   657921, 5468027 req, miss ratio 0.3143, byte miss ratio 0.3143
tencentBlock.ns1362 S3FIFO-0.6500-0.9000 cache size  1315842, 5468027 req, miss ratio 0.3014, byte miss ratio 0.3014
tencentBlock.ns1362 S3FIFO-0.0050-1.9000 cache size     1644, 5468027 req, miss ratio 0.6295, byte miss ratio 0.6295
tencentBlock.ns1362 S3FIFO-0.0050-1.9000 cache size     4934, 5468027 req, miss ratio 0.5772, byte miss ratio 0.5772
tencentBlock.ns1362 S3FIFO-0.0050-1.9000 cache size    16448, 5468027 req, miss ratio 0.5326, byte miss ratio 0.5326
tencentBlock.ns1362 S3FIFO-0.0050-1.9000 cache size    49344, 5468027 req, miss ratio 0.4023, byte miss ratio 0.4023
