cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size      240, 11786364 req, miss ratio 0.5374, byte miss ratio 0.5374
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size      720, 11786364 req, miss ratio 0.4069, byte miss ratio 0.4069
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size     2402, 11786364 req, miss ratio 0.2696, byte miss ratio 0.2696
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size     7208, 11786364 req, miss ratio 0.1638, byte miss ratio 0.1638
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size    24029, 11786364 req, miss ratio 0.0810, byte miss ratio 0.0810
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size    48058, 11786364 req, miss ratio 0.0497, byte miss ratio 0.0497
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size    96117, 11786364 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_allcolo.ns168 S3FIFO-0.6500-0.9000 cache size   192235, 11786364 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size      240, 11786364 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size      720, 11786364 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size     2402, 11786364 req, miss ratio 0.2438, byte miss ratio 0.2438
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size     7208, 11786364 req, miss ratio 0.1505, byte miss ratio 0.1505
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size    24029, 11786364 req, miss ratio 0.0740, byte miss ratio 0.0740
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size    48058, 11786364 req, miss ratio 0.0429, byte miss ratio 0.0429
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size    96117, 11786364 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_allcolo.ns168 S3FIFO-0.0010-0.9000 cache size   192235, 11786364 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size      240, 11786364 req, miss ratio 0.5439, byte miss ratio 0.5439
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size      720, 11786364 req, miss ratio 0.4119, byte miss ratio 0.4119
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size     2402, 11786364 req, miss ratio 0.2717, byte miss ratio 0.2717
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size     7208, 11786364 req, miss ratio 0.1647, byte miss ratio 0.1647
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size    24029, 11786364 req, miss ratio 0.0809, byte miss ratio 0.0809
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size    48058, 11786364 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size    96117, 11786364 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_allcolo.ns168 S3FIFO-0.6500-1.9000 cache size   192235, 11786364 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size      240, 11786364 req, miss ratio 0.4816, byte miss ratio 0.4816
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size      720, 11786364 req, miss ratio 0.3612, byte miss ratio 0.3612
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size     2402, 11786364 req, miss ratio 0.2415, byte miss ratio 0.2415
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size     7208, 11786364 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size    24029, 11786364 req, miss ratio 0.0725, byte miss ratio 0.0725
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size    48058, 11786364 req, miss ratio 0.0418, byte miss ratio 0.0418
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size    96117, 11786364 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_allcolo.ns168 S3FIFO-0.0050-1.9000 cache size   192235, 11786364 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size      240, 11786364 req, miss ratio 0.4975, byte miss ratio 0.4975
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size      720, 11786364 req, miss ratio 0.3726, byte miss ratio 0.3726
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size     2402, 11786364 req, miss ratio 0.2472, byte miss ratio 0.2472
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size     7208, 11786364 req, miss ratio 0.1484, byte miss ratio 0.1484
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size    24029, 11786364 req, miss ratio 0.0720, byte miss ratio 0.0720
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size    48058, 11786364 req, miss ratio 0.0432, byte miss ratio 0.0432
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size    96117, 11786364 req, miss ratio 0.0263, byte miss ratio 0.0263
cdn1_allcolo.ns168 S3FIFO-0.3000-1.9000 cache size   192235, 11786364 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size      240, 11786364 req, miss ratio 0.5087, byte miss ratio 0.5087
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size      720, 11786364 req, miss ratio 0.3818, byte miss ratio 0.3818
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size     2402, 11786364 req, miss ratio 0.2532, byte miss ratio 0.2532
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size     7208, 11786364 req, miss ratio 0.1528, byte miss ratio 0.1528
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size    24029, 11786364 req, miss ratio 0.0749, byte miss ratio 0.0749
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size    48058, 11786364 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size    96117, 11786364 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_allcolo.ns168 S3FIFO-0.4500-0.9000 cache size   192235, 11786364 req, miss ratio 0.0207, byte miss ratio 0.0207
