cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size      330, 2226245 req, miss ratio 0.4543, byte miss ratio 0.4543
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size      991, 2226245 req, miss ratio 0.3785, byte miss ratio 0.3785
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size     3303, 2226245 req, miss ratio 0.3100, byte miss ratio 0.3100
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size     9911, 2226245 req, miss ratio 0.2538, byte miss ratio 0.2538
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size    33037, 2226245 req, miss ratio 0.2031, byte miss ratio 0.2031
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size    66074, 2226245 req, miss ratio 0.1785, byte miss ratio 0.1785
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size   132148, 2226245 req, miss ratio 0.1599, byte miss ratio 0.1599
cdn1_allcolo.ns1597 S3FIFO-0.6500-1.9000 cache size   264297, 2226245 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size      330, 2226245 req, miss ratio 0.4974, byte miss ratio 0.4974
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size      991, 2226245 req, miss ratio 0.4147, byte miss ratio 0.4147
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size     3303, 2226245 req, miss ratio 0.3393, byte miss ratio 0.3393
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size     9911, 2226245 req, miss ratio 0.2785, byte miss ratio 0.2785
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size    33037, 2226245 req, miss ratio 0.2225, byte miss ratio 0.2225
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size    66074, 2226245 req, miss ratio 0.1941, byte miss ratio 0.1941
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size   132148, 2226245 req, miss ratio 0.1708, byte miss ratio 0.1708
cdn1_allcolo.ns1597 S3FIFO-0.9500-1.9000 cache size   264297, 2226245 req, miss ratio 0.1526, byte miss ratio 0.1526
cdn1_allcolo.ns1597 S3FIFO-0.7500-0.9000 cache size      330, 2226245 req, miss ratio 0.4633, byte miss ratio 0.4633
