tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size       78, 2963901 req, miss ratio 0.2694, byte miss ratio 0.2694
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size      236, 2963901 req, miss ratio 0.2003, byte miss ratio 0.2003
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size      787, 2963901 req, miss ratio 0.1793, byte miss ratio 0.1793
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size     2363, 2963901 req, miss ratio 0.1655, byte miss ratio 0.1655
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size     7878, 2963901 req, miss ratio 0.1511, byte miss ratio 0.1511
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size    15757, 2963901 req, miss ratio 0.1408, byte miss ratio 0.1408
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size    31515, 2963901 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns6581 S3FIFO-0.4000-0.9000 cache size    63030, 2963901 req, miss ratio 0.0479, byte miss ratio 0.0479
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size       78, 2963901 req, miss ratio 0.3524, byte miss ratio 0.3524
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size      236, 2963901 req, miss ratio 0.2192, byte miss ratio 0.2192
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size      787, 2963901 req, miss ratio 0.1868, byte miss ratio 0.1868
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size     2363, 2963901 req, miss ratio 0.1750, byte miss ratio 0.1750
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size     7878, 2963901 req, miss ratio 0.1549, byte miss ratio 0.1549
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size    15757, 2963901 req, miss ratio 0.1490, byte miss ratio 0.1490
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size    31515, 2963901 req, miss ratio 0.1180, byte miss ratio 0.1180
tencentBlock.ns6581 S3FIFO-0.8000-0.9000 cache size    63030, 2963901 req, miss ratio 0.0507, byte miss ratio 0.0507
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size       78, 2963901 req, miss ratio 0.3099, byte miss ratio 0.3099
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size      236, 2963901 req, miss ratio 0.2095, byte miss ratio 0.2095
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size      787, 2963901 req, miss ratio 0.1813, byte miss ratio 0.1813
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size     2363, 2963901 req, miss ratio 0.1704, byte miss ratio 0.1704
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size     7878, 2963901 req, miss ratio 0.1524, byte miss ratio 0.1524
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size    15757, 2963901 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size    31515, 2963901 req, miss ratio 0.1280, byte miss ratio 0.1280
tencentBlock.ns6581 S3FIFO-0.6500-0.9000 cache size    63030, 2963901 req, miss ratio 0.0491, byte miss ratio 0.0491
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size       78, 2963901 req, miss ratio 0.2417, byte miss ratio 0.2417
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size      236, 2963901 req, miss ratio 0.1928, byte miss ratio 0.1928
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size      787, 2963901 req, miss ratio 0.1769, byte miss ratio 0.1769
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size     2363, 2963901 req, miss ratio 0.1570, byte miss ratio 0.1570
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size     7878, 2963901 req, miss ratio 0.1485, byte miss ratio 0.1485
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size    15757, 2963901 req, miss ratio 0.1472, byte miss ratio 0.1472
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size    31515, 2963901 req, miss ratio 0.1237, byte miss ratio 0.1237
tencentBlock.ns6581 S3FIFO-0.1500-1.9000 cache size    63030, 2963901 req, miss ratio 0.0449, byte miss ratio 0.0449
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size       78, 2963901 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size      236, 2963901 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size      787, 2963901 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size     2363, 2963901 req, miss ratio 0.1712, byte miss ratio 0.1712
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size     7878, 2963901 req, miss ratio 0.1493, byte miss ratio 0.1493
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size    15757, 2963901 req, miss ratio 0.1447, byte miss ratio 0.1447
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size    31515, 2963901 req, miss ratio 0.1089, byte miss ratio 0.1089
tencentBlock.ns6581 S3FIFO-0.0010-1.9000 cache size    63030, 2963901 req, miss ratio 0.0401, byte miss ratio 0.0401
tencentBlock.ns6581 S3FIFO-0.2000-0.9000 cache size       78, 2963901 req, miss ratio 0.2391, byte miss ratio 0.2391
