cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size      218, 1019024 req, miss ratio 0.4933, byte miss ratio 0.4933
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size      656, 1019024 req, miss ratio 0.4906, byte miss ratio 0.4906
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size     2188, 1019024 req, miss ratio 0.4862, byte miss ratio 0.4862
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size     6565, 1019024 req, miss ratio 0.4831, byte miss ratio 0.4831
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size    21884, 1019024 req, miss ratio 0.4426, byte miss ratio 0.4426
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size    43768, 1019024 req, miss ratio 0.2717, byte miss ratio 0.2717
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size    87537, 1019024 req, miss ratio 0.2306, byte miss ratio 0.2306
cdn1_colo28.ns295 S3FIFO-0.5000-0.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size      218, 1019024 req, miss ratio 0.4947, byte miss ratio 0.4947
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size      656, 1019024 req, miss ratio 0.4921, byte miss ratio 0.4921
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size     2188, 1019024 req, miss ratio 0.4883, byte miss ratio 0.4883
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size     6565, 1019024 req, miss ratio 0.4846, byte miss ratio 0.4846
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size    21884, 1019024 req, miss ratio 0.4293, byte miss ratio 0.4293
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size    43768, 1019024 req, miss ratio 0.3010, byte miss ratio 0.3010
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size    87537, 1019024 req, miss ratio 0.2532, byte miss ratio 0.2532
cdn1_colo28.ns295 S3FIFO-0.9900-0.9000 cache size   175075, 1019024 req, miss ratio 0.2201, byte miss ratio 0.2201
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size      218, 1019024 req, miss ratio 0.4937, byte miss ratio 0.4937
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size      656, 1019024 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size     2188, 1019024 req, miss ratio 0.4866, byte miss ratio 0.4866
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size     6565, 1019024 req, miss ratio 0.4832, byte miss ratio 0.4832
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size    21884, 1019024 req, miss ratio 0.4416, byte miss ratio 0.4416
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size    43768, 1019024 req, miss ratio 0.2829, byte miss ratio 0.2829
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size    87537, 1019024 req, miss ratio 0.2321, byte miss ratio 0.2321
cdn1_colo28.ns295 S3FIFO-0.6000-0.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size      218, 1019024 req, miss ratio 0.4932, byte miss ratio 0.4932
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size      656, 1019024 req, miss ratio 0.4904, byte miss ratio 0.4904
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size     2188, 1019024 req, miss ratio 0.4860, byte miss ratio 0.4860
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size     6565, 1019024 req, miss ratio 0.4831, byte miss ratio 0.4831
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size    21884, 1019024 req, miss ratio 0.4426, byte miss ratio 0.4426
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size    43768, 1019024 req, miss ratio 0.2641, byte miss ratio 0.2641
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size    87537, 1019024 req, miss ratio 0.2301, byte miss ratio 0.2301
cdn1_colo28.ns295 S3FIFO-0.4500-0.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size      218, 1019024 req, miss ratio 0.4933, byte miss ratio 0.4933
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size      656, 1019024 req, miss ratio 0.4906, byte miss ratio 0.4906
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size     2188, 1019024 req, miss ratio 0.4862, byte miss ratio 0.4862
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size     6565, 1019024 req, miss ratio 0.4831, byte miss ratio 0.4831
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size    21884, 1019024 req, miss ratio 0.4426, byte miss ratio 0.4426
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size    43768, 1019024 req, miss ratio 0.2717, byte miss ratio 0.2717
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size    87537, 1019024 req, miss ratio 0.2306, byte miss ratio 0.2306
cdn1_colo28.ns295 S3FIFO-0.5000-1.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size      218, 1019024 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size      656, 1019024 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size     2188, 1019024 req, miss ratio 0.4910, byte miss ratio 0.4910
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size     6565, 1019024 req, miss ratio 0.4827, byte miss ratio 0.4827
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size    21884, 1019024 req, miss ratio 0.4078, byte miss ratio 0.4078
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size    43768, 1019024 req, miss ratio 0.2484, byte miss ratio 0.2484
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size    87537, 1019024 req, miss ratio 0.2286, byte miss ratio 0.2286
cdn1_colo28.ns295 S3FIFO-0.0010-1.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size      218, 1019024 req, miss ratio 0.4928, byte miss ratio 0.4928
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size      656, 1019024 req, miss ratio 0.4900, byte miss ratio 0.4900
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size     2188, 1019024 req, miss ratio 0.4857, byte miss ratio 0.4857
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size     6565, 1019024 req, miss ratio 0.4829, byte miss ratio 0.4829
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size    21884, 1019024 req, miss ratio 0.4369, byte miss ratio 0.4369
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size    43768, 1019024 req, miss ratio 0.2515, byte miss ratio 0.2515
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size    87537, 1019024 req, miss ratio 0.2293, byte miss ratio 0.2293
cdn1_colo28.ns295 S3FIFO-0.3000-1.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size      218, 1019024 req, miss ratio 0.4946, byte miss ratio 0.4946
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size      656, 1019024 req, miss ratio 0.4917, byte miss ratio 0.4917
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size     2188, 1019024 req, miss ratio 0.4879, byte miss ratio 0.4879
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size     6565, 1019024 req, miss ratio 0.4840, byte miss ratio 0.4840
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size    21884, 1019024 req, miss ratio 0.4311, byte miss ratio 0.4311
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size    43768, 1019024 req, miss ratio 0.3046, byte miss ratio 0.3046
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size    87537, 1019024 req, miss ratio 0.2456, byte miss ratio 0.2456
cdn1_colo28.ns295 S3FIFO-0.8500-1.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size      218, 1019024 req, miss ratio 0.4930, byte miss ratio 0.4930
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size      656, 1019024 req, miss ratio 0.4903, byte miss ratio 0.4903
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size     2188, 1019024 req, miss ratio 0.4859, byte miss ratio 0.4859
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size     6565, 1019024 req, miss ratio 0.4830, byte miss ratio 0.4830
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size    21884, 1019024 req, miss ratio 0.4423, byte miss ratio 0.4423
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size    43768, 1019024 req, miss ratio 0.2573, byte miss ratio 0.2573
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size    87537, 1019024 req, miss ratio 0.2298, byte miss ratio 0.2298
cdn1_colo28.ns295 S3FIFO-0.4000-1.9000 cache size   175075, 1019024 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_colo28.ns295 S3FIFO-0.4500-1.9000 cache size      218, 1019024 req, miss ratio 0.4932, byte miss ratio 0.4932
cdn1_colo28.ns295 S3FIFO-0.4500-1.9000 cache size      656, 1019024 req, miss ratio 0.4904, byte miss ratio 0.4904
cdn1_colo28.ns295 S3FIFO-0.4500-1.9000 cache size     2188, 1019024 req, miss ratio 0.4860, byte miss ratio 0.4860
