cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size        5, 1359411 req, miss ratio 0.7886, byte miss ratio 0.7886
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size       15, 1359411 req, miss ratio 0.6320, byte miss ratio 0.6320
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size       53, 1359411 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size      159, 1359411 req, miss ratio 0.2340, byte miss ratio 0.2340
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size      531, 1359411 req, miss ratio 0.0800, byte miss ratio 0.0800
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size     1062, 1359411 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size     2125, 1359411 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns2000 S3FIFO-0.4500-0.9000 cache size     4251, 1359411 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size        5, 1359411 req, miss ratio 0.8574, byte miss ratio 0.8574
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size       15, 1359411 req, miss ratio 0.7488, byte miss ratio 0.7488
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size       53, 1359411 req, miss ratio 0.5288, byte miss ratio 0.5288
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size      159, 1359411 req, miss ratio 0.3012, byte miss ratio 0.3012
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size      531, 1359411 req, miss ratio 0.1071, byte miss ratio 0.1071
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size     1062, 1359411 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size     2125, 1359411 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns2000 S3FIFO-0.9500-0.9000 cache size     4251, 1359411 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size        5, 1359411 req, miss ratio 0.8197, byte miss ratio 0.8197
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size       15, 1359411 req, miss ratio 0.6836, byte miss ratio 0.6836
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size       53, 1359411 req, miss ratio 0.4777, byte miss ratio 0.4777
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size      159, 1359411 req, miss ratio 0.2669, byte miss ratio 0.2669
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size      531, 1359411 req, miss ratio 0.0918, byte miss ratio 0.0918
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size     1062, 1359411 req, miss ratio 0.0384, byte miss ratio 0.0384
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size     2125, 1359411 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns2000 S3FIFO-0.7000-0.9000 cache size     4251, 1359411 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns2000 S3FIFO-0.0010-1.9000 cache size        5, 1359411 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2000 S3FIFO-0.0010-1.9000 cache size       15, 1359411 req, miss ratio 1.0000, byte miss ratio 1.0000
