io_traces.ns153 S3FIFO-0.9000-0.9000 cache size      235, 5200000 req, miss ratio 0.4742, byte miss ratio 0.4742
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size      706, 5200000 req, miss ratio 0.3611, byte miss ratio 0.3611
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size     2354, 5200000 req, miss ratio 0.3137, byte miss ratio 0.3137
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size     7063, 5200000 req, miss ratio 0.2665, byte miss ratio 0.2665
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size    23543, 5200000 req, miss ratio 0.1730, byte miss ratio 0.1730
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size    47087, 5200000 req, miss ratio 0.1010, byte miss ratio 0.1010
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size    94174, 5200000 req, miss ratio 0.0588, byte miss ratio 0.0588
io_traces.ns153 S3FIFO-0.9000-0.9000 cache size   188349, 5200000 req, miss ratio 0.0498, byte miss ratio 0.0498
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size      235, 5200000 req, miss ratio 0.3776, byte miss ratio 0.3776
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size      706, 5200000 req, miss ratio 0.3330, byte miss ratio 0.3330
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size     2354, 5200000 req, miss ratio 0.2512, byte miss ratio 0.2512
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size     7063, 5200000 req, miss ratio 0.2326, byte miss ratio 0.2326
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size    23543, 5200000 req, miss ratio 0.1545, byte miss ratio 0.1545
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size    47087, 5200000 req, miss ratio 0.0621, byte miss ratio 0.0621
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size    94174, 5200000 req, miss ratio 0.0475, byte miss ratio 0.0475
io_traces.ns153 S3FIFO-0.0500-0.9000 cache size   188349, 5200000 req, miss ratio 0.0453, byte miss ratio 0.0453
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size      235, 5200000 req, miss ratio 0.3761, byte miss ratio 0.3761
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size      706, 5200000 req, miss ratio 0.3265, byte miss ratio 0.3265
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size     2354, 5200000 req, miss ratio 0.2509, byte miss ratio 0.2509
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size     7063, 5200000 req, miss ratio 0.2329, byte miss ratio 0.2329
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size    23543, 5200000 req, miss ratio 0.1593, byte miss ratio 0.1593
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size    47087, 5200000 req, miss ratio 0.0651, byte miss ratio 0.0651
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size    94174, 5200000 req, miss ratio 0.0475, byte miss ratio 0.0475
io_traces.ns153 S3FIFO-0.1000-0.9000 cache size   188349, 5200000 req, miss ratio 0.0453, byte miss ratio 0.0453
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size      235, 5200000 req, miss ratio 0.3647, byte miss ratio 0.3647
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size      706, 5200000 req, miss ratio 0.3327, byte miss ratio 0.3327
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size     2354, 5200000 req, miss ratio 0.2580, byte miss ratio 0.2580
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size     7063, 5200000 req, miss ratio 0.2438, byte miss ratio 0.2438
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size    23543, 5200000 req, miss ratio 0.1632, byte miss ratio 0.1632
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size    47087, 5200000 req, miss ratio 0.0821, byte miss ratio 0.0821
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size    94174, 5200000 req, miss ratio 0.0467, byte miss ratio 0.0467
io_traces.ns153 S3FIFO-0.4000-1.9000 cache size   188349, 5200000 req, miss ratio 0.0453, byte miss ratio 0.0453
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size      235, 5200000 req, miss ratio 0.3619, byte miss ratio 0.3619
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size      706, 5200000 req, miss ratio 0.3280, byte miss ratio 0.3280
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size     2354, 5200000 req, miss ratio 0.2510, byte miss ratio 0.2510
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size     7063, 5200000 req, miss ratio 0.2328, byte miss ratio 0.2328
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size    23543, 5200000 req, miss ratio 0.1614, byte miss ratio 0.1614
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size    47087, 5200000 req, miss ratio 0.0742, byte miss ratio 0.0742
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size    94174, 5200000 req, miss ratio 0.0468, byte miss ratio 0.0468
io_traces.ns153 S3FIFO-0.2500-1.9000 cache size   188349, 5200000 req, miss ratio 0.0453, byte miss ratio 0.0453
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size      235, 5200000 req, miss ratio 0.4921, byte miss ratio 0.4921
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size      706, 5200000 req, miss ratio 0.3785, byte miss ratio 0.3785
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size     2354, 5200000 req, miss ratio 0.3190, byte miss ratio 0.3190
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size     7063, 5200000 req, miss ratio 0.2678, byte miss ratio 0.2678
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size    23543, 5200000 req, miss ratio 0.1736, byte miss ratio 0.1736
io_traces.ns153 S3FIFO-0.9500-1.9000 cache size    47087, 5200000 req, miss ratio 0.1026, byte miss ratio 0.1026
