cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size      106, 1254041 req, miss ratio 0.7182, byte miss ratio 0.7182
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size      318, 1254041 req, miss ratio 0.6658, byte miss ratio 0.6658
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size     1061, 1254041 req, miss ratio 0.5843, byte miss ratio 0.5843
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size     3183, 1254041 req, miss ratio 0.4789, byte miss ratio 0.4789
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size    10610, 1254041 req, miss ratio 0.3274, byte miss ratio 0.3274
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size    21221, 1254041 req, miss ratio 0.2276, byte miss ratio 0.2276
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size    42443, 1254041 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_colo28.ns943 S3FIFO-0.3000-1.9000 cache size    84887, 1254041 req, miss ratio 0.0902, byte miss ratio 0.0902
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size      106, 1254041 req, miss ratio 0.7820, byte miss ratio 0.7820
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size      318, 1254041 req, miss ratio 0.7291, byte miss ratio 0.7291
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size     1061, 1254041 req, miss ratio 0.6616, byte miss ratio 0.6616
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size     3183, 1254041 req, miss ratio 0.5641, byte miss ratio 0.5641
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size    10610, 1254041 req, miss ratio 0.3990, byte miss ratio 0.3990
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size    21221, 1254041 req, miss ratio 0.2832, byte miss ratio 0.2832
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size    42443, 1254041 req, miss ratio 0.1818, byte miss ratio 0.1818
cdn1_colo28.ns943 S3FIFO-0.9900-1.9000 cache size    84887, 1254041 req, miss ratio 0.1057, byte miss ratio 0.1057
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size      106, 1254041 req, miss ratio 0.7264, byte miss ratio 0.7264
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size      318, 1254041 req, miss ratio 0.6803, byte miss ratio 0.6803
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size     1061, 1254041 req, miss ratio 0.6057, byte miss ratio 0.6057
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size     3183, 1254041 req, miss ratio 0.5047, byte miss ratio 0.5047
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size    10610, 1254041 req, miss ratio 0.3524, byte miss ratio 0.3524
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size    21221, 1254041 req, miss ratio 0.2503, byte miss ratio 0.2503
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size    42443, 1254041 req, miss ratio 0.1545, byte miss ratio 0.1545
cdn1_colo28.ns943 S3FIFO-0.6000-0.9000 cache size    84887, 1254041 req, miss ratio 0.0920, byte miss ratio 0.0920
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size      106, 1254041 req, miss ratio 0.7428, byte miss ratio 0.7428
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size      318, 1254041 req, miss ratio 0.7006, byte miss ratio 0.7006
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size     1061, 1254041 req, miss ratio 0.6355, byte miss ratio 0.6355
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size     3183, 1254041 req, miss ratio 0.5408, byte miss ratio 0.5408
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size    10610, 1254041 req, miss ratio 0.3846, byte miss ratio 0.3846
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size    21221, 1254041 req, miss ratio 0.2751, byte miss ratio 0.2751
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size    42443, 1254041 req, miss ratio 0.1712, byte miss ratio 0.1712
cdn1_colo28.ns943 S3FIFO-0.8500-0.9000 cache size    84887, 1254041 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size      106, 1254041 req, miss ratio 0.7183, byte miss ratio 0.7183
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size      318, 1254041 req, miss ratio 0.6641, byte miss ratio 0.6641
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size     1061, 1254041 req, miss ratio 0.5798, byte miss ratio 0.5798
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size     3183, 1254041 req, miss ratio 0.4718, byte miss ratio 0.4718
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size    10610, 1254041 req, miss ratio 0.3203, byte miss ratio 0.3203
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size    21221, 1254041 req, miss ratio 0.2239, byte miss ratio 0.2239
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size    42443, 1254041 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_colo28.ns943 S3FIFO-0.3000-0.9000 cache size    84887, 1254041 req, miss ratio 0.0902, byte miss ratio 0.0902
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size      106, 1254041 req, miss ratio 0.7231, byte miss ratio 0.7231
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size      318, 1254041 req, miss ratio 0.6741, byte miss ratio 0.6741
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size     1061, 1254041 req, miss ratio 0.5963, byte miss ratio 0.5963
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size     3183, 1254041 req, miss ratio 0.4929, byte miss ratio 0.4929
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size    10610, 1254041 req, miss ratio 0.3410, byte miss ratio 0.3410
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size    21221, 1254041 req, miss ratio 0.2409, byte miss ratio 0.2409
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size    42443, 1254041 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns943 S3FIFO-0.5000-0.9000 cache size    84887, 1254041 req, miss ratio 0.0908, byte miss ratio 0.0908
cdn1_colo28.ns943 S3FIFO-0.0100-0.9000 cache size      106, 1254041 req, miss ratio 0.7300, byte miss ratio 0.7300
