cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size      647, 6872581 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size     1942, 6872581 req, miss ratio 0.5671, byte miss ratio 0.5671
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size     6474, 6872581 req, miss ratio 0.3294, byte miss ratio 0.3294
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size    19422, 6872581 req, miss ratio 0.1879, byte miss ratio 0.1879
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size    64741, 6872581 req, miss ratio 0.1402, byte miss ratio 0.1402
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size   129483, 6872581 req, miss ratio 0.1271, byte miss ratio 0.1271
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size   258966, 6872581 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns255 S3FIFO-0.0010-1.9000 cache size   517932, 6872581 req, miss ratio 0.0942, byte miss ratio 0.0942
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size      647, 6872581 req, miss ratio 0.7704, byte miss ratio 0.7704
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size     1942, 6872581 req, miss ratio 0.5842, byte miss ratio 0.5842
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size     6474, 6872581 req, miss ratio 0.3459, byte miss ratio 0.3459
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size    19422, 6872581 req, miss ratio 0.1852, byte miss ratio 0.1852
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size    64741, 6872581 req, miss ratio 0.1103, byte miss ratio 0.1103
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size   129483, 6872581 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size   258966, 6872581 req, miss ratio 0.0948, byte miss ratio 0.0948
cdn1_colo28.ns255 S3FIFO-0.3000-0.9000 cache size   517932, 6872581 req, miss ratio 0.0942, byte miss ratio 0.0942
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size      647, 6872581 req, miss ratio 0.7688, byte miss ratio 0.7688
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size     1942, 6872581 req, miss ratio 0.5811, byte miss ratio 0.5811
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size     6474, 6872581 req, miss ratio 0.3416, byte miss ratio 0.3416
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size    19422, 6872581 req, miss ratio 0.1836, byte miss ratio 0.1836
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size    64741, 6872581 req, miss ratio 0.1149, byte miss ratio 0.1149
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size   129483, 6872581 req, miss ratio 0.1003, byte miss ratio 0.1003
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size   258966, 6872581 req, miss ratio 0.0950, byte miss ratio 0.0950
cdn1_colo28.ns255 S3FIFO-0.2000-1.9000 cache size   517932, 6872581 req, miss ratio 0.0942, byte miss ratio 0.0942
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size      647, 6872581 req, miss ratio 0.7906, byte miss ratio 0.7906
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size     1942, 6872581 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size     6474, 6872581 req, miss ratio 0.3728, byte miss ratio 0.3728
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size    19422, 6872581 req, miss ratio 0.1930, byte miss ratio 0.1930
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size    64741, 6872581 req, miss ratio 0.1072, byte miss ratio 0.1072
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size   129483, 6872581 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size   258966, 6872581 req, miss ratio 0.0949, byte miss ratio 0.0949
cdn1_colo28.ns255 S3FIFO-0.4500-1.9000 cache size   517932, 6872581 req, miss ratio 0.0942, byte miss ratio 0.0942
cdn1_colo28.ns255 S3FIFO-0.8000-0.9000 cache size      647, 6872581 req, miss ratio 0.8216, byte miss ratio 0.8216
cdn1_colo28.ns255 S3FIFO-0.8000-0.9000 cache size     1942, 6872581 req, miss ratio 0.6708, byte miss ratio 0.6708
