tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size       61, 1015895 req, miss ratio 0.6058, byte miss ratio 0.6058
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size      184, 1015895 req, miss ratio 0.5660, byte miss ratio 0.5660
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size      616, 1015895 req, miss ratio 0.5458, byte miss ratio 0.5458
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size     1848, 1015895 req, miss ratio 0.5398, byte miss ratio 0.5398
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size     6163, 1015895 req, miss ratio 0.5391, byte miss ratio 0.5391
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size    12326, 1015895 req, miss ratio 0.4901, byte miss ratio 0.4901
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size    24652, 1015895 req, miss ratio 0.2877, byte miss ratio 0.2877
tencentBlock.ns24273 S3FIFO-0.5000-1.9000 cache size    49304, 1015895 req, miss ratio 0.0814, byte miss ratio 0.0814
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size       61, 1015895 req, miss ratio 0.6044, byte miss ratio 0.6044
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size      184, 1015895 req, miss ratio 0.5629, byte miss ratio 0.5629
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size      616, 1015895 req, miss ratio 0.5458, byte miss ratio 0.5458
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size     1848, 1015895 req, miss ratio 0.5398, byte miss ratio 0.5398
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size     6163, 1015895 req, miss ratio 0.5385, byte miss ratio 0.5385
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size    12326, 1015895 req, miss ratio 0.4839, byte miss ratio 0.4839
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size    24652, 1015895 req, miss ratio 0.2850, byte miss ratio 0.2850
tencentBlock.ns24273 S3FIFO-0.4500-1.9000 cache size    49304, 1015895 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns24273 S3FIFO-0.0010-0.9000 cache size       61, 1015895 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns24273 S3FIFO-0.0010-0.9000 cache size      184, 1015895 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns24273 S3FIFO-0.0010-0.9000 cache size      616, 1015895 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns24273 S3FIFO-0.0010-0.9000 cache size     1848, 1015895 req, miss ratio 0.5552, byte miss ratio 0.5552
