cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size      155, 3008438 req, miss ratio 0.2164, byte miss ratio 0.2164
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size      467, 3008438 req, miss ratio 0.2066, byte miss ratio 0.2066
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size     1557, 3008438 req, miss ratio 0.1946, byte miss ratio 0.1946
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size     4671, 3008438 req, miss ratio 0.1783, byte miss ratio 0.1783
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size    15572, 3008438 req, miss ratio 0.1478, byte miss ratio 0.1478
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size    31144, 3008438 req, miss ratio 0.1197, byte miss ratio 0.1197
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size    62289, 3008438 req, miss ratio 0.0823, byte miss ratio 0.0823
cdn1_allcolo.ns135 S3FIFO-0.3000-1.9000 cache size   124578, 3008438 req, miss ratio 0.0562, byte miss ratio 0.0562
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size      155, 3008438 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size      467, 3008438 req, miss ratio 0.2063, byte miss ratio 0.2063
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size     1557, 3008438 req, miss ratio 0.1943, byte miss ratio 0.1943
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size     4671, 3008438 req, miss ratio 0.1781, byte miss ratio 0.1781
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size    15572, 3008438 req, miss ratio 0.1472, byte miss ratio 0.1472
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size    31144, 3008438 req, miss ratio 0.1188, byte miss ratio 0.1188
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size    62289, 3008438 req, miss ratio 0.0814, byte miss ratio 0.0814
cdn1_allcolo.ns135 S3FIFO-0.2500-1.9000 cache size   124578, 3008438 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size      155, 3008438 req, miss ratio 0.2190, byte miss ratio 0.2190
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size      467, 3008438 req, miss ratio 0.2083, byte miss ratio 0.2083
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size     1557, 3008438 req, miss ratio 0.1965, byte miss ratio 0.1965
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size     4671, 3008438 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size    15572, 3008438 req, miss ratio 0.1513, byte miss ratio 0.1513
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size    31144, 3008438 req, miss ratio 0.1257, byte miss ratio 0.1257
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size    62289, 3008438 req, miss ratio 0.0878, byte miss ratio 0.0878
cdn1_allcolo.ns135 S3FIFO-0.6000-1.9000 cache size   124578, 3008438 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size      155, 3008438 req, miss ratio 0.2224, byte miss ratio 0.2224
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size      467, 3008438 req, miss ratio 0.2101, byte miss ratio 0.2101
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size     1557, 3008438 req, miss ratio 0.1979, byte miss ratio 0.1979
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size     4671, 3008438 req, miss ratio 0.1817, byte miss ratio 0.1817
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size    15572, 3008438 req, miss ratio 0.1534, byte miss ratio 0.1534
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size    31144, 3008438 req, miss ratio 0.1288, byte miss ratio 0.1288
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size    62289, 3008438 req, miss ratio 0.0918, byte miss ratio 0.0918
cdn1_allcolo.ns135 S3FIFO-0.8000-1.9000 cache size   124578, 3008438 req, miss ratio 0.0575, byte miss ratio 0.0575
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size      155, 3008438 req, miss ratio 0.2153, byte miss ratio 0.2153
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size      467, 3008438 req, miss ratio 0.2055, byte miss ratio 0.2055
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size     1557, 3008438 req, miss ratio 0.1933, byte miss ratio 0.1933
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size     4671, 3008438 req, miss ratio 0.1770, byte miss ratio 0.1770
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size    15572, 3008438 req, miss ratio 0.1450, byte miss ratio 0.1450
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size    31144, 3008438 req, miss ratio 0.1157, byte miss ratio 0.1157
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size    62289, 3008438 req, miss ratio 0.0787, byte miss ratio 0.0787
cdn1_allcolo.ns135 S3FIFO-0.0500-1.9000 cache size   124578, 3008438 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size      155, 3008438 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size      467, 3008438 req, miss ratio 0.2076, byte miss ratio 0.2076
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size     1557, 3008438 req, miss ratio 0.1932, byte miss ratio 0.1932
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size     4671, 3008438 req, miss ratio 0.1769, byte miss ratio 0.1769
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size    15572, 3008438 req, miss ratio 0.1446, byte miss ratio 0.1446
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size    31144, 3008438 req, miss ratio 0.1153, byte miss ratio 0.1153
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size    62289, 3008438 req, miss ratio 0.0783, byte miss ratio 0.0783
cdn1_allcolo.ns135 S3FIFO-0.0050-1.9000 cache size   124578, 3008438 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size      155, 3008438 req, miss ratio 0.2202, byte miss ratio 0.2202
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size      467, 3008438 req, miss ratio 0.2056, byte miss ratio 0.2056
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size     1557, 3008438 req, miss ratio 0.1932, byte miss ratio 0.1932
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size     4671, 3008438 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size    15572, 3008438 req, miss ratio 0.1446, byte miss ratio 0.1446
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size    31144, 3008438 req, miss ratio 0.1153, byte miss ratio 0.1153
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size    62289, 3008438 req, miss ratio 0.0783, byte miss ratio 0.0783
cdn1_allcolo.ns135 S3FIFO-0.0100-1.9000 cache size   124578, 3008438 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_allcolo.ns135 S3FIFO-0.0010-0.9000 cache size      155, 3008438 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns135 S3FIFO-0.0010-0.9000 cache size      467, 3008438 req, miss ratio 1.0000, byte miss ratio 1.0000
