cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size        6, 1650846 req, miss ratio 0.4001, byte miss ratio 0.4001
cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size       19, 1650846 req, miss ratio 0.0368, byte miss ratio 0.0368
cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size       65, 1650846 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size      130, 1650846 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size      260, 1650846 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1903 S3FIFO-0.9500-1.9000 cache size      520, 1650846 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size        6, 1650846 req, miss ratio 0.3826, byte miss ratio 0.3826
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size       19, 1650846 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size       65, 1650846 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size      130, 1650846 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size      260, 1650846 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1903 S3FIFO-0.2500-1.9000 cache size      520, 1650846 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size        6, 1650846 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size       19, 1650846 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size       65, 1650846 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size      130, 1650846 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size      260, 1650846 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1903 S3FIFO-0.1000-1.9000 cache size      520, 1650846 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1903 S3FIFO-0.6000-1.9000 cache size        6, 1650846 req, miss ratio 0.4247, byte miss ratio 0.4247
cdn1_colo28.ns1903 S3FIFO-0.6000-1.9000 cache size       19, 1650846 req, miss ratio 0.0301, byte miss ratio 0.0301
cdn1_colo28.ns1903 S3FIFO-0.6000-1.9000 cache size       65, 1650846 req, miss ratio 0.0009, byte miss ratio 0.0009
